,year,District Number,District Name,Grade,Mean Scale Score ,subject
54,2019,55,ST. JOHNS,3,313,Maths
55,2019,56,ST. LUCIE,3,297,Maths
56,2019,57,SANTA ROSA,3,306,Maths
57,2019,58,SARASOTA,3,308,Maths
58,2019,59,SEMINOLE,3,306,Maths
59,2019,60,SUMTER,3,304,Maths
60,2019,61,SUWANNEE,3,300,Maths
61,2019,62,TAYLOR,3,306,Maths
62,2019,63,UNION,3,306,Maths
63,2019,64,VOLUSIA,3,300,Maths
64,2019,65,WAKULLA,3,302,Maths
65,2019,66,WALTON,3,303,Maths
66,2019,67,WASHINGTON,3,298,Maths
67,2019,68,DEAF/BLIND,3,278,Maths
68,2019,71,FL VIRTUAL,3,288,Maths
69,2019,72,FAU LAB SCH,3,311,Maths
70,2019,73,FSU LAB SCH,3,315,Maths
71,2019,74,FAMU LAB SCH,3,295,Maths
72,2019,75,UF LAB SCH,3,302,Maths
0,2019,1,ALACHUA,4,315,Maths
1,2019,2,BAKER,4,312,Maths
2,2019,3,BAY,4,314,Maths
3,2019,4,BRADFORD,4,309,Maths
4,2019,5,BREVARD,4,316,Maths
5,2019,6,BROWARD,4,318,Maths
6,2019,7,CALHOUN,4,321,Maths
7,2019,8,CHARLOTTE,4,315,Maths
8,2019,9,CITRUS,4,313,Maths
9,2019,10,CLAY,4,320,Maths
10,2019,11,COLLIER,4,318,Maths
11,2019,12,COLUMBIA,4,316,Maths
12,2019,13,MIAMI-DADE,4,319,Maths
13,2019,14,DESOTO,4,309,Maths
14,2019,15,DIXIE,4,320,Maths
15,2019,16,DUVAL,4,316,Maths
16,2019,17,ESCAMBIA,4,313,Maths
17,2019,18,FLAGLER,4,315,Maths
18,2019,19,FRANKLIN,4,302,Maths
19,2019,20,GADSDEN,4,308,Maths
20,2019,21,GILCHRIST,4,320,Maths
21,2019,22,GLADES,4,308,Maths
22,2019,23,GULF,4,309,Maths
23,2019,24,HAMILTON,4,305,Maths
24,2019,25,HARDEE,4,320,Maths
25,2019,26,HENDRY,4,313,Maths
26,2019,27,HERNANDO,4,315,Maths
27,2019,28,HIGHLANDS,4,314,Maths
28,2019,29,HILLSBOROUGH,4,312,Maths
29,2019,30,HOLMES,4,313,Maths
30,2019,31,INDIAN RIVER,4,317,Maths
31,2019,32,JACKSON,4,319,Maths
32,2019,33,JEFFERSON,4,305,Maths
33,2019,34,LAFAYETTE,4,325,Maths
34,2019,35,LAKE,4,315,Maths
35,2019,36,LEE,4,315,Maths
36,2019,37,LEON,4,317,Maths
37,2019,38,LEVY,4,312,Maths
38,2019,39,LIBERTY,4,310,Maths
39,2019,40,MADISON,4,308,Maths
40,2019,41,MANATEE,4,317,Maths
41,2019,42,MARION,4,311,Maths
42,2019,43,MARTIN,4,316,Maths
43,2019,44,MONROE,4,314,Maths
44,2019,45,NASSAU,4,323,Maths
45,2019,46,OKALOOSA,4,322,Maths
46,2019,47,OKEECHOBEE,4,314,Maths
47,2019,48,ORANGE,4,316,Maths
48,2019,49,OSCEOLA,4,310,Maths
49,2019,50,PALM BEACH,4,317,Maths
50,2019,51,PASCO,4,315,Maths
51,2019,52,PINELLAS,4,317,Maths
52,2019,53,POLK,4,311,Maths
53,2019,54,PUTNAM,4,310,Maths
54,2019,55,ST. JOHNS,4,328,Maths
55,2019,56,ST. LUCIE,4,310,Maths
56,2019,57,SANTA ROSA,4,320,Maths
57,2019,58,SARASOTA,4,321,Maths
58,2019,59,SEMINOLE,4,321,Maths
59,2019,60,SUMTER,4,321,Maths
60,2019,61,SUWANNEE,4,309,Maths
61,2019,62,TAYLOR,4,317,Maths
62,2019,63,UNION,4,331,Maths
63,2019,64,VOLUSIA,4,313,Maths
64,2019,65,WAKULLA,4,319,Maths
65,2019,66,WALTON,4,317,Maths
66,2019,67,WASHINGTON,4,323,Maths
67,2019,68,DEAF/BLIND,4,278,Maths
68,2019,71,FL VIRTUAL,4,304,Maths
69,2019,72,FAU LAB SCH,4,324,Maths
70,2019,73,FSU LAB SCH,4,330,Maths
71,2019,74,FAMU LAB SCH,4,313,Maths
72,2019,75,UF LAB SCH,4,310,Maths
0,2019,1,ALACHUA,5,324,Maths
1,2019,2,BAKER,5,321,Maths
2,2019,3,BAY,5,322,Maths
3,2019,4,BRADFORD,5,316,Maths
4,2019,5,BREVARD,5,324,Maths
5,2019,6,BROWARD,5,327,Maths
6,2019,7,CALHOUN,5,321,Maths
7,2019,8,CHARLOTTE,5,322,Maths
8,2019,9,CITRUS,5,323,Maths
9,2019,10,CLAY,5,327,Maths
10,2019,11,COLLIER,5,328,Maths
11,2019,12,COLUMBIA,5,327,Maths
12,2019,13,MIAMI-DADE,5,327,Maths
13,2019,14,DESOTO,5,316,Maths
14,2019,15,DIXIE,5,325,Maths
15,2019,16,DUVAL,5,323,Maths
16,2019,17,ESCAMBIA,5,321,Maths
17,2019,18,FLAGLER,5,323,Maths
18,2019,19,FRANKLIN,5,315,Maths
19,2019,20,GADSDEN,5,315,Maths
20,2019,21,GILCHRIST,5,330,Maths
21,2019,22,GLADES,5,320,Maths
22,2019,23,GULF,5,311,Maths
23,2019,24,HAMILTON,5,316,Maths
24,2019,25,HARDEE,5,326,Maths
25,2019,26,HENDRY,5,319,Maths
26,2019,27,HERNANDO,5,321,Maths
27,2019,28,HIGHLANDS,5,318,Maths
28,2019,29,HILLSBOROUGH,5,321,Maths
29,2019,30,HOLMES,5,319,Maths
30,2019,31,INDIAN RIVER,5,323,Maths
31,2019,32,JACKSON,5,324,Maths
32,2019,33,JEFFERSON,5,308,Maths
33,2019,34,LAFAYETTE,5,338,Maths
34,2019,35,LAKE,5,323,Maths
35,2019,36,LEE,5,323,Maths
36,2019,37,LEON,5,325,Maths
37,2019,38,LEVY,5,321,Maths
38,2019,39,LIBERTY,5,314,Maths
39,2019,40,MADISON,5,315,Maths
40,2019,41,MANATEE,5,324,Maths
41,2019,42,MARION,5,315,Maths
42,2019,43,MARTIN,5,326,Maths
43,2019,44,MONROE,5,327,Maths
44,2019,45,NASSAU,5,338,Maths
45,2019,46,OKALOOSA,5,331,Maths
46,2019,47,OKEECHOBEE,5,320,Maths
47,2019,48,ORANGE,5,323,Maths
48,2019,49,OSCEOLA,5,318,Maths
49,2019,50,PALM BEACH,5,327,Maths
50,2019,51,PASCO,5,322,Maths
51,2019,52,PINELLAS,5,324,Maths
52,2019,53,POLK,5,319,Maths
53,2019,54,PUTNAM,5,316,Maths
54,2019,55,ST. JOHNS,5,336,Maths
55,2019,56,ST. LUCIE,5,317,Maths
56,2019,57,SANTA ROSA,5,331,Maths
57,2019,58,SARASOTA,5,332,Maths
58,2019,59,SEMINOLE,5,328,Maths
59,2019,60,SUMTER,5,331,Maths
60,2019,61,SUWANNEE,5,314,Maths
61,2019,62,TAYLOR,5,324,Maths
62,2019,63,UNION,5,332,Maths
63,2019,64,VOLUSIA,5,321,Maths
64,2019,65,WAKULLA,5,324,Maths
65,2019,66,WALTON,5,323,Maths
66,2019,67,WASHINGTON,5,324,Maths
67,2019,68,DEAF/BLIND,5,281,Maths
68,2019,71,FL VIRTUAL,5,312,Maths
69,2019,72,FAU LAB SCH,5,330,Maths
70,2019,73,FSU LAB SCH,5,340,Maths
71,2019,74,FAMU LAB SCH,5,316,Maths
72,2019,75,UF LAB SCH,5,320,Maths
0,2019,1,ALACHUA,6,323,Maths
1,2019,2,BAKER,6,328,Maths
2,2019,3,BAY,6,324,Maths
3,2019,4,BRADFORD,6,324,Maths
4,2019,5,BREVARD,6,333,Maths
5,2019,6,BROWARD,6,327,Maths
6,2019,7,CALHOUN,6,330,Maths
7,2019,8,CHARLOTTE,6,324,Maths
8,2019,9,CITRUS,6,324,Maths
9,2019,10,CLAY,6,335,Maths
10,2019,11,COLLIER,6,330,Maths
11,2019,12,COLUMBIA,6,333,Maths
12,2019,13,MIAMI-DADE,6,327,Maths
13,2019,14,DESOTO,6,313,Maths
14,2019,15,DIXIE,6,320,Maths
15,2019,16,DUVAL,6,323,Maths
16,2019,17,ESCAMBIA,6,315,Maths
17,2019,18,FLAGLER,6,332,Maths
18,2019,19,FRANKLIN,6,318,Maths
19,2019,20,GADSDEN,6,322,Maths
20,2019,21,GILCHRIST,6,327,Maths
21,2019,22,GLADES,6,322,Maths
22,2019,23,GULF,6,324,Maths
23,2019,24,HAMILTON,6,316,Maths
24,2019,25,HARDEE,6,320,Maths
25,2019,26,HENDRY,6,319,Maths
26,2019,27,HERNANDO,6,324,Maths
27,2019,28,HIGHLANDS,6,320,Maths
28,2019,29,HILLSBOROUGH,6,322,Maths
29,2019,30,HOLMES,6,323,Maths
30,2019,31,INDIAN RIVER,6,325,Maths
31,2019,32,JACKSON,6,325,Maths
32,2019,33,JEFFERSON,6,314,Maths
33,2019,34,LAFAYETTE,6,331,Maths
34,2019,35,LAKE,6,324,Maths
35,2019,36,LEE,6,320,Maths
36,2019,37,LEON,6,325,Maths
37,2019,38,LEVY,6,320,Maths
38,2019,39,LIBERTY,6,325,Maths
39,2019,40,MADISON,6,321,Maths
40,2019,41,MANATEE,6,326,Maths
41,2019,42,MARION,6,320,Maths
42,2019,43,MARTIN,6,328,Maths
43,2019,44,MONROE,6,325,Maths
44,2019,45,NASSAU,6,333,Maths
45,2019,46,OKALOOSA,6,329,Maths
46,2019,47,OKEECHOBEE,6,326,Maths
47,2019,48,ORANGE,6,318,Maths
48,2019,49,OSCEOLA,6,320,Maths
49,2019,50,PALM BEACH,6,328,Maths
50,2019,51,PASCO,6,327,Maths
51,2019,52,PINELLAS,6,319,Maths
52,2019,53,POLK,6,321,Maths
53,2019,54,PUTNAM,6,320,Maths
54,2019,55,ST. JOHNS,6,336,Maths
55,2019,56,ST. LUCIE,6,321,Maths
56,2019,57,SANTA ROSA,6,330,Maths
57,2019,58,SARASOTA,6,333,Maths
58,2019,59,SEMINOLE,6,332,Maths
59,2019,60,SUMTER,6,332,Maths
60,2019,61,SUWANNEE,6,319,Maths
61,2019,62,TAYLOR,6,321,Maths
62,2019,63,UNION,6,333,Maths
63,2019,64,VOLUSIA,6,321,Maths
64,2019,65,WAKULLA,6,330,Maths
65,2019,66,WALTON,6,328,Maths
66,2019,67,WASHINGTON,6,327,Maths
67,2019,68,DEAF/BLIND,6,293,Maths
68,2019,71,FL VIRTUAL,6,324,Maths
69,2019,72,FAU LAB SCH,6,345,Maths
70,2019,73,FSU LAB SCH,6,342,Maths
71,2019,74,FAMU LAB SCH,6,319,Maths
72,2019,75,UF LAB SCH,6,323,Maths
0,2019,1,ALACHUA,7,335,Maths
1,2019,2,BAKER,7,330,Maths
2,2019,3,BAY,7,332,Maths
3,2019,4,BRADFORD,7,330,Maths
4,2019,5,BREVARD,7,334,Maths
5,2019,6,BROWARD,7,329,Maths
6,2019,7,CALHOUN,7,336,Maths
7,2019,8,CHARLOTTE,7,336,Maths
8,2019,9,CITRUS,7,333,Maths
9,2019,10,CLAY,7,334,Maths
10,2019,11,COLLIER,7,338,Maths
11,2019,12,COLUMBIA,7,335,Maths
12,2019,13,MIAMI-DADE,7,329,Maths
13,2019,14,DESOTO,7,320,Maths
14,2019,15,DIXIE,7,325,Maths
15,2019,16,DUVAL,7,326,Maths
16,2019,17,ESCAMBIA,7,327,Maths
17,2019,18,FLAGLER,7,333,Maths
18,2019,19,FRANKLIN,7,326,Maths
19,2019,20,GADSDEN,7,328,Maths
20,2019,21,GILCHRIST,7,340,Maths
21,2019,22,GLADES,7,329,Maths
22,2019,23,GULF,7,309,Maths
23,2019,24,HAMILTON,7,310,Maths
24,2019,25,HARDEE,7,334,Maths
25,2019,26,HENDRY,7,324,Maths
26,2019,27,HERNANDO,7,335,Maths
27,2019,28,HIGHLANDS,7,327,Maths
28,2019,29,HILLSBOROUGH,7,335,Maths
29,2019,30,HOLMES,7,334,Maths
30,2019,31,INDIAN RIVER,7,329,Maths
31,2019,32,JACKSON,7,331,Maths
32,2019,33,JEFFERSON,7,322,Maths
33,2019,34,LAFAYETTE,7,332,Maths
34,2019,35,LAKE,7,332,Maths
35,2019,36,LEE,7,331,Maths
36,2019,37,LEON,7,334,Maths
37,2019,38,LEVY,7,330,Maths
38,2019,39,LIBERTY,7,336,Maths
39,2019,40,MADISON,7,327,Maths
40,2019,41,MANATEE,7,332,Maths
41,2019,42,MARION,7,327,Maths
42,2019,43,MARTIN,7,333,Maths
43,2019,44,MONROE,7,335,Maths
44,2019,45,NASSAU,7,342,Maths
45,2019,46,OKALOOSA,7,341,Maths
46,2019,47,OKEECHOBEE,7,329,Maths
47,2019,48,ORANGE,7,327,Maths
48,2019,49,OSCEOLA,7,318,Maths
49,2019,50,PALM BEACH,7,319,Maths
50,2019,51,PASCO,7,323,Maths
51,2019,52,PINELLAS,7,334,Maths
52,2019,53,POLK,7,321,Maths
53,2019,54,PUTNAM,7,320,Maths
54,2019,55,ST. JOHNS,7,346,Maths
55,2019,56,ST. LUCIE,7,328,Maths
56,2019,57,SANTA ROSA,7,329,Maths
57,2019,58,SARASOTA,7,342,Maths
58,2019,59,SEMINOLE,7,335,Maths
59,2019,60,SUMTER,7,333,Maths
60,2019,61,SUWANNEE,7,328,Maths
61,2019,62,TAYLOR,7,331,Maths
62,2019,63,UNION,7,339,Maths
63,2019,64,VOLUSIA,7,325,Maths
64,2019,65,WAKULLA,7,332,Maths
65,2019,66,WALTON,7,335,Maths
66,2019,67,WASHINGTON,7,332,Maths
67,2019,68,DEAF/BLIND,7,318,Maths
68,2019,71,FL VIRTUAL,7,338,Maths
69,2019,72,FAU LAB SCH,7,346,Maths
70,2019,73,FSU LAB SCH,7,347,Maths
71,2019,74,FAMU LAB SCH,7,318,Maths
72,2019,75,UF LAB SCH,7,351,Maths
0,2021,1,ALACHUA,3,295,Maths
1,2021,2,BAKER,3,305,Maths
2,2021,3,BAY,3,296,Maths
3,2021,4,BRADFORD,3,292,Maths
4,2021,5,BREVARD,3,298,Maths
5,2021,6,BROWARD,3,291,Maths
6,2021,7,CALHOUN,3,299,Maths
7,2021,8,CHARLOTTE,3,304,Maths
8,2021,9,CITRUS,3,297,Maths
9,2021,10,CLAY,3,302,Maths
10,2021,11,COLLIER,3,301,Maths
11,2021,12,COLUMBIA,3,302,Maths
12,2021,13,MIAMI-DADE,3,295,Maths
13,2021,14,DESOTO,3,286,Maths
14,2021,15,DIXIE,3,306,Maths
15,2021,16,DUVAL,3,295,Maths
16,2021,17,ESCAMBIA,3,295,Maths
17,2021,18,FLAGLER,3,299,Maths
18,2021,19,FRANKLIN,3,289,Maths
19,2021,20,GADSDEN,3,288,Maths
20,2021,21,GILCHRIST,3,301,Maths
21,2021,22,GLADES,3,286,Maths
22,2021,23,GULF,3,298,Maths
23,2021,24,HAMILTON,3,294,Maths
24,2021,25,HARDEE,3,303,Maths
25,2021,26,HENDRY,3,285,Maths
26,2021,27,HERNANDO,3,298,Maths
27,2021,28,HIGHLANDS,3,296,Maths
28,2021,29,HILLSBOROUGH,3,295,Maths
29,2021,30,HOLMES,3,295,Maths
30,2021,31,INDIAN RIVER,3,300,Maths
31,2021,32,JACKSON,3,300,Maths
32,2021,33,JEFFERSON,3,288,Maths
33,2021,34,LAFAYETTE,3,307,Maths
34,2021,35,LAKE,3,297,Maths
35,2021,36,LEE,3,297,Maths
36,2021,37,LEON,3,296,Maths
37,2021,38,LEVY,3,300,Maths
38,2021,39,LIBERTY,3,302,Maths
39,2021,40,MADISON,3,293,Maths
40,2021,41,MANATEE,3,299,Maths
41,2021,42,MARION,3,293,Maths
42,2021,43,MARTIN,3,294,Maths
43,2021,44,MONROE,3,297,Maths
44,2021,45,NASSAU,3,310,Maths
45,2021,46,OKALOOSA,3,301,Maths
46,2021,47,OKEECHOBEE,3,296,Maths
47,2021,48,ORANGE,3,296,Maths
48,2021,49,OSCEOLA,3,291,Maths
49,2021,50,PALM BEACH,3,295,Maths
50,2021,51,PASCO,3,294,Maths
51,2021,52,PINELLAS,3,298,Maths
52,2021,53,POLK,3,292,Maths
53,2021,54,PUTNAM,3,288,Maths
54,2021,55,ST. JOHNS,3,310,Maths
55,2021,56,ST. LUCIE,3,292,Maths
56,2021,57,SANTA ROSA,3,304,Maths
57,2021,58,SARASOTA,3,304,Maths
58,2021,59,SEMINOLE,3,301,Maths
59,2021,60,SUMTER,3,305,Maths
60,2021,61,SUWANNEE,3,296,Maths
61,2021,62,TAYLOR,3,295,Maths
62,2021,63,UNION,3,303,Maths
63,2021,64,VOLUSIA,3,295,Maths
64,2021,65,WAKULLA,3,299,Maths
65,2021,66,WALTON,3,303,Maths
66,2021,67,WASHINGTON,3,297,Maths
68,2021,71,FL VIRTUAL,3,296,Maths
69,2021,72,FAU LAB SCH,3,307,Maths
70,2021,73,FSU LAB SCH,3,307,Maths
71,2021,74,FAMU LAB SCH,3,270,Maths
72,2021,75,UF LAB SCH,3,291,Maths
0,2021,1,ALACHUA,4,308,Maths
1,2021,2,BAKER,4,312,Maths
2,2021,3,BAY,4,310,Maths
3,2021,4,BRADFORD,4,303,Maths
4,2021,5,BREVARD,4,312,Maths
5,2021,6,BROWARD,4,306,Maths
6,2021,7,CALHOUN,4,308,Maths
7,2021,8,CHARLOTTE,4,314,Maths
8,2021,9,CITRUS,4,311,Maths
9,2021,10,CLAY,4,315,Maths
10,2021,11,COLLIER,4,315,Maths
11,2021,12,COLUMBIA,4,315,Maths
12,2021,13,MIAMI-DADE,4,308,Maths
13,2021,14,DESOTO,4,301,Maths
14,2021,15,DIXIE,4,315,Maths
15,2021,16,DUVAL,4,309,Maths
16,2021,17,ESCAMBIA,4,306,Maths
17,2021,18,FLAGLER,4,312,Maths
18,2021,19,FRANKLIN,4,304,Maths
19,2021,20,GADSDEN,4,298,Maths
20,2021,21,GILCHRIST,4,318,Maths
21,2021,22,GLADES,4,304,Maths
22,2021,23,GULF,4,305,Maths
23,2021,24,HAMILTON,4,295,Maths
24,2021,25,HARDEE,4,316,Maths
25,2021,26,HENDRY,4,300,Maths
26,2021,27,HERNANDO,4,309,Maths
27,2021,28,HIGHLANDS,4,310,Maths
28,2021,29,HILLSBOROUGH,4,308,Maths
29,2021,30,HOLMES,4,309,Maths
30,2021,31,INDIAN RIVER,4,310,Maths
31,2021,32,JACKSON,4,316,Maths
32,2021,33,JEFFERSON,4,296,Maths
33,2021,34,LAFAYETTE,4,324,Maths
34,2021,35,LAKE,4,309,Maths
35,2021,36,LEE,4,311,Maths
36,2021,37,LEON,4,308,Maths
37,2021,38,LEVY,4,307,Maths
38,2021,39,LIBERTY,4,297,Maths
39,2021,40,MADISON,4,300,Maths
40,2021,41,MANATEE,4,316,Maths
41,2021,42,MARION,4,306,Maths
42,2021,43,MARTIN,4,308,Maths
43,2021,44,MONROE,4,309,Maths
44,2021,45,NASSAU,4,326,Maths
45,2021,46,OKALOOSA,4,315,Maths
46,2021,47,OKEECHOBEE,4,306,Maths
47,2021,48,ORANGE,4,309,Maths
48,2021,49,OSCEOLA,4,303,Maths
49,2021,50,PALM BEACH,4,304,Maths
50,2021,51,PASCO,4,308,Maths
51,2021,52,PINELLAS,4,315,Maths
52,2021,53,POLK,4,304,Maths
53,2021,54,PUTNAM,4,302,Maths
54,2021,55,ST. JOHNS,4,325,Maths
55,2021,56,ST. LUCIE,4,303,Maths
56,2021,57,SANTA ROSA,4,318,Maths
57,2021,58,SARASOTA,4,317,Maths
58,2021,59,SEMINOLE,4,317,Maths
59,2021,60,SUMTER,4,319,Maths
60,2021,61,SUWANNEE,4,305,Maths
61,2021,62,TAYLOR,4,304,Maths
62,2021,63,UNION,4,319,Maths
63,2021,64,VOLUSIA,4,309,Maths
64,2021,65,WAKULLA,4,317,Maths
65,2021,66,WALTON,4,315,Maths
66,2021,67,WASHINGTON,4,313,Maths
67,2021,68,DEAF/BLIND,4,291,Maths
68,2021,71,FL VIRTUAL,4,312,Maths
69,2021,72,FAU LAB SCH,4,326,Maths
70,2021,73,FSU LAB SCH,4,319,Maths
71,2021,74,FAMU LAB SCH,4,299,Maths
72,2021,75,UF LAB SCH,4,305,Maths
0,2021,1,ALACHUA,5,319,Maths
1,2021,2,BAKER,5,328,Maths
2,2021,3,BAY,5,319,Maths
3,2021,4,BRADFORD,5,316,Maths
4,2021,5,BREVARD,5,320,Maths
5,2021,6,BROWARD,5,315,Maths
6,2021,7,CALHOUN,5,317,Maths
7,2021,8,CHARLOTTE,5,324,Maths
8,2021,9,CITRUS,5,318,Maths
9,2021,10,CLAY,5,323,Maths
10,2021,11,COLLIER,5,328,Maths
11,2021,12,COLUMBIA,5,320,Maths
12,2021,13,MIAMI-DADE,5,316,Maths
13,2021,14,DESOTO,5,312,Maths
14,2021,15,DIXIE,5,322,Maths
15,2021,16,DUVAL,5,318,Maths
16,2021,17,ESCAMBIA,5,315,Maths
17,2021,18,FLAGLER,5,320,Maths
18,2021,19,FRANKLIN,5,311,Maths
19,2021,20,GADSDEN,5,304,Maths
20,2021,21,GILCHRIST,5,326,Maths
21,2021,22,GLADES,5,311,Maths
22,2021,23,GULF,5,317,Maths
23,2021,24,HAMILTON,5,313,Maths
24,2021,25,HARDEE,5,321,Maths
25,2021,26,HENDRY,5,309,Maths
26,2021,27,HERNANDO,5,317,Maths
27,2021,28,HIGHLANDS,5,317,Maths
28,2021,29,HILLSBOROUGH,5,318,Maths
29,2021,30,HOLMES,5,317,Maths
30,2021,31,INDIAN RIVER,5,320,Maths
31,2021,32,JACKSON,5,313,Maths
32,2021,33,JEFFERSON,5,292,Maths
33,2021,34,LAFAYETTE,5,336,Maths
34,2021,35,LAKE,5,319,Maths
35,2021,36,LEE,5,319,Maths
36,2021,37,LEON,5,317,Maths
37,2021,38,LEVY,5,313,Maths
38,2021,39,LIBERTY,5,320,Maths
39,2021,40,MADISON,5,312,Maths
40,2021,41,MANATEE,5,325,Maths
41,2021,42,MARION,5,317,Maths
42,2021,43,MARTIN,5,318,Maths
43,2021,44,MONROE,5,318,Maths
44,2021,45,NASSAU,5,340,Maths
45,2021,46,OKALOOSA,5,323,Maths
46,2021,47,OKEECHOBEE,5,313,Maths
47,2021,48,ORANGE,5,319,Maths
48,2021,49,OSCEOLA,5,312,Maths
49,2021,50,PALM BEACH,5,318,Maths
50,2021,51,PASCO,5,316,Maths
51,2021,52,PINELLAS,5,323,Maths
52,2021,53,POLK,5,314,Maths
53,2021,54,PUTNAM,5,308,Maths
54,2021,55,ST. JOHNS,5,335,Maths
55,2021,56,ST. LUCIE,5,313,Maths
56,2021,57,SANTA ROSA,5,327,Maths
57,2021,58,SARASOTA,5,327,Maths
58,2021,59,SEMINOLE,5,324,Maths
59,2021,60,SUMTER,5,325,Maths
60,2021,61,SUWANNEE,5,312,Maths
61,2021,62,TAYLOR,5,316,Maths
62,2021,63,UNION,5,321,Maths
63,2021,64,VOLUSIA,5,318,Maths
64,2021,65,WAKULLA,5,321,Maths
65,2021,66,WALTON,5,330,Maths
66,2021,67,WASHINGTON,5,321,Maths
67,2021,68,DEAF/BLIND,5,298,Maths
68,2021,71,FL VIRTUAL,5,321,Maths
69,2021,72,FAU LAB SCH,5,328,Maths
70,2021,73,FSU LAB SCH,5,329,Maths
71,2021,74,FAMU LAB SCH,5,307,Maths
72,2021,75,UF LAB SCH,5,316,Maths
0,2021,1,ALACHUA,6,316,Maths
1,2021,2,BAKER,6,325,Maths
2,2021,3,BAY,6,320,Maths
3,2021,4,BRADFORD,6,318,Maths
4,2021,5,BREVARD,6,329,Maths
5,2021,6,BROWARD,6,317,Maths
6,2021,7,CALHOUN,6,325,Maths
7,2021,8,CHARLOTTE,6,320,Maths
8,2021,9,CITRUS,6,318,Maths
9,2021,10,CLAY,6,333,Maths
10,2021,11,COLLIER,6,326,Maths
11,2021,12,COLUMBIA,6,324,Maths
12,2021,13,MIAMI-DADE,6,318,Maths
13,2021,14,DESOTO,6,307,Maths
14,2021,15,DIXIE,6,320,Maths
15,2021,16,DUVAL,6,316,Maths
16,2021,17,ESCAMBIA,6,311,Maths
17,2021,18,FLAGLER,6,328,Maths
18,2021,19,FRANKLIN,6,307,Maths
19,2021,20,GADSDEN,6,310,Maths
20,2021,21,GILCHRIST,6,328,Maths
21,2021,22,GLADES,6,311,Maths
22,2021,23,GULF,6,320,Maths
23,2021,24,HAMILTON,6,318,Maths
24,2021,25,HARDEE,6,318,Maths
25,2021,26,HENDRY,6,314,Maths
26,2021,27,HERNANDO,6,317,Maths
27,2021,28,HIGHLANDS,6,317,Maths
28,2021,29,HILLSBOROUGH,6,317,Maths
29,2021,30,HOLMES,6,320,Maths
30,2021,31,INDIAN RIVER,6,322,Maths
31,2021,32,JACKSON,6,318,Maths
32,2021,33,JEFFERSON,6,301,Maths
33,2021,34,LAFAYETTE,6,332,Maths
34,2021,35,LAKE,6,320,Maths
35,2021,36,LEE,6,311,Maths
36,2021,37,LEON,6,319,Maths
37,2021,38,LEVY,6,324,Maths
38,2021,39,LIBERTY,6,325,Maths
39,2021,40,MADISON,6,313,Maths
40,2021,41,MANATEE,6,323,Maths
41,2021,42,MARION,6,314,Maths
42,2021,43,MARTIN,6,323,Maths
43,2021,44,MONROE,6,320,Maths
44,2021,45,NASSAU,6,334,Maths
45,2021,46,OKALOOSA,6,322,Maths
46,2021,47,OKEECHOBEE,6,316,Maths
47,2021,48,ORANGE,6,316,Maths
48,2021,49,OSCEOLA,6,312,Maths
49,2021,50,PALM BEACH,6,319,Maths
50,2021,51,PASCO,6,320,Maths
51,2021,52,PINELLAS,6,317,Maths
52,2021,53,POLK,6,313,Maths
53,2021,54,PUTNAM,6,314,Maths
54,2021,55,ST. JOHNS,6,335,Maths
55,2021,56,ST. LUCIE,6,315,Maths
56,2021,57,SANTA ROSA,6,328,Maths
57,2021,58,SARASOTA,6,326,Maths
58,2021,59,SEMINOLE,6,326,Maths
59,2021,60,SUMTER,6,328,Maths
60,2021,61,SUWANNEE,6,321,Maths
61,2021,62,TAYLOR,6,321,Maths
62,2021,63,UNION,6,325,Maths
63,2021,64,VOLUSIA,6,316,Maths
64,2021,65,WAKULLA,6,325,Maths
65,2021,66,WALTON,6,326,Maths
66,2021,67,WASHINGTON,6,323,Maths
67,2021,68,DEAF/BLIND,6,296,Maths
68,2021,71,FL VIRTUAL,6,328,Maths
69,2021,72,FAU LAB SCH,6,340,Maths
70,2021,73,FSU LAB SCH,6,332,Maths
71,2021,74,FAMU LAB SCH,6,304,Maths
72,2021,75,UF LAB SCH,6,325,Maths
0,2021,1,ALACHUA,7,330,Maths
1,2021,2,BAKER,7,311,Maths
2,2021,3,BAY,7,329,Maths
3,2021,4,BRADFORD,7,325,Maths
4,2021,5,BREVARD,7,328,Maths
5,2021,6,BROWARD,7,322,Maths
6,2021,7,CALHOUN,7,332,Maths
7,2021,8,CHARLOTTE,7,331,Maths
8,2021,9,CITRUS,7,330,Maths
9,2021,10,CLAY,7,322,Maths
10,2021,11,COLLIER,7,335,Maths
11,2021,12,COLUMBIA,7,331,Maths
12,2021,13,MIAMI-DADE,7,324,Maths
13,2021,14,DESOTO,7,316,Maths
14,2021,15,DIXIE,7,324,Maths
15,2021,16,DUVAL,7,321,Maths
16,2021,17,ESCAMBIA,7,322,Maths
17,2021,18,FLAGLER,7,327,Maths
18,2021,19,FRANKLIN,7,324,Maths
19,2021,20,GADSDEN,7,317,Maths
20,2021,21,GILCHRIST,7,337,Maths
21,2021,22,GLADES,7,324,Maths
23,2021,24,HAMILTON,7,306,Maths
24,2021,25,HARDEE,7,324,Maths
25,2021,26,HENDRY,7,322,Maths
26,2021,27,HERNANDO,7,330,Maths
27,2021,28,HIGHLANDS,7,323,Maths
28,2021,29,HILLSBOROUGH,7,317,Maths
29,2021,30,HOLMES,7,332,Maths
30,2021,31,INDIAN RIVER,7,325,Maths
31,2021,32,JACKSON,7,327,Maths
