,year,Level,District_Code,District_Name,School_Name,Content,Grade,Mean_Scale_Score
5990,2018,SCHOOL,1010,COLORADO SPRINGS 11,MANN MIDDLE SCHOOL,maths,6,727
5991,2018,SCHOOL,1010,COLORADO SPRINGS 11,MANN MIDDLE SCHOOL,maths,7,723
5992,2018,SCHOOL,1010,COLORADO SPRINGS 11,MANN MIDDLE SCHOOL,maths,8,711
5995,2018,SCHOOL,1010,COLORADO SPRINGS 11,MARTINEZ ELEMENTARY SCHOOL,english,3,750
5996,2018,SCHOOL,1010,COLORADO SPRINGS 11,MARTINEZ ELEMENTARY SCHOOL,english,4,745
5997,2018,SCHOOL,1010,COLORADO SPRINGS 11,MARTINEZ ELEMENTARY SCHOOL,english,5,741
5999,2018,SCHOOL,1010,COLORADO SPRINGS 11,MARTINEZ ELEMENTARY SCHOOL,maths,3,748
6000,2018,SCHOOL,1010,COLORADO SPRINGS 11,MARTINEZ ELEMENTARY SCHOOL,maths,4,733
6001,2018,SCHOOL,1010,COLORADO SPRINGS 11,MARTINEZ ELEMENTARY SCHOOL,maths,5,728
6003,2018,SCHOOL,1010,COLORADO SPRINGS 11,MCAULIFFE ELEMENTARY,english,3,719
6004,2018,SCHOOL,1010,COLORADO SPRINGS 11,MCAULIFFE ELEMENTARY,english,4,733
6005,2018,SCHOOL,1010,COLORADO SPRINGS 11,MCAULIFFE ELEMENTARY,english,5,739
6007,2018,SCHOOL,1010,COLORADO SPRINGS 11,MCAULIFFE ELEMENTARY,maths,3,733
6008,2018,SCHOOL,1010,COLORADO SPRINGS 11,MCAULIFFE ELEMENTARY,maths,4,736
6009,2018,SCHOOL,1010,COLORADO SPRINGS 11,MCAULIFFE ELEMENTARY,maths,5,733
6011,2018,SCHOOL,1010,COLORADO SPRINGS 11,MIDLAND ELEMENTARY SCHOOL,english,3,724
6012,2018,SCHOOL,1010,COLORADO SPRINGS 11,MIDLAND ELEMENTARY SCHOOL,english,4,736
6013,2018,SCHOOL,1010,COLORADO SPRINGS 11,MIDLAND ELEMENTARY SCHOOL,english,5,731
6015,2018,SCHOOL,1010,COLORADO SPRINGS 11,MIDLAND ELEMENTARY SCHOOL,maths,3,723
6016,2018,SCHOOL,1010,COLORADO SPRINGS 11,MIDLAND ELEMENTARY SCHOOL,maths,4,730
6017,2018,SCHOOL,1010,COLORADO SPRINGS 11,MIDLAND ELEMENTARY SCHOOL,maths,5,733
6019,2018,SCHOOL,1010,COLORADO SPRINGS 11,MONROE ELEMENTARY SCHOOL,english,3,716
6020,2018,SCHOOL,1010,COLORADO SPRINGS 11,MONROE ELEMENTARY SCHOOL,english,4,719
6021,2018,SCHOOL,1010,COLORADO SPRINGS 11,MONROE ELEMENTARY SCHOOL,english,5,732
6023,2018,SCHOOL,1010,COLORADO SPRINGS 11,MONROE ELEMENTARY SCHOOL,maths,3,723
6024,2018,SCHOOL,1010,COLORADO SPRINGS 11,MONROE ELEMENTARY SCHOOL,maths,4,710
6025,2018,SCHOOL,1010,COLORADO SPRINGS 11,MONROE ELEMENTARY SCHOOL,maths,5,727
6028,2018,SCHOOL,1010,COLORADO SPRINGS 11,NIKOLA TESLA EDUCATION OPPORTUNITY CENTER,english,8,714
6031,2018,SCHOOL,1010,COLORADO SPRINGS 11,NIKOLA TESLA EDUCATION OPPORTUNITY CENTER,maths,8,713
6033,2018,SCHOOL,1010,COLORADO SPRINGS 11,NORTH MIDDLE SCHOOL,english,6,738
6034,2018,SCHOOL,1010,COLORADO SPRINGS 11,NORTH MIDDLE SCHOOL,english,7,740
6035,2018,SCHOOL,1010,COLORADO SPRINGS 11,NORTH MIDDLE SCHOOL,english,8,749
6037,2018,SCHOOL,1010,COLORADO SPRINGS 11,NORTH MIDDLE SCHOOL,maths,6,720
6038,2018,SCHOOL,1010,COLORADO SPRINGS 11,NORTH MIDDLE SCHOOL,maths,7,721
6039,2018,SCHOOL,1010,COLORADO SPRINGS 11,NORTH MIDDLE SCHOOL,maths,8,715
6042,2018,SCHOOL,1010,COLORADO SPRINGS 11,PENROSE ELEMENTARY SCHOOL,english,3,723
6043,2018,SCHOOL,1010,COLORADO SPRINGS 11,PENROSE ELEMENTARY SCHOOL,english,4,734
6044,2018,SCHOOL,1010,COLORADO SPRINGS 11,PENROSE ELEMENTARY SCHOOL,english,5,741
6046,2018,SCHOOL,1010,COLORADO SPRINGS 11,PENROSE ELEMENTARY SCHOOL,maths,3,718
6047,2018,SCHOOL,1010,COLORADO SPRINGS 11,PENROSE ELEMENTARY SCHOOL,maths,4,728
6048,2018,SCHOOL,1010,COLORADO SPRINGS 11,PENROSE ELEMENTARY SCHOOL,maths,5,732
6050,2018,SCHOOL,1010,COLORADO SPRINGS 11,QUEEN PALMER ELEMENTARY SCHOOL,english,3,713
6051,2018,SCHOOL,1010,COLORADO SPRINGS 11,QUEEN PALMER ELEMENTARY SCHOOL,english,4,728
6052,2018,SCHOOL,1010,COLORADO SPRINGS 11,QUEEN PALMER ELEMENTARY SCHOOL,english,5,732
6054,2018,SCHOOL,1010,COLORADO SPRINGS 11,QUEEN PALMER ELEMENTARY SCHOOL,maths,3,732
6055,2018,SCHOOL,1010,COLORADO SPRINGS 11,QUEEN PALMER ELEMENTARY SCHOOL,maths,4,720
6056,2018,SCHOOL,1010,COLORADO SPRINGS 11,QUEEN PALMER ELEMENTARY SCHOOL,maths,5,717
6058,2018,SCHOOL,1010,COLORADO SPRINGS 11,ROGERS ELEMENTARY SCHOOL,english,3,725
6059,2018,SCHOOL,1010,COLORADO SPRINGS 11,ROGERS ELEMENTARY SCHOOL,english,4,734
6060,2018,SCHOOL,1010,COLORADO SPRINGS 11,ROGERS ELEMENTARY SCHOOL,english,5,726
6062,2018,SCHOOL,1010,COLORADO SPRINGS 11,ROGERS ELEMENTARY SCHOOL,maths,3,722
6063,2018,SCHOOL,1010,COLORADO SPRINGS 11,ROGERS ELEMENTARY SCHOOL,maths,4,724
6064,2018,SCHOOL,1010,COLORADO SPRINGS 11,ROGERS ELEMENTARY SCHOOL,maths,5,713
6066,2018,SCHOOL,1010,COLORADO SPRINGS 11,ROOSEVELT CHARTER ACADEMY,english,3,724
6067,2018,SCHOOL,1010,COLORADO SPRINGS 11,ROOSEVELT CHARTER ACADEMY,english,4,727
6068,2018,SCHOOL,1010,COLORADO SPRINGS 11,ROOSEVELT CHARTER ACADEMY,english,5,729
6070,2018,SCHOOL,1010,COLORADO SPRINGS 11,ROOSEVELT CHARTER ACADEMY,maths,3,731
6071,2018,SCHOOL,1010,COLORADO SPRINGS 11,ROOSEVELT CHARTER ACADEMY,maths,4,728
6072,2018,SCHOOL,1010,COLORADO SPRINGS 11,ROOSEVELT CHARTER ACADEMY,maths,5,729
6074,2018,SCHOOL,1010,COLORADO SPRINGS 11,RUDY ELEMENTARY SCHOOL,english,3,754
6075,2018,SCHOOL,1010,COLORADO SPRINGS 11,RUDY ELEMENTARY SCHOOL,english,4,752
6076,2018,SCHOOL,1010,COLORADO SPRINGS 11,RUDY ELEMENTARY SCHOOL,english,5,744
6078,2018,SCHOOL,1010,COLORADO SPRINGS 11,RUDY ELEMENTARY SCHOOL,maths,3,761
6079,2018,SCHOOL,1010,COLORADO SPRINGS 11,RUDY ELEMENTARY SCHOOL,maths,4,742
6080,2018,SCHOOL,1010,COLORADO SPRINGS 11,RUDY ELEMENTARY SCHOOL,maths,5,741
6082,2018,SCHOOL,1010,COLORADO SPRINGS 11,RUSSELL MIDDLE SCHOOL,english,6,738
6083,2018,SCHOOL,1010,COLORADO SPRINGS 11,RUSSELL MIDDLE SCHOOL,english,7,748
6084,2018,SCHOOL,1010,COLORADO SPRINGS 11,RUSSELL MIDDLE SCHOOL,english,8,741
6086,2018,SCHOOL,1010,COLORADO SPRINGS 11,RUSSELL MIDDLE SCHOOL,maths,6,727
6087,2018,SCHOOL,1010,COLORADO SPRINGS 11,RUSSELL MIDDLE SCHOOL,maths,7,727
6088,2018,SCHOOL,1010,COLORADO SPRINGS 11,RUSSELL MIDDLE SCHOOL,maths,8,717
6091,2018,SCHOOL,1010,COLORADO SPRINGS 11,SABIN MIDDLE SCHOOL,english,6,728
6092,2018,SCHOOL,1010,COLORADO SPRINGS 11,SABIN MIDDLE SCHOOL,english,7,728
6093,2018,SCHOOL,1010,COLORADO SPRINGS 11,SABIN MIDDLE SCHOOL,english,8,727
6095,2018,SCHOOL,1010,COLORADO SPRINGS 11,SABIN MIDDLE SCHOOL,maths,6,721
6096,2018,SCHOOL,1010,COLORADO SPRINGS 11,SABIN MIDDLE SCHOOL,maths,7,725
6097,2018,SCHOOL,1010,COLORADO SPRINGS 11,SABIN MIDDLE SCHOOL,maths,8,705
6100,2018,SCHOOL,1010,COLORADO SPRINGS 11,SCOTT ELEMENTARY SCHOOL,english,3,733
6101,2018,SCHOOL,1010,COLORADO SPRINGS 11,SCOTT ELEMENTARY SCHOOL,english,4,752
6102,2018,SCHOOL,1010,COLORADO SPRINGS 11,SCOTT ELEMENTARY SCHOOL,english,5,765
6104,2018,SCHOOL,1010,COLORADO SPRINGS 11,SCOTT ELEMENTARY SCHOOL,maths,3,742
6105,2018,SCHOOL,1010,COLORADO SPRINGS 11,SCOTT ELEMENTARY SCHOOL,maths,4,747
6106,2018,SCHOOL,1010,COLORADO SPRINGS 11,SCOTT ELEMENTARY SCHOOL,maths,5,756
6108,2018,SCHOOL,1010,COLORADO SPRINGS 11,STEELE ELEMENTARY SCHOOL,english,3,742
6109,2018,SCHOOL,1010,COLORADO SPRINGS 11,STEELE ELEMENTARY SCHOOL,english,4,754
6110,2018,SCHOOL,1010,COLORADO SPRINGS 11,STEELE ELEMENTARY SCHOOL,english,5,754
6112,2018,SCHOOL,1010,COLORADO SPRINGS 11,STEELE ELEMENTARY SCHOOL,maths,3,739
6113,2018,SCHOOL,1010,COLORADO SPRINGS 11,STEELE ELEMENTARY SCHOOL,maths,4,749
6114,2018,SCHOOL,1010,COLORADO SPRINGS 11,STEELE ELEMENTARY SCHOOL,maths,5,756
6116,2018,SCHOOL,1010,COLORADO SPRINGS 11,STRATTON ELEMENTARY SCHOOL,english,3,744
6117,2018,SCHOOL,1010,COLORADO SPRINGS 11,STRATTON ELEMENTARY SCHOOL,english,4,760
6118,2018,SCHOOL,1010,COLORADO SPRINGS 11,STRATTON ELEMENTARY SCHOOL,english,5,756
6120,2018,SCHOOL,1010,COLORADO SPRINGS 11,STRATTON ELEMENTARY SCHOOL,maths,3,752
6121,2018,SCHOOL,1010,COLORADO SPRINGS 11,STRATTON ELEMENTARY SCHOOL,maths,4,751
6122,2018,SCHOOL,1010,COLORADO SPRINGS 11,STRATTON ELEMENTARY SCHOOL,maths,5,743
6124,2018,SCHOOL,1010,COLORADO SPRINGS 11,TAYLOR ELEMENTARY SCHOOL,english,3,756
6125,2018,SCHOOL,1010,COLORADO SPRINGS 11,TAYLOR ELEMENTARY SCHOOL,english,4,752
6126,2018,SCHOOL,1010,COLORADO SPRINGS 11,TAYLOR ELEMENTARY SCHOOL,english,5,761
6128,2018,SCHOOL,1010,COLORADO SPRINGS 11,TAYLOR ELEMENTARY SCHOOL,maths,3,737
6129,2018,SCHOOL,1010,COLORADO SPRINGS 11,TAYLOR ELEMENTARY SCHOOL,maths,4,739
6130,2018,SCHOOL,1010,COLORADO SPRINGS 11,TAYLOR ELEMENTARY SCHOOL,maths,5,757
6132,2018,SCHOOL,1010,COLORADO SPRINGS 11,TRAILBLAZER ELEMENTARY SCHOOL,english,3,740
6133,2018,SCHOOL,1010,COLORADO SPRINGS 11,TRAILBLAZER ELEMENTARY SCHOOL,english,4,745
6134,2018,SCHOOL,1010,COLORADO SPRINGS 11,TRAILBLAZER ELEMENTARY SCHOOL,english,5,735
6136,2018,SCHOOL,1010,COLORADO SPRINGS 11,TRAILBLAZER ELEMENTARY SCHOOL,maths,3,742
6137,2018,SCHOOL,1010,COLORADO SPRINGS 11,TRAILBLAZER ELEMENTARY SCHOOL,maths,4,733
6138,2018,SCHOOL,1010,COLORADO SPRINGS 11,TRAILBLAZER ELEMENTARY SCHOOL,maths,5,732
6140,2018,SCHOOL,1010,COLORADO SPRINGS 11,TWAIN ELEMENTARY SCHOOL,english,3,728
6141,2018,SCHOOL,1010,COLORADO SPRINGS 11,TWAIN ELEMENTARY SCHOOL,english,4,736
6142,2018,SCHOOL,1010,COLORADO SPRINGS 11,TWAIN ELEMENTARY SCHOOL,english,5,732
6144,2018,SCHOOL,1010,COLORADO SPRINGS 11,TWAIN ELEMENTARY SCHOOL,maths,3,740
6145,2018,SCHOOL,1010,COLORADO SPRINGS 11,TWAIN ELEMENTARY SCHOOL,maths,4,724
6146,2018,SCHOOL,1010,COLORADO SPRINGS 11,TWAIN ELEMENTARY SCHOOL,maths,5,731
6148,2018,SCHOOL,1010,COLORADO SPRINGS 11,WEST ELEMENTARY SCHOOL,english,3,718
6149,2018,SCHOOL,1010,COLORADO SPRINGS 11,WEST ELEMENTARY SCHOOL,english,4,734
6150,2018,SCHOOL,1010,COLORADO SPRINGS 11,WEST ELEMENTARY SCHOOL,english,5,738
6152,2018,SCHOOL,1010,COLORADO SPRINGS 11,WEST ELEMENTARY SCHOOL,maths,3,723
6153,2018,SCHOOL,1010,COLORADO SPRINGS 11,WEST ELEMENTARY SCHOOL,maths,4,721
6154,2018,SCHOOL,1010,COLORADO SPRINGS 11,WEST ELEMENTARY SCHOOL,maths,5,718
6156,2018,SCHOOL,1010,COLORADO SPRINGS 11,WEST MIDDLE SCHOOL,english,6,748
6157,2018,SCHOOL,1010,COLORADO SPRINGS 11,WEST MIDDLE SCHOOL,english,7,742
6158,2018,SCHOOL,1010,COLORADO SPRINGS 11,WEST MIDDLE SCHOOL,english,8,751
6160,2018,SCHOOL,1010,COLORADO SPRINGS 11,WEST MIDDLE SCHOOL,maths,6,736
6161,2018,SCHOOL,1010,COLORADO SPRINGS 11,WEST MIDDLE SCHOOL,maths,7,731
6162,2018,SCHOOL,1010,COLORADO SPRINGS 11,WEST MIDDLE SCHOOL,maths,8,731
6165,2018,SCHOOL,1010,COLORADO SPRINGS 11,WILSON ELEMENTARY SCHOOL,english,3,730
6166,2018,SCHOOL,1010,COLORADO SPRINGS 11,WILSON ELEMENTARY SCHOOL,english,4,722
6167,2018,SCHOOL,1010,COLORADO SPRINGS 11,WILSON ELEMENTARY SCHOOL,english,5,722
6169,2018,SCHOOL,1010,COLORADO SPRINGS 11,WILSON ELEMENTARY SCHOOL,maths,3,737
6170,2018,SCHOOL,1010,COLORADO SPRINGS 11,WILSON ELEMENTARY SCHOOL,maths,4,714
6171,2018,SCHOOL,1010,COLORADO SPRINGS 11,WILSON ELEMENTARY SCHOOL,maths,5,724
6181,2018,SCHOOL,1160,COTOPAXI RE-3,COTOPAXI JUNIOR-SENIOR HIGH SCHOOL,english,6,749
6183,2018,SCHOOL,1160,COTOPAXI RE-3,COTOPAXI JUNIOR-SENIOR HIGH SCHOOL,english,8,762
6185,2018,SCHOOL,1160,COTOPAXI RE-3,COTOPAXI JUNIOR-SENIOR HIGH SCHOOL,maths,6,722
6187,2018,SCHOOL,1160,COTOPAXI RE-3,COTOPAXI JUNIOR-SENIOR HIGH SCHOOL,maths,8,746
6203,2018,SCHOOL,3010,CRIPPLE CREEK-VICTOR RE-1,CRESSON ELEMENTARY SCHOOL,english,3,728
6204,2018,SCHOOL,3010,CRIPPLE CREEK-VICTOR RE-1,CRESSON ELEMENTARY SCHOOL,english,4,744
6205,2018,SCHOOL,3010,CRIPPLE CREEK-VICTOR RE-1,CRESSON ELEMENTARY SCHOOL,english,5,742
6207,2018,SCHOOL,3010,CRIPPLE CREEK-VICTOR RE-1,CRESSON ELEMENTARY SCHOOL,maths,3,726
6209,2018,SCHOOL,3010,CRIPPLE CREEK-VICTOR RE-1,CRESSON ELEMENTARY SCHOOL,maths,5,724
6211,2018,SCHOOL,3010,CRIPPLE CREEK-VICTOR RE-1,CRIPPLE CREEK-VICTOR JUNIOR-SENIOR HIGH SCHOOL,english,6,725
6212,2018,SCHOOL,3010,CRIPPLE CREEK-VICTOR RE-1,CRIPPLE CREEK-VICTOR JUNIOR-SENIOR HIGH SCHOOL,english,7,730
6213,2018,SCHOOL,3010,CRIPPLE CREEK-VICTOR RE-1,CRIPPLE CREEK-VICTOR JUNIOR-SENIOR HIGH SCHOOL,english,8,721
6215,2018,SCHOOL,3010,CRIPPLE CREEK-VICTOR RE-1,CRIPPLE CREEK-VICTOR JUNIOR-SENIOR HIGH SCHOOL,maths,6,715
6216,2018,SCHOOL,3010,CRIPPLE CREEK-VICTOR RE-1,CRIPPLE CREEK-VICTOR JUNIOR-SENIOR HIGH SCHOOL,maths,7,725
6220,2018,SCHOOL,770,CROWLEY COUNTY RE-1-J,CROWLEY COUNTY ELEMENTARY K-6,english,3,744
6221,2018,SCHOOL,770,CROWLEY COUNTY RE-1-J,CROWLEY COUNTY ELEMENTARY K-6,english,4,737
6222,2018,SCHOOL,770,CROWLEY COUNTY RE-1-J,CROWLEY COUNTY ELEMENTARY K-6,english,5,738
6223,2018,SCHOOL,770,CROWLEY COUNTY RE-1-J,CROWLEY COUNTY ELEMENTARY K-6,english,6,747
6225,2018,SCHOOL,770,CROWLEY COUNTY RE-1-J,CROWLEY COUNTY ELEMENTARY K-6,maths,3,735
6226,2018,SCHOOL,770,CROWLEY COUNTY RE-1-J,CROWLEY COUNTY ELEMENTARY K-6,maths,4,750
6227,2018,SCHOOL,770,CROWLEY COUNTY RE-1-J,CROWLEY COUNTY ELEMENTARY K-6,maths,5,726
6228,2018,SCHOOL,770,CROWLEY COUNTY RE-1-J,CROWLEY COUNTY ELEMENTARY K-6,maths,6,723
6230,2018,SCHOOL,770,CROWLEY COUNTY RE-1-J,CROWLEY COUNTY JUNIOR AND SENIOR HIGH SCHOOL,english,7,742
6231,2018,SCHOOL,770,CROWLEY COUNTY RE-1-J,CROWLEY COUNTY JUNIOR AND SENIOR HIGH SCHOOL,english,8,722
6233,2018,SCHOOL,770,CROWLEY COUNTY RE-1-J,CROWLEY COUNTY JUNIOR AND SENIOR HIGH SCHOOL,maths,7,726
6234,2018,SCHOOL,770,CROWLEY COUNTY RE-1-J,CROWLEY COUNTY JUNIOR AND SENIOR HIGH SCHOOL,maths,8,724
6236,2018,SCHOOL,860,CUSTER COUNTY SCHOOL DISTRICT C-1,CUSTER COUNTY ELEMENTARY SCHOOL,english,3,740
6237,2018,SCHOOL,860,CUSTER COUNTY SCHOOL DISTRICT C-1,CUSTER COUNTY ELEMENTARY SCHOOL,english,4,758
6238,2018,SCHOOL,860,CUSTER COUNTY SCHOOL DISTRICT C-1,CUSTER COUNTY ELEMENTARY SCHOOL,english,5,733
6240,2018,SCHOOL,860,CUSTER COUNTY SCHOOL DISTRICT C-1,CUSTER COUNTY ELEMENTARY SCHOOL,maths,3,746
6241,2018,SCHOOL,860,CUSTER COUNTY SCHOOL DISTRICT C-1,CUSTER COUNTY ELEMENTARY SCHOOL,maths,4,747
6242,2018,SCHOOL,860,CUSTER COUNTY SCHOOL DISTRICT C-1,CUSTER COUNTY ELEMENTARY SCHOOL,maths,5,726
6244,2018,SCHOOL,860,CUSTER COUNTY SCHOOL DISTRICT C-1,CUSTER MIDDLE SCHOOL,english,6,738
6245,2018,SCHOOL,860,CUSTER COUNTY SCHOOL DISTRICT C-1,CUSTER MIDDLE SCHOOL,english,7,758
6246,2018,SCHOOL,860,CUSTER COUNTY SCHOOL DISTRICT C-1,CUSTER MIDDLE SCHOOL,english,8,734
6248,2018,SCHOOL,860,CUSTER COUNTY SCHOOL DISTRICT C-1,CUSTER MIDDLE SCHOOL,maths,6,725
6249,2018,SCHOOL,860,CUSTER COUNTY SCHOOL DISTRICT C-1,CUSTER MIDDLE SCHOOL,maths,7,738
6250,2018,SCHOOL,860,CUSTER COUNTY SCHOOL DISTRICT C-1,CUSTER MIDDLE SCHOOL,maths,8,732
6256,2018,SCHOOL,1980,DE BEQUE 49JT,DE BEQUE PK-12 SCHOOL DISTRICT 49JT,english,7,736
6263,2018,SCHOOL,1980,DE BEQUE 49JT,DE BEQUE PK-12 SCHOOL DISTRICT 49JT,maths,7,733
6282,2018,SCHOOL,2730,DEL NORTE C-7,DEL NORTE SCHOOLS K-8,english,3,729
6283,2018,SCHOOL,2730,DEL NORTE C-7,DEL NORTE SCHOOLS K-8,english,4,732
6284,2018,SCHOOL,2730,DEL NORTE C-7,DEL NORTE SCHOOLS K-8,english,5,726
6285,2018,SCHOOL,2730,DEL NORTE C-7,DEL NORTE SCHOOLS K-8,english,6,736
6286,2018,SCHOOL,2730,DEL NORTE C-7,DEL NORTE SCHOOLS K-8,english,7,736
6287,2018,SCHOOL,2730,DEL NORTE C-7,DEL NORTE SCHOOLS K-8,english,8,723
6289,2018,SCHOOL,2730,DEL NORTE C-7,DEL NORTE SCHOOLS K-8,maths,3,727
6290,2018,SCHOOL,2730,DEL NORTE C-7,DEL NORTE SCHOOLS K-8,maths,4,721
6291,2018,SCHOOL,2730,DEL NORTE C-7,DEL NORTE SCHOOLS K-8,maths,5,711
6292,2018,SCHOOL,2730,DEL NORTE C-7,DEL NORTE SCHOOLS K-8,maths,6,726
6293,2018,SCHOOL,2730,DEL NORTE C-7,DEL NORTE SCHOOLS K-8,maths,7,736
6294,2018,SCHOOL,2730,DEL NORTE C-7,DEL NORTE SCHOOLS K-8,maths,8,723
6305,2018,SCHOOL,870,DELTA COUNTY 50(J),CEDAREDGE ELEMENTARY SCHOOL,english,3,740
6306,2018,SCHOOL,870,DELTA COUNTY 50(J),CEDAREDGE ELEMENTARY SCHOOL,english,4,740
6307,2018,SCHOOL,870,DELTA COUNTY 50(J),CEDAREDGE ELEMENTARY SCHOOL,english,5,746
6309,2018,SCHOOL,870,DELTA COUNTY 50(J),CEDAREDGE ELEMENTARY SCHOOL,maths,3,734
6310,2018,SCHOOL,870,DELTA COUNTY 50(J),CEDAREDGE ELEMENTARY SCHOOL,maths,4,720
6311,2018,SCHOOL,870,DELTA COUNTY 50(J),CEDAREDGE ELEMENTARY SCHOOL,maths,5,719
6313,2018,SCHOOL,870,DELTA COUNTY 50(J),CEDAREDGE MIDDLE SCHOOL,english,6,745
6314,2018,SCHOOL,870,DELTA COUNTY 50(J),CEDAREDGE MIDDLE SCHOOL,english,7,747
6315,2018,SCHOOL,870,DELTA COUNTY 50(J),CEDAREDGE MIDDLE SCHOOL,english,8,748
6317,2018,SCHOOL,870,DELTA COUNTY 50(J),CEDAREDGE MIDDLE SCHOOL,maths,6,735
6318,2018,SCHOOL,870,DELTA COUNTY 50(J),CEDAREDGE MIDDLE SCHOOL,maths,7,738
6319,2018,SCHOOL,870,DELTA COUNTY 50(J),CEDAREDGE MIDDLE SCHOOL,maths,8,741
6329,2018,SCHOOL,870,DELTA COUNTY 50(J),DELTA MIDDLE SCHOOL,english,6,743
6330,2018,SCHOOL,870,DELTA COUNTY 50(J),DELTA MIDDLE SCHOOL,english,7,737
6331,2018,SCHOOL,870,DELTA COUNTY 50(J),DELTA MIDDLE SCHOOL,english,8,738
6333,2018,SCHOOL,870,DELTA COUNTY 50(J),DELTA MIDDLE SCHOOL,maths,6,729
6334,2018,SCHOOL,870,DELTA COUNTY 50(J),DELTA MIDDLE SCHOOL,maths,7,728
6335,2018,SCHOOL,870,DELTA COUNTY 50(J),DELTA MIDDLE SCHOOL,maths,8,730
6337,2018,SCHOOL,870,DELTA COUNTY 50(J),GARNET MESA ELEMENTARY SCHOOL,english,3,741
6338,2018,SCHOOL,870,DELTA COUNTY 50(J),GARNET MESA ELEMENTARY SCHOOL,english,4,740
6339,2018,SCHOOL,870,DELTA COUNTY 50(J),GARNET MESA ELEMENTARY SCHOOL,english,5,757
6341,2018,SCHOOL,870,DELTA COUNTY 50(J),GARNET MESA ELEMENTARY SCHOOL,maths,3,741
6342,2018,SCHOOL,870,DELTA COUNTY 50(J),GARNET MESA ELEMENTARY SCHOOL,maths,4,722
6343,2018,SCHOOL,870,DELTA COUNTY 50(J),GARNET MESA ELEMENTARY SCHOOL,maths,5,737
6345,2018,SCHOOL,870,DELTA COUNTY 50(J),HOTCHKISS ELEMENTARY SCHOOL,english,3,741
6346,2018,SCHOOL,870,DELTA COUNTY 50(J),HOTCHKISS ELEMENTARY SCHOOL,english,4,740
6347,2018,SCHOOL,870,DELTA COUNTY 50(J),HOTCHKISS ELEMENTARY SCHOOL,english,5,749
6348,2018,SCHOOL,870,DELTA COUNTY 50(J),HOTCHKISS ELEMENTARY SCHOOL,english,6,740
6349,2018,SCHOOL,870,DELTA COUNTY 50(J),HOTCHKISS ELEMENTARY SCHOOL,english,7,743
6350,2018,SCHOOL,870,DELTA COUNTY 50(J),HOTCHKISS ELEMENTARY SCHOOL,english,8,741
6352,2018,SCHOOL,870,DELTA COUNTY 50(J),HOTCHKISS ELEMENTARY SCHOOL,maths,3,730
6353,2018,SCHOOL,870,DELTA COUNTY 50(J),HOTCHKISS ELEMENTARY SCHOOL,maths,4,719
6354,2018,SCHOOL,870,DELTA COUNTY 50(J),HOTCHKISS ELEMENTARY SCHOOL,maths,5,747
6355,2018,SCHOOL,870,DELTA COUNTY 50(J),HOTCHKISS ELEMENTARY SCHOOL,maths,6,736
6356,2018,SCHOOL,870,DELTA COUNTY 50(J),HOTCHKISS ELEMENTARY SCHOOL,maths,7,730
6357,2018,SCHOOL,870,DELTA COUNTY 50(J),HOTCHKISS ELEMENTARY SCHOOL,maths,8,742
6359,2018,SCHOOL,870,DELTA COUNTY 50(J),LINCOLN ELEMENTARY SCHOOL,english,3,731
6360,2018,SCHOOL,870,DELTA COUNTY 50(J),LINCOLN ELEMENTARY SCHOOL,english,4,744
6361,2018,SCHOOL,870,DELTA COUNTY 50(J),LINCOLN ELEMENTARY SCHOOL,english,5,747
6363,2018,SCHOOL,870,DELTA COUNTY 50(J),LINCOLN ELEMENTARY SCHOOL,maths,3,734
6364,2018,SCHOOL,870,DELTA COUNTY 50(J),LINCOLN ELEMENTARY SCHOOL,maths,4,727
6365,2018,SCHOOL,870,DELTA COUNTY 50(J),LINCOLN ELEMENTARY SCHOOL,maths,5,736
6369,2018,SCHOOL,870,DELTA COUNTY 50(J),NORTH FORK MONTESSORI @ CRAWFORD,english,5,758
6370,2018,SCHOOL,870,DELTA COUNTY 50(J),NORTH FORK MONTESSORI @ CRAWFORD,english,6,746
6374,2018,SCHOOL,870,DELTA COUNTY 50(J),NORTH FORK MONTESSORI @ CRAWFORD,maths,5,727
6375,2018,SCHOOL,870,DELTA COUNTY 50(J),NORTH FORK MONTESSORI @ CRAWFORD,maths,6,741
6387,2018,SCHOOL,870,DELTA COUNTY 50(J),PAONIA ELEMENTARY SCHOOL,english,3,752
6388,2018,SCHOOL,870,DELTA COUNTY 50(J),PAONIA ELEMENTARY SCHOOL,english,4,770
6389,2018,SCHOOL,870,DELTA COUNTY 50(J),PAONIA ELEMENTARY SCHOOL,english,5,763
6390,2018,SCHOOL,870,DELTA COUNTY 50(J),PAONIA ELEMENTARY SCHOOL,english,6,769
6392,2018,SCHOOL,870,DELTA COUNTY 50(J),PAONIA ELEMENTARY SCHOOL,maths,3,760
6393,2018,SCHOOL,870,DELTA COUNTY 50(J),PAONIA ELEMENTARY SCHOOL,maths,4,747
6394,2018,SCHOOL,870,DELTA COUNTY 50(J),PAONIA ELEMENTARY SCHOOL,maths,5,756
6395,2018,SCHOOL,870,DELTA COUNTY 50(J),PAONIA ELEMENTARY SCHOOL,maths,6,744
6397,2018,SCHOOL,870,DELTA COUNTY 50(J),PAONIA HIGH SCHOOL,english,7,760
6398,2018,SCHOOL,870,DELTA COUNTY 50(J),PAONIA HIGH SCHOOL,english,8,760
