District,District Code,School,School Code,Grade,Subject,Total Number of Students,Total Number Tested,Smarter Balanced Participation Rate,Total Number with Scored Tests,Count,%,Count,%,Count,%,Count,%,Count,%,Average VSS
New Fairfield School District,0910011,New Fairfield Middle School,0915211,6,ELA,172,172,100,172,*,*,45,26.2,64,37.2,*,*,*,*,2541
New Fairfield School District,0910011,New Fairfield Middle School,0915211,6,Math,172,172,100,172,27,15.7,46,26.7,46,26.7,53,30.8,99,57.6,2561
New Fairfield School District,0910011,New Fairfield Middle School,0915211,7,ELA,154,153,99.4,153,12,7.8,34,22.2,65,42.5,42,27.5,107,69.9,2593
New Fairfield School District,0910011,New Fairfield Middle School,0915211,7,Math,154,153,99.4,153,24,15.7,38,24.8,46,30.1,45,29.4,91,59.5,2578
New Fairfield School District,0910011,New Fairfield Middle School,0915211,8,ELA,187,186,99.5,186,*,*,*,*,72,38.7,70,37.6,142,76.3,2631
New Fairfield School District,0910011,New Fairfield Middle School,0915211,8,Math,187,185,98.9,185,28,15.1,33,17.8,46,24.9,78,42.2,124,67,2624
New Hartford School District,0920011,Ann Antolini School,0920311,3,ELA,59,59,100,59,14,23.7,12,20.3,11,18.6,22,37.3,33,55.9,2437
New Hartford School District,0920011,Ann Antolini School,0920311,3,Math,59,59,100,58,14,24.1,16,27.6,17,29.3,11,19,28,48.3,2431
New Hartford School District,0920011,Ann Antolini School,0920311,4,ELA,68,68,100,68,15,22.1,12,17.6,19,27.9,22,32.4,41,60.3,2489
New Hartford School District,0920011,Ann Antolini School,0920311,4,Math,68,67,98.5,67,12,17.9,19,28.4,18,26.9,18,26.9,36,53.7,2488
New Hartford School District,0920011,Ann Antolini School,0920311,5,ELA,49,48,98,48,11,22.9,10,20.8,12,25,15,31.3,27,56.3,2527
New Hartford School District,0920011,Ann Antolini School,0920311,5,Math,49,48,98,48,6,12.5,14,29.2,16,33.3,12,25,28,58.3,2535
New Hartford School District,0920011,Ann Antolini School,0920311,6,ELA,78,76,97.4,76,9,11.8,28,36.8,28,36.8,11,14.5,39,51.3,2537
New Hartford School District,0920011,Ann Antolini School,0920311,6,Math,78,76,97.4,76,14,18.4,31,40.8,21,27.6,10,13.2,31,40.8,2532
New Haven School District,0930011,Augusta Lewis Troup School,0931511,3,ELA,52,50,96.2,50,35,70,*,*,7,14,*,*,*,*,2336
New Haven School District,0930011,Augusta Lewis Troup School,0931511,3,Math,52,50,96.2,50,43,86,*,*,*,*,0,0,*,*,2316
New Haven School District,0930011,Augusta Lewis Troup School,0931511,4,ELA,46,46,100,46,38,82.6,*,*,*,*,0,0,*,*,2360
New Haven School District,0930011,Augusta Lewis Troup School,0931511,4,Math,46,46,100,46,*,*,*,*,0,0,0,0,0,0,2350
New Haven School District,0930011,Augusta Lewis Troup School,0931511,5,ELA,46,46,100,46,29,63,7,15.2,*,*,*,*,10,21.7,2422
New Haven School District,0930011,Augusta Lewis Troup School,0931511,5,Math,46,46,100,46,39,84.8,*,*,*,*,0,0,*,*,2386
New Haven School District,0930011,Augusta Lewis Troup School,0931511,6,ELA,50,48,96,48,34,70.8,12,25,*,*,*,*,*,*,2416
New Haven School District,0930011,Augusta Lewis Troup School,0931511,6,Math,50,48,96,48,*,*,*,*,0,0,0,0,0,0,2341
New Haven School District,0930011,Augusta Lewis Troup School,0931511,7,ELA,51,49,96.1,49,35,71.4,6,12.2,8,16.3,0,0,8,16.3,2422
New Haven School District,0930011,Augusta Lewis Troup School,0931511,7,Math,51,49,96.1,49,43,87.8,*,*,0,0,*,*,*,*,2391
New Haven School District,0930011,Augusta Lewis Troup School,0931511,8,ELA,51,49,96.1,49,25,51,18,36.7,6,12.2,0,0,6,12.2,2475
New Haven School District,0930011,Augusta Lewis Troup School,0931511,8,Math,51,49,96.1,49,44,89.8,*,*,*,*,0,0,*,*,2422
New Haven School District,0930011,Barack H. Obama Magnet University School,0932811,3,ELA,47,47,100,47,34,72.3,9,19.1,*,*,*,*,*,*,2340
New Haven School District,0930011,Barack H. Obama Magnet University School,0932811,3,Math,47,47,100,47,38,80.9,*,*,*,*,0,0,*,*,2330
New Haven School District,0930011,Barack H. Obama Magnet University School,0932811,4,ELA,41,41,100,41,25,61,10,24.4,*,*,*,*,6,14.6,2392
New Haven School District,0930011,Barack H. Obama Magnet University School,0932811,4,Math,41,41,100,41,28,68.3,*,*,*,*,0,0,*,*,2379
New Haven School District,0930011,Barack H. Obama Self Contained Autism,0937611,3,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
New Haven School District,0930011,Barack H. Obama Self Contained Autism,0937611,3,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
New Haven School District,0930011,Barack H. Obama Self Contained Autism,0937611,4,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
New Haven School District,0930011,Barack H. Obama Self Contained Autism,0937611,4,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
New Haven School District,0930011,Barnard Environmental Magnet School,0930211,3,ELA,44,44,100,44,23,52.3,16,36.4,*,*,*,*,*,*,2360
New Haven School District,0930011,Barnard Environmental Magnet School,0930211,3,Math,44,44,100,44,26,59.1,*,*,*,*,0,0,*,*,2360
New Haven School District,0930011,Barnard Environmental Magnet School,0930211,4,ELA,36,36,100,36,25,69.4,7,19.4,*,*,*,*,*,*,2378
New Haven School District,0930011,Barnard Environmental Magnet School,0930211,4,Math,36,36,100,36,30,83.3,*,*,*,*,0,0,*,*,2354
New Haven School District,0930011,Barnard Environmental Magnet School,0930211,5,ELA,44,44,100,44,17,38.6,14,31.8,*,*,*,*,13,29.5,2455
New Haven School District,0930011,Barnard Environmental Magnet School,0930211,5,Math,44,44,100,44,37,84.1,*,*,*,*,0,0,*,*,2398
New Haven School District,0930011,Barnard Environmental Magnet School,0930211,6,ELA,39,39,100,39,15,38.5,15,38.5,*,*,*,*,9,23.1,2478
New Haven School District,0930011,Barnard Environmental Magnet School,0930211,6,Math,39,39,100,39,29,74.4,*,*,*,*,0,0,*,*,2408
New Haven School District,0930011,Barnard Environmental Magnet School,0930211,7,ELA,40,40,100,40,25,62.5,12,30,*,*,*,*,*,*,2430
New Haven School District,0930011,Barnard Environmental Magnet School,0930211,7,Math,40,40,100,40,37,92.5,*,*,*,*,*,*,*,*,2375
New Haven School District,0930011,Barnard Environmental Magnet School,0930211,8,ELA,57,57,100,57,24,42.1,20,35.1,*,*,*,*,13,22.8,2491
New Haven School District,0930011,Barnard Environmental Magnet School,0930211,8,Math,57,57,100,57,48,84.2,7,12.3,*,*,*,*,*,*,2435
New Haven School District,0930011,Beecher School,0930311,3,ELA,49,49,100,49,27,55.1,9,18.4,7,14.3,6,12.2,13,26.5,2378
New Haven School District,0930011,Beecher School,0930311,3,Math,49,49,100,49,23,46.9,14,28.6,*,*,*,*,12,24.5,2385
New Haven School District,0930011,Beecher School,0930311,4,ELA,48,48,100,48,25,52.1,*,*,10,20.8,*,*,*,*,2419
New Haven School District,0930011,Beecher School,0930311,4,Math,48,48,100,48,20,41.7,*,*,12,25,*,*,*,*,2440
New Haven School District,0930011,Beecher School,0930311,5,ELA,48,48,100,48,30,62.5,8,16.7,*,*,*,*,10,20.8,2436
New Haven School District,0930011,Beecher School,0930311,5,Math,48,48,100,48,30,62.5,7,14.6,*,*,*,*,11,22.9,2444
New Haven School District,0930011,Beecher School,0930311,6,ELA,46,46,100,46,15,32.6,19,41.3,*,*,*,*,12,26.1,2485
New Haven School District,0930011,Beecher School,0930311,6,Math,46,46,100,46,25,54.3,12,26.1,*,*,*,*,9,19.6,2456
New Haven School District,0930011,Beecher School,0930311,7,ELA,50,49,98,49,18,36.7,18,36.7,*,*,*,*,13,26.5,2504
New Haven School District,0930011,Beecher School,0930311,7,Math,50,48,96,48,31,64.6,*,*,*,*,0,0,*,*,2462
New Haven School District,0930011,Beecher School,0930311,8,ELA,54,52,96.3,52,*,*,23,44.2,14,26.9,*,*,*,*,2526
New Haven School District,0930011,Beecher School,0930311,8,Math,54,52,96.3,52,35,67.3,13,25,*,*,*,*,*,*,2470
New Haven School District,0930011,Benjamin Jepson Magnet School,0931811,3,ELA,51,51,100,51,32,62.7,10,19.6,*,*,*,*,9,17.6,2350
New Haven School District,0930011,Benjamin Jepson Magnet School,0931811,3,Math,51,51,100,51,35,68.6,8,15.7,*,*,*,*,8,15.7,2354
New Haven School District,0930011,Benjamin Jepson Magnet School,0931811,4,ELA,46,46,100,46,30,65.2,*,*,10,21.7,*,*,*,*,2403
New Haven School District,0930011,Benjamin Jepson Magnet School,0931811,4,Math,46,46,100,46,30,65.2,*,*,*,*,0,0,*,*,2384
New Haven School District,0930011,Benjamin Jepson Magnet School,0931811,5,ELA,44,44,100,44,21,47.7,10,22.7,*,*,*,*,13,29.5,2457
New Haven School District,0930011,Benjamin Jepson Magnet School,0931811,5,Math,44,44,100,44,26,59.1,9,20.5,9,20.5,0,0,9,20.5,2430
New Haven School District,0930011,Benjamin Jepson Magnet School,0931811,6,ELA,46,43,93.5,43,20,46.5,*,*,10,23.3,*,*,*,*,2478
New Haven School District,0930011,Benjamin Jepson Magnet School,0931811,6,Math,46,43,93.5,43,28,65.1,*,*,*,*,0,0,*,*,2422
New Haven School District,0930011,Benjamin Jepson Magnet School,0931811,7,ELA,51,51,100,51,21,41.2,15,29.4,*,*,*,*,15,29.4,2506
New Haven School District,0930011,Benjamin Jepson Magnet School,0931811,7,Math,51,50,98,50,29,58,11,22,*,*,*,*,10,20,2475
New Haven School District,0930011,Benjamin Jepson Magnet School,0931811,8,ELA,47,47,100,47,*,*,20,42.6,15,31.9,*,*,*,*,2545
New Haven School District,0930011,Benjamin Jepson Magnet School,0931811,8,Math,47,47,100,47,29,61.7,14,29.8,*,*,*,*,*,*,2463
New Haven School District,0930011,Betsy Ross Arts Magnet School,0935511,5,ELA,46,46,100,46,23,50,11,23.9,*,*,*,*,12,26.1,2447
New Haven School District,0930011,Betsy Ross Arts Magnet School,0935511,5,Math,46,46,100,46,32,69.6,9,19.6,*,*,*,*,*,*,2431
New Haven School District,0930011,Betsy Ross Arts Magnet School,0935511,6,ELA,90,85,94.4,85,32,37.6,25,29.4,18,21.2,10,11.8,28,32.9,2492
New Haven School District,0930011,Betsy Ross Arts Magnet School,0935511,6,Math,90,80,88.9,79,44,55.7,20,25.3,*,*,*,*,15,19,2453
New Haven School District,0930011,Betsy Ross Arts Magnet School,0935511,7,ELA,104,103,99,103,33,32,34,33,*,*,*,*,36,35,2517
New Haven School District,0930011,Betsy Ross Arts Magnet School,0935511,7,Math,104,102,98.1,101,59,58.4,30,29.7,*,*,*,*,12,11.9,2466
New Haven School District,0930011,Betsy Ross Arts Magnet School,0935511,8,ELA,103,97,94.2,97,40,41.2,31,32,*,*,*,*,26,26.8,2514
New Haven School District,0930011,Betsy Ross Arts Magnet School,0935511,8,Math,103,91,88.3,91,66,72.5,16,17.6,9,9.9,0,0,9,9.9,2448
New Haven School District,0930011,Bishop Woods Architecture and Design Magnet School,0934311,3,ELA,49,49,100,49,29,59.2,14,28.6,*,*,*,*,6,12.2,2357
New Haven School District,0930011,Bishop Woods Architecture and Design Magnet School,0934311,3,Math,49,49,100,49,36,73.5,*,*,*,*,0,0,*,*,2346
New Haven School District,0930011,Bishop Woods Architecture and Design Magnet School,0934311,4,ELA,47,45,95.7,45,24,53.3,11,24.4,*,*,*,*,10,22.2,2417
New Haven School District,0930011,Bishop Woods Architecture and Design Magnet School,0934311,4,Math,47,45,95.7,45,25,55.6,*,*,*,*,0,0,*,*,2403
New Haven School District,0930011,Bishop Woods Architecture and Design Magnet School,0934311,5,ELA,48,48,100,48,25,52.1,12,25,*,*,*,*,11,22.9,2434
New Haven School District,0930011,Bishop Woods Architecture and Design Magnet School,0934311,5,Math,48,47,97.9,47,32,68.1,15,31.9,0,0,0,0,0,0,2409
New Haven School District,0930011,Bishop Woods Architecture and Design Magnet School,0934311,6,ELA,51,51,100,51,20,39.2,22,43.1,*,*,*,*,9,17.6,2469
New Haven School District,0930011,Bishop Woods Architecture and Design Magnet School,0934311,6,Math,51,51,100,51,34,66.7,*,*,*,*,0,0,*,*,2417
New Haven School District,0930011,Bishop Woods Architecture and Design Magnet School,0934311,7,ELA,48,46,95.8,46,22,47.8,16,34.8,8,17.4,0,0,8,17.4,2475
New Haven School District,0930011,Bishop Woods Architecture and Design Magnet School,0934311,7,Math,48,47,97.9,47,34,72.3,*,*,*,*,0,0,*,*,2430
New Haven School District,0930011,Bishop Woods Architecture and Design Magnet School,0934311,8,ELA,49,47,95.9,46,21,45.7,17,37,*,*,*,*,8,17.4,2489
New Haven School District,0930011,Bishop Woods Architecture and Design Magnet School,0934311,8,Math,49,47,95.9,46,36,78.3,7,15.2,*,*,*,*,*,*,2437
New Haven School District,0930011,Bishop Woods Self Contained Autism,0937911,5,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
New Haven School District,0930011,Bishop Woods Self Contained Autism,0937911,5,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
New Haven School District,0930011,Brennan Rogers School,0932111,3,ELA,29,28,96.6,28,21,75,*,*,*,*,*,*,*,*,2319
New Haven School District,0930011,Brennan Rogers School,0932111,3,Math,29,26,89.7,26,*,*,*,*,0,0,0,0,0,0,2296
New Haven School District,0930011,Brennan Rogers School,0932111,4,ELA,40,39,97.5,39,32,82.1,*,*,*,*,0,0,*,*,2355
New Haven School District,0930011,Brennan Rogers School,0932111,4,Math,40,37,92.5,37,31,83.8,6,16.2,0,0,0,0,0,0,2351
New Haven School District,0930011,Brennan Rogers School,0932111,5,ELA,49,49,100,49,38,77.6,*,*,*,*,*,*,*,*,2394
New Haven School District,0930011,Brennan Rogers School,0932111,5,Math,49,44,89.8,44,*,*,*,*,0,0,0,0,0,0,2371
New Haven School District,0930011,Brennan Rogers School,0932111,6,ELA,29,29,100,29,17,58.6,*,*,*,*,0,0,*,*,2442
New Haven School District,0930011,Brennan Rogers School,0932111,6,Math,29,29,100,29,24,82.8,*,*,*,*,0,0,*,*,2404
New Haven School District,0930011,Brennan Rogers School,0932111,7,ELA,35,34,97.1,34,18,52.9,10,29.4,*,*,*,*,6,17.6,2469
New Haven School District,0930011,Brennan Rogers School,0932111,7,Math,36,33,91.7,33,*,*,*,*,0,0,0,0,0,0,2403
New Haven School District,0930011,Brennan Rogers School,0932111,8,ELA,51,48,94.1,48,25,52.1,15,31.3,*,*,*,*,8,16.7,2486
New Haven School District,0930011,Brennan Rogers School,0932111,8,Math,51,45,88.2,45,40,88.9,*,*,*,*,0,0,*,*,2391
New Haven School District,0930011,Brennan Rogers Self Contained Autism,0937211,7,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
New Haven School District,0930011,Brennan Rogers Self Contained Autism,0937211,7,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
New Haven School District,0930011,"Celentano BioTech, Health and Medical Magnet School",0934811,3,ELA,30,30,100,30,15,50,6,20,*,*,*,*,9,30,2376
New Haven School District,0930011,"Celentano BioTech, Health and Medical Magnet School",0934811,3,Math,30,30,100,30,14,46.7,*,*,7,23.3,*,*,*,*,2394
New Haven School District,0930011,"Celentano BioTech, Health and Medical Magnet School",0934811,4,ELA,39,39,100,39,17,43.6,10,25.6,*,*,*,*,12,30.8,2422
New Haven School District,0930011,"Celentano BioTech, Health and Medical Magnet School",0934811,4,Math,39,38,97.4,38,20,52.6,8,21.1,*,*,*,*,10,26.3,2414
New Haven School District,0930011,"Celentano BioTech, Health and Medical Magnet School",0934811,5,ELA,34,34,100,34,16,47.1,11,32.4,*,*,*,*,7,20.6,2453
New Haven School District,0930011,"Celentano BioTech, Health and Medical Magnet School",0934811,5,Math,35,35,100,35,19,54.3,12,34.3,*,*,*,*,*,*,2439
New Haven School District,0930011,"Celentano BioTech, Health and Medical Magnet School",0934811,6,ELA,36,36,100,36,23,63.9,10,27.8,*,*,*,*,*,*,2439
New Haven School District,0930011,"Celentano BioTech, Health and Medical Magnet School",0934811,6,Math,36,36,100,36,34,94.4,*,*,*,*,0,0,*,*,2373
New Haven School District,0930011,"Celentano BioTech, Health and Medical Magnet School",0934811,7,ELA,36,36,100,36,21,58.3,8,22.2,7,19.4,0,0,7,19.4,2451
New Haven School District,0930011,"Celentano BioTech, Health and Medical Magnet School",0934811,7,Math,36,33,91.7,33,*,*,*,*,0,0,0,0,0,0,2399
New Haven School District,0930011,"Celentano BioTech, Health and Medical Magnet School",0934811,8,ELA,37,37,100,37,20,54.1,*,*,8,21.6,*,*,*,*,2484
New Haven School District,0930011,"Celentano BioTech, Health and Medical Magnet School",0934811,8,Math,37,36,97.3,36,25,69.4,*,*,*,*,0,0,*,*,2432
New Haven School District,0930011,Celentano Self Contained ID,0937411,8,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
New Haven School District,0930011,Celentano Self Contained ID,0937411,8,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
New Haven School District,0930011,Clemente SC,0930610,3,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
New Haven School District,0930011,Clemente SC,0930610,3,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
New Haven School District,0930011,Clinton Avenue School,0930611,3,ELA,55,54,98.2,54,36,66.7,11,20.4,*,*,*,*,7,13,2332
New Haven School District,0930011,Clinton Avenue School,0930611,3,Math,55,54,98.2,54,39,72.2,*,*,*,*,0,0,*,*,2348
New Haven School District,0930011,Clinton Avenue School,0930611,4,ELA,55,54,98.2,54,40,74.1,9,16.7,*,*,*,*,*,*,2362
New Haven School District,0930011,Clinton Avenue School,0930611,4,Math,55,54,98.2,54,34,63,16,29.6,*,*,*,*,*,*,2389
New Haven School District,0930011,Clinton Avenue School,0930611,5,ELA,49,49,100,49,32,65.3,11,22.4,*,*,*,*,6,12.2,2412
New Haven School District,0930011,Clinton Avenue School,0930611,5,Math,49,49,100,49,39,79.6,7,14.3,*,*,*,*,*,*,2404
New Haven School District,0930011,Clinton Avenue School,0930611,6,ELA,46,46,100,46,15,32.6,17,37,*,*,*,*,14,30.4,2494
New Haven School District,0930011,Clinton Avenue School,0930611,6,Math,46,46,100,46,26,56.5,11,23.9,*,*,*,*,9,19.6,2457
New Haven School District,0930011,Clinton Avenue School,0930611,7,ELA,44,42,95.5,42,14,33.3,*,*,14,33.3,*,*,*,*,2521
New Haven School District,0930011,Clinton Avenue School,0930611,7,Math,44,42,95.5,42,24,57.1,12,28.6,*,*,*,*,6,14.3,2466
New Haven School District,0930011,Clinton Avenue School,0930611,8,ELA,52,50,96.2,50,24,48,*,*,14,28,*,*,*,*,2522
New Haven School District,0930011,Clinton Avenue School,0930611,8,Math,52,49,94.2,49,35,71.4,9,18.4,*,*,*,*,*,*,2464
New Haven School District,0930011,Conte/West Hills Magnet School,0933111,3,ELA,73,73,100,73,29,39.7,29,39.7,*,*,*,*,15,20.5,2381
New Haven School District,0930011,Conte/West Hills Magnet School,0933111,3,Math,73,72,98.6,72,32,44.4,23,31.9,*,*,*,*,17,23.6,2383
New Haven School District,0930011,Conte/West Hills Magnet School,0933111,4,ELA,58,58,100,58,40,69,8,13.8,*,*,*,*,10,17.2,2387
New Haven School District,0930011,Conte/West Hills Magnet School,0933111,4,Math,58,58,100,58,35,60.3,14,24.1,*,*,*,*,9,15.5,2405
New Haven School District,0930011,Conte/West Hills Magnet School,0933111,5,ELA,74,74,100,74,39,52.7,18,24.3,10,13.5,7,9.5,17,23,2445
New Haven School District,0930011,Conte/West Hills Magnet School,0933111,5,Math,74,73,98.6,73,45,61.6,17,23.3,*,*,*,*,11,15.1,2432
New Haven School District,0930011,Conte/West Hills Magnet School,0933111,6,ELA,71,71,100,71,29,40.8,20,28.2,*,*,*,*,22,31,2486
New Haven School District,0930011,Conte/West Hills Magnet School,0933111,6,Math,71,71,100,71,37,52.1,25,35.2,*,*,*,*,9,12.7,2467
New Haven School District,0930011,Conte/West Hills Magnet School,0933111,7,ELA,62,60,96.8,60,34,56.7,15,25,*,*,*,*,11,18.3,2465
New Haven School District,0930011,Conte/West Hills Magnet School,0933111,7,Math,62,60,96.8,60,48,80,12,20,0,0,0,0,0,0,2413
New Haven School District,0930011,Conte/West Hills Magnet School,0933111,8,ELA,71,68,95.8,68,37,54.4,19,27.9,*,*,*,*,12,17.6,2481
New Haven School District,0930011,Conte/West Hills Magnet School,0933111,8,Math,71,68,95.8,68,56,82.4,*,*,*,*,0,0,*,*,2418
New Haven School District,0930011,Davis Academy for Arts & Design Innovation,0930911,3,ELA,50,49,98,49,23,46.9,15,30.6,*,*,*,*,11,22.4,2375
New Haven School District,0930011,Davis Academy for Arts & Design Innovation,0930911,3,Math,50,49,98,49,30,61.2,12,24.5,7,14.3,0,0,7,14.3,2368
New Haven School District,0930011,Davis Academy for Arts & Design Innovation,0930911,4,ELA,51,50,98,50,22,44,9,18,11,22,8,16,19,38,2446
New Haven School District,0930011,Davis Academy for Arts & Design Innovation,0930911,4,Math,51,50,98,50,25,50,12,24,*,*,*,*,13,26,2423
New Haven School District,0930011,Davis Academy for Arts & Design Innovation,0930911,5,ELA,47,47,100,47,19,40.4,6,12.8,13,27.7,9,19.1,22,46.8,2485
New Haven School District,0930011,Davis Academy for Arts & Design Innovation,0930911,5,Math,47,47,100,47,22,46.8,12,25.5,*,*,*,*,13,27.7,2468
New Haven School District,0930011,Davis Academy for Arts & Design Innovation,0930911,6,ELA,44,44,100,44,*,*,13,29.5,15,34.1,*,*,*,*,2512
New Haven School District,0930011,Davis Academy for Arts & Design Innovation,0930911,6,Math,44,44,100,44,31,70.5,7,15.9,*,*,*,*,6,13.6,2432
New Haven School District,0930011,Davis Academy for Arts & Design Innovation,0930911,7,ELA,46,45,97.8,45,*,*,17,37.8,13,28.9,*,*,*,*,2522
New Haven School District,0930011,Davis Academy for Arts & Design Innovation,0930911,7,Math,46,44,95.7,44,21,47.7,16,36.4,*,*,*,*,7,15.9,2475
New Haven School District,0930011,Davis Academy for Arts & Design Innovation,0930911,8,ELA,54,53,98.1,53,*,*,21,39.6,22,41.5,*,*,*,*,2560
New Haven School District,0930011,Davis Academy for Arts & Design Innovation,0930911,8,Math,54,53,98.1,53,32,60.4,*,*,10,18.9,*,*,*,*,2489
New Haven School District,0930011,East Rock Community Magnet School,0934611,3,ELA,48,45,93.8,45,30,66.7,11,24.4,*,*,*,*,*,*,2333
New Haven School District,0930011,East Rock Community Magnet School,0934611,3,Math,48,45,93.8,45,35,77.8,*,*,*,*,*,*,*,*,2351
New Haven School District,0930011,East Rock Community Magnet School,0934611,4,ELA,47,47,100,47,25,53.2,10,21.3,*,*,*,*,12,25.5,2421
New Haven School District,0930011,East Rock Community Magnet School,0934611,4,Math,47,46,97.9,46,32,69.6,10,21.7,*,*,*,*,*,*,2382
New Haven School District,0930011,East Rock Community Magnet School,0934611,5,ELA,41,39,95.1,39,17,43.6,11,28.2,*,*,*,*,11,28.2,2451
New Haven School District,0930011,East Rock Community Magnet School,0934611,5,Math,41,39,95.1,39,26,66.7,8,20.5,*,*,*,*,*,*,2411
New Haven School District,0930011,East Rock Community Magnet School,0934611,6,ELA,46,44,95.7,44,27,61.4,9,20.5,*,*,*,*,8,18.2,2442
New Haven School District,0930011,East Rock Community Magnet School,0934611,6,Math,46,44,95.7,44,32,72.7,7,15.9,*,*,*,*,*,*,2412
New Haven School District,0930011,East Rock Community Magnet School,0934611,7,ELA,51,50,98,50,30,60,11,22,*,*,*,*,9,18,2453
New Haven School District,0930011,East Rock Community Magnet School,0934611,7,Math,51,50,98,50,42,84,*,*,*,*,0,0,*,*,2417
New Haven School District,0930011,East Rock Community Magnet School,0934611,8,ELA,43,43,100,43,18,41.9,*,*,10,23.3,*,*,*,*,2509
New Haven School District,0930011,East Rock Community Magnet School,0934611,8,Math,43,43,100,43,30,69.8,8,18.6,*,*,*,*,*,*,2457
New Haven School District,0930011,East Rock Self Contained MD,0937511,4,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
New Haven School District,0930011,East Rock Self Contained MD,0937511,4,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
New Haven School District,0930011,East Rock Self Contained MD,0937511,8,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
New Haven School District,0930011,East Rock Self Contained MD,0937511,8,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
New Haven School District,0930011,Edgewood School,0931211,3,ELA,41,41,100,41,24,58.5,9,22,6,14.6,*,*,*,*,2355
New Haven School District,0930011,Edgewood School,0931211,3,Math,41,41,100,41,24,58.5,10,24.4,*,*,*,*,7,17.1,2370
New Haven School District,0930011,Edgewood School,0931211,4,ELA,43,43,100,43,23,53.5,*,*,*,*,8,18.6,*,*,2417
New Haven School District,0930011,Edgewood School,0931211,4,Math,43,43,100,43,24,55.8,8,18.6,*,*,*,*,11,25.6,2421
New Haven School District,0930011,Edgewood School,0931211,5,ELA,47,47,100,47,27,57.4,*,*,*,*,11,23.4,*,*,2446
New Haven School District,0930011,Edgewood School,0931211,5,Math,47,47,100,47,33,70.2,*,*,*,*,6,12.8,*,*,2431
New Haven School District,0930011,Edgewood School,0931211,6,ELA,34,33,97.1,33,16,48.5,*,*,8,24.2,*,*,*,*,2461
New Haven School District,0930011,Edgewood School,0931211,6,Math,34,32,94.1,32,20,62.5,7,21.9,*,*,*,*,*,*,2439
New Haven School District,0930011,Edgewood School,0931211,7,ELA,40,40,100,40,21,52.5,10,25,*,*,*,*,9,22.5,2479
New Haven School District,0930011,Edgewood School,0931211,7,Math,40,39,97.5,39,30,76.9,6,15.4,*,*,*,*,*,*,2433
New Haven School District,0930011,Edgewood School,0931211,8,ELA,53,53,100,53,24,45.3,*,*,15,28.3,*,*,*,*,2528
New Haven School District,0930011,Edgewood School,0931211,8,Math,53,53,100,53,33,62.3,12,22.6,8,15.1,0,0,8,15.1,2488
New Haven School District,0930011,Engineering - Science University Magnet School,0931711,6,ELA,84,84,100,84,9,10.7,16,19,31,36.9,28,33.3,59,70.2,2566
New Haven School District,0930011,Engineering - Science University Magnet School,0931711,6,Math,84,82,97.6,82,16,19.5,31,37.8,17,20.7,18,22,35,42.7,2542
New Haven School District,0930011,Engineering - Science University Magnet School,0931711,7,ELA,85,84,98.8,84,17,20.2,18,21.4,30,35.7,19,22.6,49,58.3,2570
New Haven School District,0930011,Engineering - Science University Magnet School,0931711,7,Math,85,81,95.3,81,26,32.1,27,33.3,15,18.5,13,16,28,34.6,2537
New Haven School District,0930011,Engineering - Science University Magnet School,0931711,8,ELA,83,81,97.6,81,19,23.5,20,24.7,20,24.7,22,27.2,42,51.9,2574
New Haven School District,0930011,Engineering - Science University Magnet School,0931711,8,Math,83,81,97.6,81,32,39.5,17,21,16,19.8,16,19.8,32,39.5,2546
New Haven School District,0930011,Fair Haven School,0931611,3,ELA,80,80,100,80,61,76.3,14,17.5,*,*,*,*,*,*,2315
New Haven School District,0930011,Fair Haven School,0931611,3,Math,80,80,100,80,67,83.8,8,10,*,*,*,*,*,*,2309
New Haven School District,0930011,Fair Haven School,0931611,4,ELA,69,69,100,69,52,75.4,10,14.5,*,*,*,*,7,10.1,2359
New Haven School District,0930011,Fair Haven School,0931611,4,Math,69,69,100,69,49,71,18,26.1,*,*,*,*,*,*,2361
New Haven School District,0930011,Fair Haven School,0931611,5,ELA,77,76,98.7,76,65,85.5,6,7.9,*,*,*,*,*,*,2377
New Haven School District,0930011,Fair Haven School,0931611,5,Math,77,76,98.7,76,61,80.3,12,15.8,*,*,*,*,*,*,2399
New Haven School District,0930011,Fair Haven School,0931611,6,ELA,88,88,100,88,61,69.3,*,*,14,15.9,*,*,*,*,2422
New Haven School District,0930011,Fair Haven School,0931611,6,Math,88,88,100,88,59,67,*,*,*,*,0,0,*,*,2403
