District,District Code,School,School Code,Grade,Subject,Total Number of Students,Total Number Tested,Smarter Balanced Participation Rate,Total Number with Scored Tests,Count,%,Count,%,Count,%,Count,%,Count,%,Average VSS
New Haven School District,0930011,East Rock Community Magnet School,0934611,3,ELA,44,43,97.7,43,17,39.5,15,34.9,*,*,*,*,11,25.6,2389
New Haven School District,0930011,East Rock Community Magnet School,0934611,3,Math,44,43,97.7,43,15,34.9,16,37.2,*,*,*,*,12,27.9,2408
New Haven School District,0930011,East Rock Community Magnet School,0934611,4,ELA,46,46,100,46,17,37,10,21.7,12,26.1,7,15.2,19,41.3,2453
New Haven School District,0930011,East Rock Community Magnet School,0934611,4,Math,46,46,100,46,16,34.8,17,37,7,15.2,6,13,13,28.3,2448
New Haven School District,0930011,East Rock Community Magnet School,0934611,5,ELA,49,49,100,49,13,26.5,15,30.6,15,30.6,6,12.2,21,42.9,2486
New Haven School District,0930011,East Rock Community Magnet School,0934611,5,Math,49,49,100,49,16,32.7,19,38.8,*,*,*,*,14,28.6,2476
New Haven School District,0930011,East Rock Community Magnet School,0934611,6,ELA,50,50,100,50,15,30,21,42,*,*,*,*,14,28,2487
New Haven School District,0930011,East Rock Community Magnet School,0934611,6,Math,50,50,100,50,24,48,21,42,*,*,*,*,*,*,2468
New Haven School District,0930011,East Rock Community Magnet School,0934611,7,ELA,46,46,100,46,22,47.8,17,37,*,*,*,*,7,15.2,2486
New Haven School District,0930011,East Rock Community Magnet School,0934611,7,Math,46,46,100,46,26,56.5,15,32.6,*,*,*,*,*,*,2460
New Haven School District,0930011,East Rock Community Magnet School,0934611,8,ELA,52,52,100,52,19,36.5,17,32.7,*,*,*,*,16,30.8,2519
New Haven School District,0930011,East Rock Community Magnet School,0934611,8,Math,52,52,100,52,33,63.5,13,25,*,*,*,*,6,11.5,2482
New Haven School District,0930011,Edgewood School,0931211,3,ELA,51,51,100,51,10,19.6,7,13.7,12,23.5,22,43.1,34,66.7,2452
New Haven School District,0930011,Edgewood School,0931211,3,Math,51,51,100,51,13,25.5,*,*,18,35.3,15,29.4,33,64.7,2447
New Haven School District,0930011,Edgewood School,0931211,4,ELA,53,53,100,53,21,39.6,12,22.6,6,11.3,14,26.4,20,37.7,2448
New Haven School District,0930011,Edgewood School,0931211,4,Math,53,53,100,53,25,47.2,14,26.4,*,*,11,20.8,*,*,2426
New Haven School District,0930011,Edgewood School,0931211,5,ELA,49,49,100,49,18,36.7,*,*,13,26.5,13,26.5,26,53.1,2502
New Haven School District,0930011,Edgewood School,0931211,5,Math,49,49,100,49,19,38.8,15,30.6,*,*,11,22.4,*,*,2481
New Haven School District,0930011,Edgewood School,0931211,6,ELA,44,44,100,44,17,38.6,16,36.4,*,*,*,*,11,25,2494
New Haven School District,0930011,Edgewood School,0931211,6,Math,44,44,100,44,28,63.6,9,20.5,*,*,*,*,7,15.9,2443
New Haven School District,0930011,Edgewood School,0931211,7,ELA,43,43,100,43,27,62.8,10,23.3,*,*,*,*,6,14,2436
New Haven School District,0930011,Edgewood School,0931211,7,Math,43,43,100,43,31,72.1,10,23.3,*,*,*,*,*,*,2440
New Haven School District,0930011,Edgewood School,0931211,8,ELA,49,49,100,49,*,*,17,34.7,16,32.7,*,*,*,*,2537
New Haven School District,0930011,Edgewood School,0931211,8,Math,49,49,100,49,29,59.2,13,26.5,*,*,*,*,7,14.3,2483
New Haven School District,0930011,Engineering - Science University Magnet School,0931711,6,ELA,75,75,100,75,7,9.3,22,29.3,32,42.7,14,18.7,46,61.3,2557
New Haven School District,0930011,Engineering - Science University Magnet School,0931711,6,Math,75,75,100,75,11,14.7,20,26.7,24,32,20,26.7,44,58.7,2555
New Haven School District,0930011,Engineering - Science University Magnet School,0931711,7,ELA,89,89,100,89,13,14.6,15,16.9,39,43.8,22,24.7,61,68.5,2584
New Haven School District,0930011,Engineering - Science University Magnet School,0931711,7,Math,89,89,100,89,16,18,32,36,18,20.2,23,25.8,41,46.1,2564
New Haven School District,0930011,Engineering - Science University Magnet School,0931711,8,ELA,97,97,100,97,21,21.6,34,35.1,27,27.8,15,15.5,42,43.3,2559
New Haven School District,0930011,Engineering - Science University Magnet School,0931711,8,Math,98,98,100,98,35,35.7,20,20.4,20,20.4,23,23.5,43,43.9,2560
New Haven School District,0930011,Fair Haven School,0931611,3,ELA,92,92,100,92,66,71.7,23,25,*,*,*,*,*,*,2332
New Haven School District,0930011,Fair Haven School,0931611,3,Math,92,89,96.7,89,58,65.2,18,20.2,*,*,*,*,13,14.6,2363
New Haven School District,0930011,Fair Haven School,0931611,4,ELA,104,103,99,103,74,71.8,11,10.7,12,11.7,6,5.8,18,17.5,2365
New Haven School District,0930011,Fair Haven School,0931611,4,Math,103,102,99,102,74,72.5,20,19.6,8,7.8,0,0,8,7.8,2371
New Haven School District,0930011,Fair Haven School,0931611,5,ELA,97,96,99,96,76,79.2,11,11.5,*,*,*,*,9,9.4,2389
New Haven School District,0930011,Fair Haven School,0931611,5,Math,97,96,99,96,83,86.5,10,10.4,*,*,*,*,*,*,2388
New Haven School District,0930011,Fair Haven School,0931611,6,ELA,94,93,98.9,93,63,67.7,23,24.7,7,7.5,0,0,7,7.5,2419
New Haven School District,0930011,Fair Haven School,0931611,6,Math,94,93,98.9,93,82,88.2,11,11.8,0,0,0,0,0,0,2392
New Haven School District,0930011,Fair Haven School,0931611,7,ELA,99,99,100,99,63,63.6,21,21.2,*,*,*,*,15,15.2,2438
New Haven School District,0930011,Fair Haven School,0931611,7,Math,99,98,99,98,79,80.6,15,15.3,*,*,*,*,*,*,2410
New Haven School District,0930011,Fair Haven School,0931611,8,ELA,110,110,100,110,62,56.4,36,32.7,*,*,*,*,12,10.9,2467
New Haven School District,0930011,Fair Haven School,0931611,8,Math,110,109,99.1,109,84,77.1,20,18.3,*,*,*,*,*,*,2432
New Haven School District,0930011,Hill Central Music Academy,0930711,3,ELA,51,51,100,51,22,43.1,21,41.2,8,15.7,0,0,8,15.7,2370
New Haven School District,0930011,Hill Central Music Academy,0930711,3,Math,51,51,100,51,23,45.1,14,27.5,*,*,*,*,14,27.5,2389
New Haven School District,0930011,Hill Central Music Academy,0930711,4,ELA,52,52,100,52,37,71.2,7,13.5,*,*,*,*,8,15.4,2392
New Haven School District,0930011,Hill Central Music Academy,0930711,4,Math,52,52,100,52,32,61.5,16,30.8,*,*,*,*,*,*,2399
New Haven School District,0930011,Hill Central Music Academy,0930711,5,ELA,52,52,100,52,32,61.5,12,23.1,8,15.4,0,0,8,15.4,2416
New Haven School District,0930011,Hill Central Music Academy,0930711,5,Math,52,52,100,52,43,82.7,7,13.5,*,*,*,*,*,*,2414
New Haven School District,0930011,Hill Central Music Academy,0930711,6,ELA,48,48,100,48,26,54.2,11,22.9,11,22.9,0,0,11,22.9,2446
New Haven School District,0930011,Hill Central Music Academy,0930711,6,Math,48,48,100,48,25,52.1,18,37.5,*,*,*,*,*,*,2436
New Haven School District,0930011,Hill Central Music Academy,0930711,7,ELA,52,51,98.1,51,24,47.1,16,31.4,11,21.6,0,0,11,21.6,2474
New Haven School District,0930011,Hill Central Music Academy,0930711,7,Math,52,51,98.1,51,31,60.8,14,27.5,*,*,*,*,6,11.8,2460
New Haven School District,0930011,Hill Central Music Academy,0930711,8,ELA,50,49,98,49,19,38.8,*,*,15,30.6,*,*,*,*,2509
New Haven School District,0930011,Hill Central Music Academy,0930711,8,Math,50,48,96,48,23,47.9,14,29.2,*,*,*,*,11,22.9,2514
New Haven School District,0930011,John C. Daniels,0931311,3,ELA,44,44,100,44,19,43.2,9,20.5,9,20.5,7,15.9,16,36.4,2401
New Haven School District,0930011,John C. Daniels,0931311,3,Math,44,43,97.7,43,15,34.9,16,37.2,*,*,*,*,12,27.9,2408
New Haven School District,0930011,John C. Daniels,0931311,4,ELA,48,48,100,48,15,31.3,12,25,15,31.3,6,12.5,21,43.8,2457
New Haven School District,0930011,John C. Daniels,0931311,4,Math,48,48,100,48,11,22.9,26,54.2,*,*,*,*,11,22.9,2454
New Haven School District,0930011,John C. Daniels,0931311,5,ELA,49,49,100,49,17,34.7,12,24.5,14,28.6,6,12.2,20,40.8,2483
New Haven School District,0930011,John C. Daniels,0931311,5,Math,49,49,100,49,28,57.1,13,26.5,*,*,*,*,8,16.3,2451
New Haven School District,0930011,John C. Daniels,0931311,6,ELA,44,43,97.7,43,16,37.2,*,*,13,30.2,*,*,*,*,2488
New Haven School District,0930011,John C. Daniels,0931311,6,Math,44,41,93.2,41,18,43.9,18,43.9,*,*,*,*,*,*,2457
New Haven School District,0930011,John C. Daniels,0931311,7,ELA,45,44,97.8,44,15,34.1,*,*,14,31.8,*,*,*,*,2519
New Haven School District,0930011,John C. Daniels,0931311,7,Math,45,44,97.8,44,16,36.4,15,34.1,*,*,*,*,13,29.5,2507
New Haven School District,0930011,John C. Daniels,0931311,8,ELA,45,45,100,45,14,31.1,*,*,18,40,*,*,*,*,2540
New Haven School District,0930011,John C. Daniels,0931311,8,Math,45,45,100,45,20,44.4,8,17.8,8,17.8,9,20,17,37.8,2534
New Haven School District,0930011,John S. Martinez Sea and Sky STEM School,0930811,3,ELA,54,54,100,54,23,42.6,22,40.7,9,16.7,0,0,9,16.7,2376
New Haven School District,0930011,John S. Martinez Sea and Sky STEM School,0930811,3,Math,54,54,100,54,19,35.2,23,42.6,*,*,*,*,12,22.2,2394
New Haven School District,0930011,John S. Martinez Sea and Sky STEM School,0930811,4,ELA,53,53,100,53,21,39.6,17,32.1,*,*,*,*,15,28.3,2429
New Haven School District,0930011,John S. Martinez Sea and Sky STEM School,0930811,4,Math,53,53,100,53,17,32.1,23,43.4,*,*,*,*,13,24.5,2444
New Haven School District,0930011,John S. Martinez Sea and Sky STEM School,0930811,5,ELA,76,76,100,76,39,51.3,18,23.7,*,*,*,*,19,25,2440
New Haven School District,0930011,John S. Martinez Sea and Sky STEM School,0930811,5,Math,76,76,100,76,36,47.4,27,35.5,*,*,*,*,13,17.1,2454
New Haven School District,0930011,John S. Martinez Sea and Sky STEM School,0930811,6,ELA,53,53,100,53,32,60.4,*,*,*,*,0,0,*,*,2446
New Haven School District,0930011,John S. Martinez Sea and Sky STEM School,0930811,6,Math,53,53,100,53,29,54.7,16,30.2,*,*,*,*,8,15.1,2461
New Haven School District,0930011,John S. Martinez Sea and Sky STEM School,0930811,7,ELA,49,49,100,49,*,*,19,38.8,14,28.6,*,*,*,*,2517
New Haven School District,0930011,John S. Martinez Sea and Sky STEM School,0930811,7,Math,49,49,100,49,12,24.5,25,51,*,*,*,*,12,24.5,2521
New Haven School District,0930011,John S. Martinez Sea and Sky STEM School,0930811,8,ELA,53,53,100,53,18,34,18,34,*,*,*,*,17,32.1,2523
New Haven School District,0930011,John S. Martinez Sea and Sky STEM School,0930811,8,Math,53,53,100,53,16,30.2,20,37.7,10,18.9,7,13.2,17,32.1,2543
New Haven School District,0930011,King/Robinson Magnet School,0933011,3,ELA,52,51,98.1,51,27,52.9,11,21.6,*,*,*,*,13,25.5,2375
New Haven School District,0930011,King/Robinson Magnet School,0933011,3,Math,52,51,98.1,51,27,52.9,19,37.3,*,*,*,*,*,*,2378
New Haven School District,0930011,King/Robinson Magnet School,0933011,4,ELA,67,64,95.5,64,29,45.3,15,23.4,12,18.8,8,12.5,20,31.3,2424
New Haven School District,0930011,King/Robinson Magnet School,0933011,4,Math,67,65,97,65,32,49.2,22,33.8,*,*,*,*,11,16.9,2420
New Haven School District,0930011,King/Robinson Magnet School,0933011,5,ELA,54,54,100,54,27,50,13,24.1,*,*,*,*,14,25.9,2448
New Haven School District,0930011,King/Robinson Magnet School,0933011,5,Math,54,54,100,54,30,55.6,15,27.8,*,*,*,*,9,16.7,2447
New Haven School District,0930011,King/Robinson Magnet School,0933011,6,ELA,48,48,100,48,24,50,14,29.2,*,*,*,*,10,20.8,2459
New Haven School District,0930011,King/Robinson Magnet School,0933011,6,Math,48,48,100,48,32,66.7,12,25,*,*,*,*,*,*,2441
New Haven School District,0930011,King/Robinson Magnet School,0933011,7,ELA,45,45,100,45,21,46.7,12,26.7,12,26.7,0,0,12,26.7,2484
New Haven School District,0930011,King/Robinson Magnet School,0933011,7,Math,45,44,97.8,44,19,43.2,16,36.4,*,*,*,*,9,20.5,2491
New Haven School District,0930011,King/Robinson Magnet School,0933011,8,ELA,51,51,100,51,23,45.1,17,33.3,*,*,*,*,11,21.6,2494
New Haven School District,0930011,King/Robinson Magnet School,0933011,8,Math,51,48,94.1,48,30,62.5,*,*,*,*,7,14.6,*,*,2488
New Haven School District,0930011,Lincoln-Bassett School,0932011,3,ELA,51,50,98,50,22,44,16,32,*,*,*,*,12,24,2388
New Haven School District,0930011,Lincoln-Bassett School,0932011,3,Math,51,50,98,50,25,50,*,*,19,38,*,*,*,*,2398
New Haven School District,0930011,Lincoln-Bassett School,0932011,4,ELA,48,48,100,48,30,62.5,7,14.6,*,*,*,*,11,22.9,2409
New Haven School District,0930011,Lincoln-Bassett School,0932011,4,Math,48,48,100,48,19,39.6,15,31.3,*,*,*,*,14,29.2,2444
New Haven School District,0930011,Lincoln-Bassett School,0932011,5,ELA,44,44,100,44,23,52.3,13,29.5,8,18.2,0,0,8,18.2,2434
New Haven School District,0930011,Lincoln-Bassett School,0932011,5,Math,44,44,100,44,30,68.2,*,*,*,*,0,0,*,*,2430
New Haven School District,0930011,Lincoln-Bassett School,0932011,6,ELA,29,29,100,29,12,41.4,9,31,*,*,*,*,8,27.6,2484
New Haven School District,0930011,Lincoln-Bassett School,0932011,6,Math,29,29,100,29,*,*,9,31,12,41.4,*,*,*,*,2512
New Haven School District,0930011,Mauro-Sheridan Magnet School,0931911,3,ELA,65,65,100,65,22,33.8,19,29.2,13,20,11,16.9,24,36.9,2407
New Haven School District,0930011,Mauro-Sheridan Magnet School,0931911,3,Math,64,64,100,64,14,21.9,16,25,20,31.3,14,21.9,34,53.1,2440
New Haven School District,0930011,Mauro-Sheridan Magnet School,0931911,4,ELA,53,52,98.1,52,17,32.7,10,19.2,14,26.9,11,21.2,25,48.1,2466
New Haven School District,0930011,Mauro-Sheridan Magnet School,0931911,4,Math,53,52,98.1,52,7,13.5,24,46.2,12,23.1,9,17.3,21,40.4,2468
New Haven School District,0930011,Mauro-Sheridan Magnet School,0931911,5,ELA,51,51,100,51,13,25.5,13,25.5,15,29.4,10,19.6,25,49,2505
New Haven School District,0930011,Mauro-Sheridan Magnet School,0931911,5,Math,51,51,100,51,14,27.5,20,39.2,11,21.6,6,11.8,17,33.3,2488
New Haven School District,0930011,Mauro-Sheridan Magnet School,0931911,6,ELA,45,44,97.8,44,*,*,10,22.7,21,47.7,*,*,*,*,2536
New Haven School District,0930011,Mauro-Sheridan Magnet School,0931911,6,Math,45,43,95.6,43,*,*,13,30.2,13,30.2,*,*,*,*,2514
New Haven School District,0930011,Mauro-Sheridan Magnet School,0931911,7,ELA,44,44,100,44,11,25,9,20.5,16,36.4,8,18.2,24,54.5,2547
New Haven School District,0930011,Mauro-Sheridan Magnet School,0931911,7,Math,45,44,97.8,44,16,36.4,18,40.9,*,*,*,*,10,22.7,2514
New Haven School District,0930011,Mauro-Sheridan Magnet School,0931911,8,ELA,46,45,97.8,45,7,15.6,14,31.1,18,40,6,13.3,24,53.3,2574
New Haven School District,0930011,Mauro-Sheridan Magnet School,0931911,8,Math,46,45,97.8,45,18,40,6,13.3,6,13.3,15,33.3,21,46.7,2564
New Haven School District,0930011,Nathan Hale School,0931411,3,ELA,51,51,100,51,9,17.6,16,31.4,16,31.4,10,19.6,26,51,2433
New Haven School District,0930011,Nathan Hale School,0931411,3,Math,51,50,98,50,8,16,17,34,13,26,12,24,25,50,2441
New Haven School District,0930011,Nathan Hale School,0931411,4,ELA,53,53,100,53,8,15.1,13,24.5,22,41.5,10,18.9,32,60.4,2477
New Haven School District,0930011,Nathan Hale School,0931411,4,Math,53,53,100,53,*,*,22,41.5,22,41.5,*,*,*,*,2478
New Haven School District,0930011,Nathan Hale School,0931411,5,ELA,51,51,100,51,11,21.6,14,27.5,14,27.5,12,23.5,26,51,2504
New Haven School District,0930011,Nathan Hale School,0931411,5,Math,51,51,100,51,21,41.2,14,27.5,11,21.6,*,*,*,*,2484
New Haven School District,0930011,Nathan Hale School,0931411,6,ELA,52,48,92.3,48,*,*,19,39.6,14,29.2,*,*,*,*,2510
New Haven School District,0930011,Nathan Hale School,0931411,6,Math,53,49,92.5,49,25,51,17,34.7,*,*,*,*,7,14.3,2477
New Haven School District,0930011,Nathan Hale School,0931411,7,ELA,53,53,100,53,8,15.1,13,24.5,25,47.2,7,13.2,32,60.4,2564
New Haven School District,0930011,Nathan Hale School,0931411,7,Math,53,53,100,53,13,24.5,17,32.1,16,30.2,7,13.2,23,43.4,2545
New Haven School District,0930011,Nathan Hale School,0931411,8,ELA,45,44,97.8,44,*,*,13,29.5,19,43.2,*,*,*,*,2571
New Haven School District,0930011,Nathan Hale School,0931411,8,Math,45,43,95.6,43,15,34.9,*,*,12,27.9,*,*,*,*,2544
New Haven School District,0930011,Nathan Hale Self Contained ID,0937711,4,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
New Haven School District,0930011,Nathan Hale Self Contained ID,0937711,4,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
New Haven School District,0930011,Quinnipiac Real World Math STEM School,0933511,3,ELA,72,72,100,72,38,52.8,23,31.9,*,*,*,*,11,15.3,2367
New Haven School District,0930011,Quinnipiac Real World Math STEM School,0933511,3,Math,72,72,100,72,30,41.7,22,30.6,*,*,*,*,20,27.8,2392
New Haven School District,0930011,Quinnipiac Real World Math STEM School,0933511,4,ELA,75,75,100,75,47,62.7,16,21.3,*,*,*,*,12,16,2399
New Haven School District,0930011,Quinnipiac Real World Math STEM School,0933511,4,Math,75,74,98.7,74,38,51.4,33,44.6,*,*,*,*,*,*,2404
New Haven School District,0930011,Quinnipiac Real World Math STEM School,0933511,5,ELA,35,35,100,35,14,40,11,31.4,*,*,*,*,10,28.6,2449
New Haven School District,0930011,Quinnipiac Real World Math STEM School,0933511,5,Math,35,35,100,35,13,37.1,13,37.1,*,*,*,*,9,25.7,2464
New Haven School District,0930011,Riverside Education Academy,0939111,8,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
New Haven School District,0930011,Riverside Education Academy,0939111,8,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
New Haven School District,0930011,Roberto Clemente Leadership Academy for Global Awareness,0934211,3,ELA,47,47,100,47,26,55.3,16,34,*,*,*,*,*,*,2359
New Haven School District,0930011,Roberto Clemente Leadership Academy for Global Awareness,0934211,3,Math,47,47,100,47,34,72.3,8,17,*,*,*,*,*,*,2345
New Haven School District,0930011,Roberto Clemente Leadership Academy for Global Awareness,0934211,4,ELA,50,50,100,50,33,66,9,18,*,*,*,*,8,16,2391
New Haven School District,0930011,Roberto Clemente Leadership Academy for Global Awareness,0934211,4,Math,50,50,100,50,34,68,*,*,*,*,0,0,*,*,2386
New Haven School District,0930011,Roberto Clemente Leadership Academy for Global Awareness,0934211,5,ELA,53,53,100,53,21,39.6,18,34,*,*,*,*,14,26.4,2457
New Haven School District,0930011,Roberto Clemente Leadership Academy for Global Awareness,0934211,5,Math,53,53,100,53,31,58.5,*,*,*,*,0,0,*,*,2443
New Haven School District,0930011,Roberto Clemente Leadership Academy for Global Awareness,0934211,6,ELA,41,41,100,41,21,51.2,*,*,11,26.8,*,*,*,*,2468
New Haven School District,0930011,Roberto Clemente Leadership Academy for Global Awareness,0934211,6,Math,41,41,100,41,18,43.9,15,36.6,*,*,*,*,8,19.5,2482
New Haven School District,0930011,Roberto Clemente Leadership Academy for Global Awareness,0934211,7,ELA,68,68,100,68,33,48.5,21,30.9,*,*,*,*,14,20.6,2483
New Haven School District,0930011,Roberto Clemente Leadership Academy for Global Awareness,0934211,7,Math,68,68,100,68,41,60.3,21,30.9,*,*,*,*,6,8.8,2462
New Haven School District,0930011,Roberto Clemente Leadership Academy for Global Awareness,0934211,8,ELA,61,61,100,61,37,60.7,16,26.2,*,*,*,*,8,13.1,2472
New Haven School District,0930011,Roberto Clemente Leadership Academy for Global Awareness,0934211,8,Math,61,61,100,61,45,73.8,12,19.7,*,*,*,*,*,*,2444
New Haven School District,0930011,Ross/Woodward School,0931011,3,ELA,68,68,100,68,25,36.8,19,27.9,18,26.5,6,8.8,24,35.3,2393
New Haven School District,0930011,Ross/Woodward School,0931011,3,Math,68,68,100,68,24,35.3,25,36.8,*,*,*,*,19,27.9,2397
New Haven School District,0930011,Ross/Woodward School,0931011,4,ELA,69,69,100,69,28,40.6,16,23.2,12,17.4,13,18.8,25,36.2,2450
New Haven School District,0930011,Ross/Woodward School,0931011,4,Math,69,69,100,69,23,33.3,31,44.9,9,13,6,8.7,15,21.7,2440
New Haven School District,0930011,Ross/Woodward School,0931011,5,ELA,66,66,100,66,28,42.4,17,25.8,*,*,*,*,21,31.8,2461
New Haven School District,0930011,Ross/Woodward School,0931011,5,Math,66,65,98.5,65,34,52.3,21,32.3,*,*,*,*,10,15.4,2450
New Haven School District,0930011,Ross/Woodward School,0931011,6,ELA,62,62,100,62,24,38.7,23,37.1,*,*,*,*,15,24.2,2480
New Haven School District,0930011,Ross/Woodward School,0931011,6,Math,62,62,100,62,35,56.5,20,32.3,*,*,*,*,7,11.3,2444
New Haven School District,0930011,Ross/Woodward School,0931011,7,ELA,60,59,98.3,59,20,33.9,*,*,17,28.8,*,*,*,*,2516
New Haven School District,0930011,Ross/Woodward School,0931011,7,Math,60,59,98.3,59,35,59.3,17,28.8,*,*,*,*,7,11.9,2460
New Haven School District,0930011,Ross/Woodward School,0931011,8,ELA,63,63,100,63,17,27,16,25.4,22,34.9,8,12.7,30,47.6,2549
New Haven School District,0930011,Ross/Woodward School,0931011,8,Math,63,63,100,63,38,60.3,13,20.6,*,*,*,*,12,19,2480
New Haven School District,0930011,Strong 21st Century Communications Magnet and SCSU Lab School,0932811,3,ELA,66,66,100,66,26,39.4,26,39.4,*,*,*,*,14,21.2,2383
New Haven School District,0930011,Strong 21st Century Communications Magnet and SCSU Lab School,0932811,3,Math,66,66,100,66,33,50,21,31.8,12,18.2,0,0,12,18.2,2377
New Haven School District,0930011,Strong 21st Century Communications Magnet and SCSU Lab School,0932811,4,ELA,75,75,100,75,38,50.7,18,24,13,17.3,6,8,19,25.3,2420
New Haven School District,0930011,Strong 21st Century Communications Magnet and SCSU Lab School,0932811,4,Math,75,75,100,75,39,52,30,40,*,*,*,*,6,8,2405
New Haven School District,0930011,Truman School,0932911,3,ELA,50,50,100,50,21,42,16,32,*,*,*,*,13,26,2386
New Haven School District,0930011,Truman School,0932911,3,Math,50,50,100,50,29,58,12,24,*,*,*,*,9,18,2378
New Haven School District,0930011,Truman School,0932911,4,ELA,65,64,98.5,64,33,51.6,*,*,14,21.9,*,*,*,*,2411
New Haven School District,0930011,Truman School,0932911,4,Math,65,63,96.9,63,24,38.1,25,39.7,*,*,*,*,14,22.2,2439
New Haven School District,0930011,Truman School,0932911,5,ELA,60,60,100,60,28,46.7,15,25,10,16.7,7,11.7,17,28.3,2447
New Haven School District,0930011,Truman School,0932911,5,Math,60,60,100,60,28,46.7,20,33.3,*,*,*,*,12,20,2467
New Haven School District,0930011,Truman School,0932911,6,ELA,70,70,100,70,37,52.9,22,31.4,*,*,*,*,11,15.7,2453
New Haven School District,0930011,Truman School,0932911,6,Math,70,70,100,70,38,54.3,*,*,*,*,0,0,*,*,2462
New Haven School District,0930011,Truman School,0932911,7,ELA,53,51,96.2,51,27,52.9,16,31.4,8,15.7,0,0,8,15.7,2476
New Haven School District,0930011,Truman School,0932911,7,Math,53,52,98.1,52,37,71.2,*,*,*,*,0,0,*,*,2442
New Haven School District,0930011,Truman School,0932911,8,ELA,45,44,97.8,44,19,43.2,17,38.6,*,*,*,*,8,18.2,2490
New Haven School District,0930011,Truman School,0932911,8,Math,45,45,100,45,35,77.8,7,15.6,*,*,*,*,*,*,2437
New Haven School District,0930011,West Rock Authors Academy,0934911,3,ELA,35,34,97.1,34,10,29.4,*,*,10,29.4,*,*,*,*,2435
New Haven School District,0930011,West Rock Authors Academy,0934911,3,Math,35,34,97.1,34,10,29.4,13,38.2,*,*,*,*,11,32.4,2414
New Haven School District,0930011,West Rock Authors Academy,0934911,4,ELA,38,38,100,38,15,39.5,*,*,*,*,9,23.7,*,*,2447
New Haven School District,0930011,West Rock Authors Academy,0934911,4,Math,38,38,100,38,16,42.1,*,*,11,28.9,*,*,*,*,2433
New Haven School District,0930011,Wexler Grant Self Contained,0938611,3,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
New Haven School District,0930011,Wexler Grant Self Contained,0938611,3,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
New Haven School District,0930011,Wexler Grant Self Contained,0938611,4,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
New Haven School District,0930011,Wexler Grant Self Contained,0938611,4,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
New Haven School District,0930011,Wexler/Grant Community School,0933211,3,ELA,49,49,100,49,19,38.8,21,42.9,*,*,*,*,9,18.4,2369
New Haven School District,0930011,Wexler/Grant Community School,0933211,3,Math,49,49,100,49,32,65.3,13,26.5,*,*,*,*,*,*,2356
New Haven School District,0930011,Wexler/Grant Community School,0933211,4,ELA,46,46,100,46,24,52.2,8,17.4,8,17.4,6,13,14,30.4,2421
New Haven School District,0930011,Wexler/Grant Community School,0933211,4,Math,46,46,100,46,23,50,*,*,*,*,0,0,*,*,2407
New Haven School District,0930011,Wexler/Grant Community School,0933211,5,ELA,52,52,100,52,25,48.1,18,34.6,*,*,*,*,9,17.3,2438
New Haven School District,0930011,Wexler/Grant Community School,0933211,5,Math,52,52,100,52,37,71.2,*,*,0,0,*,*,*,*,2409
New Haven School District,0930011,Wexler/Grant Community School,0933211,6,ELA,40,40,100,39,16,41,14,35.9,*,*,*,*,9,23.1,2470
New Haven School District,0930011,Wexler/Grant Community School,0933211,6,Math,40,40,100,39,32,82.1,*,*,*,*,0,0,*,*,2402
New Haven School District,0930011,Wexler/Grant Community School,0933211,7,ELA,32,32,100,32,19,59.4,7,21.9,6,18.8,0,0,6,18.8,2468
New Haven School District,0930011,Wexler/Grant Community School,0933211,7,Math,32,32,100,32,27,84.4,*,*,*,*,0,0,*,*,2403
New Haven School District,0930011,Wexler/Grant Community School,0933211,8,ELA,40,40,100,39,17,43.6,15,38.5,*,*,*,*,7,17.9,2490
New Haven School District,0930011,Wexler/Grant Community School,0933211,8,Math,40,40,100,39,31,79.5,6,15.4,*,*,*,*,*,*,2420
New Haven School District,0930011,Worthington Hooker School,0933811,3,ELA,52,52,100,52,6,11.5,8,15.4,11,21.2,27,51.9,38,73.1,2484
New Haven School District,0930011,Worthington Hooker School,0933811,3,Math,52,52,100,52,*,*,*,*,14,26.9,26,50,40,76.9,2486
New Haven School District,0930011,Worthington Hooker School,0933811,4,ELA,52,51,98.1,51,7,13.7,6,11.8,11,21.6,27,52.9,38,74.5,2525
New Haven School District,0930011,Worthington Hooker School,0933811,4,Math,52,51,98.1,51,7,13.7,10,19.6,12,23.5,22,43.1,34,66.7,2511
New Haven School District,0930011,Worthington Hooker School,0933811,5,ELA,53,44,83,44,*,*,12,27.3,*,*,17,38.6,*,*,2551
New Haven School District,0930011,Worthington Hooker School,0933811,5,Math,53,44,83,44,9,20.5,10,22.7,10,22.7,15,34.1,25,56.8,2540
New Haven School District,0930011,Worthington Hooker School,0933811,6,ELA,47,46,97.9,46,*,*,*,*,23,50,16,34.8,39,84.8,2593
New Haven School District,0930011,Worthington Hooker School,0933811,6,Math,47,46,97.9,46,*,*,*,*,15,32.6,19,41.3,34,73.9,2594
