District,District Code,School,School Code,Grade,Subject,Total Number of Students,Total Number Tested,Smarter Balanced Participation Rate,Total Number with Scored Tests,Count,%,Count,%,Count,%,Count,%,Count,%,Average VSS
Ansonia School District,0020011,Mead School,0020311,3,ELA,81,81,100,81,16,19.8,25,30.9,20,24.7,20,24.7,40,49.4,2434
Ansonia School District,0020011,Mead School,0020311,3,Math,81,81,100,81,15,18.5,20,24.7,31,38.3,15,18.5,46,56.8,2439
Ansonia School District,0020011,Mead School,0020311,4,ELA,93,93,100,93,47,50.5,16,17.2,24,25.8,6,6.5,30,32.3,2422
Ansonia School District,0020011,Mead School,0020311,4,Math,93,93,100,93,37,39.8,32,34.4,*,*,*,*,24,25.8,2430
Ansonia School District,0020011,Mead School,0020311,5,ELA,83,82,98.8,82,35,42.7,17,20.7,19,23.2,11,13.4,30,36.6,2460
Ansonia School District,0020011,Mead School,0020311,5,Math,83,82,98.8,82,34,41.5,26,31.7,11,13.4,11,13.4,22,26.8,2473
Ansonia School District,0020011,Mead School,0020311,6,ELA,91,91,100,91,40,44,30,33,*,*,*,*,21,23.1,2466
Ansonia School District,0020011,Mead School,0020311,6,Math,91,91,100,91,46,50.5,32,35.2,*,*,*,*,13,14.3,2454
Ansonia School District,0020011,Prendergast School,0020811,3,ELA,91,91,100,91,16,17.6,26,28.6,27,29.7,22,24.2,49,53.8,2430
Ansonia School District,0020011,Prendergast School,0020811,3,Math,91,90,98.9,90,19,21.1,24,26.7,36,40,11,12.2,47,52.2,2430
Ansonia School District,0020011,Prendergast School,0020811,4,ELA,82,82,100,82,29,35.4,23,28,15,18.3,15,18.3,30,36.6,2446
Ansonia School District,0020011,Prendergast School,0020811,4,Math,82,82,100,82,*,*,31,37.8,25,30.5,*,*,*,*,2457
Ansonia School District,0020011,Prendergast School,0020811,5,ELA,86,82,95.3,82,37,45.1,23,28,*,*,*,*,22,26.8,2454
Ansonia School District,0020011,Prendergast School,0020811,5,Math,86,82,95.3,82,45,54.9,23,28,*,*,*,*,14,17.1,2451
Ansonia School District,0020011,Prendergast School,0020811,6,ELA,97,96,99,96,19,19.8,44,45.8,24,25,9,9.4,33,34.4,2512
Ansonia School District,0020011,Prendergast School,0020811,6,Math,97,96,99,96,27,28.1,29,30.2,24,25,16,16.7,40,41.7,2525
Area Cooperative Educational Services,2440014,ACES Mill Elementary School,2440214,3,ELA,17,17,*,17,*,*,*,*,*,*,*,*,*,*,*
Area Cooperative Educational Services,2440014,ACES Mill Elementary School,2440214,3,Math,17,16,*,16,*,*,*,*,*,*,*,*,*,*,*
Area Cooperative Educational Services,2440014,Center for Autism Spectrum and Development Disorders,2449614,7,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Area Cooperative Educational Services,2440014,Center for Autism Spectrum and Development Disorders,2449614,7,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Area Cooperative Educational Services,2440014,Center for Autism Spectrum and Development Disorders,2449614,8,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Area Cooperative Educational Services,2440014,Center for Autism Spectrum and Development Disorders,2449614,8,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Area Cooperative Educational Services,2440014,Mill Academy,2449414,4,ELA,23,22,95.7,22,22,100,0,0,0,0,0,0,0,0,2311
Area Cooperative Educational Services,2440014,Mill Academy,2449414,4,Math,23,21,91.3,21,21,100,0,0,0,0,0,0,0,0,2283
Area Cooperative Educational Services,2440014,Mill Academy,2449414,5,ELA,31,31,100,31,29,93.5,0,0,*,*,*,*,*,*,2345
Area Cooperative Educational Services,2440014,Mill Academy,2449414,5,Math,31,30,96.8,30,*,*,*,*,0,0,0,0,0,0,2344
Area Cooperative Educational Services,2440014,Mill Academy,2449414,6,ELA,28,25,89.3,25,25,100,0,0,0,0,0,0,0,0,2340
Area Cooperative Educational Services,2440014,Mill Academy,2449414,6,Math,28,24,85.7,24,24,100,0,0,0,0,0,0,0,0,2302
Area Cooperative Educational Services,2440014,Mill Academy,2449414,7,ELA,41,36,87.8,36,31,86.1,*,*,*,*,0,0,*,*,2396
Area Cooperative Educational Services,2440014,Mill Academy,2449414,7,Math,41,30,73.2,30,*,*,*,*,0,0,0,0,0,0,2358
Area Cooperative Educational Services,2440014,Mill Academy,2449414,8,ELA,30,26,86.7,25,*,*,*,*,0,0,0,0,0,0,2387
Area Cooperative Educational Services,2440014,Mill Academy,2449414,8,Math,31,24,77.4,23,*,*,*,*,0,0,0,0,0,0,2338
Area Cooperative Educational Services,2440014,Thomas Edison Magnet Middle School,2445114,6,ELA,240,239,99.6,239,57,23.8,66,27.6,75,31.4,41,17.2,116,48.5,2524
Area Cooperative Educational Services,2440014,Thomas Edison Magnet Middle School,2445114,6,Math,239,238,99.6,238,57,23.9,80,33.6,50,21,51,21.4,101,42.4,2529
Area Cooperative Educational Services,2440014,Thomas Edison Magnet Middle School,2445114,7,ELA,228,228,100,228,49,21.5,55,24.1,91,39.9,33,14.5,124,54.4,2554
Area Cooperative Educational Services,2440014,Thomas Edison Magnet Middle School,2445114,7,Math,228,228,100,228,83,36.4,62,27.2,48,21.1,35,15.4,83,36.4,2524
Area Cooperative Educational Services,2440014,Thomas Edison Magnet Middle School,2445114,8,ELA,224,224,100,224,57,25.4,59,26.3,83,37.1,25,11.2,108,48.2,2555
Area Cooperative Educational Services,2440014,Thomas Edison Magnet Middle School,2445114,8,Math,224,224,100,224,76,33.9,53,23.7,42,18.8,53,23.7,95,42.4,2557
Area Cooperative Educational Services,2440014,Village School,2449514,5,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Area Cooperative Educational Services,2440014,Village School,2449514,5,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Area Cooperative Educational Services,2440014,Village School,2449514,7,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Area Cooperative Educational Services,2440014,Village School,2449514,7,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Area Cooperative Educational Services,2440014,Whitney High School North,2449114,8,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Area Cooperative Educational Services,2440014,Whitney High School North,2449114,8,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Area Cooperative Educational Services,2440014,Wintergreen Interdistrict  Magnet School,2440314,3,ELA,68,68,100,68,30,44.1,13,19.1,11,16.2,14,20.6,25,36.8,2390
Area Cooperative Educational Services,2440014,Wintergreen Interdistrict  Magnet School,2440314,3,Math,68,68,100,68,33,48.5,12,17.6,14,20.6,9,13.2,23,33.8,2393
Area Cooperative Educational Services,2440014,Wintergreen Interdistrict  Magnet School,2440314,4,ELA,60,60,100,60,20,33.3,6,10,18,30,16,26.7,34,56.7,2464
Area Cooperative Educational Services,2440014,Wintergreen Interdistrict  Magnet School,2440314,4,Math,60,60,100,60,11,18.3,23,38.3,20,33.3,6,10,26,43.3,2471
Area Cooperative Educational Services,2440014,Wintergreen Interdistrict  Magnet School,2440314,5,ELA,62,61,98.4,61,25,41,12,19.7,16,26.2,8,13.1,24,39.3,2461
Area Cooperative Educational Services,2440014,Wintergreen Interdistrict  Magnet School,2440314,5,Math,62,61,98.4,61,34,55.7,22,36.1,*,*,*,*,*,*,2443
Area Cooperative Educational Services,2440014,Wintergreen Interdistrict  Magnet School,2440314,6,ELA,57,57,100,57,14,24.6,13,22.8,18,31.6,12,21.1,30,52.6,2530
Area Cooperative Educational Services,2440014,Wintergreen Interdistrict  Magnet School,2440314,6,Math,57,57,100,57,20,35.1,16,28.1,14,24.6,7,12.3,21,36.8,2499
Area Cooperative Educational Services,2440014,Wintergreen Interdistrict  Magnet School,2440314,7,ELA,59,58,98.3,58,*,*,18,31,19,32.8,*,*,*,*,2524
Area Cooperative Educational Services,2440014,Wintergreen Interdistrict  Magnet School,2440314,7,Math,59,58,98.3,58,27,46.6,18,31,7,12.1,6,10.3,13,22.4,2497
Area Cooperative Educational Services,2440014,Wintergreen Interdistrict  Magnet School,2440314,8,ELA,49,49,100,49,17,34.7,*,*,16,32.7,*,*,*,*,2525
Area Cooperative Educational Services,2440014,Wintergreen Interdistrict  Magnet School,2440314,8,Math,49,49,100,49,26,53.1,16,32.7,7,14.3,0,0,7,14.3,2491
Ashford School District,0030011,Ashford School,0030111,3,ELA,46,46,100,46,10,21.7,15,32.6,8,17.4,13,28.3,21,45.7,2433
Ashford School District,0030011,Ashford School,0030111,3,Math,46,46,100,46,*,*,19,41.3,16,34.8,*,*,*,*,2449
Ashford School District,0030011,Ashford School,0030111,4,ELA,39,39,100,39,8,20.5,14,35.9,7,17.9,10,25.6,17,43.6,2472
Ashford School District,0030011,Ashford School,0030111,4,Math,39,39,100,39,*,*,15,38.5,13,33.3,*,*,*,*,2471
Ashford School District,0030011,Ashford School,0030111,5,ELA,43,42,97.7,42,9,21.4,7,16.7,11,26.2,15,35.7,26,61.9,2522
Ashford School District,0030011,Ashford School,0030111,5,Math,43,42,97.7,42,14,33.3,13,31,*,*,*,*,15,35.7,2495
Ashford School District,0030011,Ashford School,0030111,6,ELA,32,31,96.9,31,*,*,11,35.5,*,*,7,22.6,*,*,2534
Ashford School District,0030011,Ashford School,0030111,6,Math,32,29,90.6,29,11,37.9,8,27.6,*,*,*,*,10,34.5,2518
Ashford School District,0030011,Ashford School,0030111,7,ELA,40,40,100,40,9,22.5,9,22.5,8,20,14,35,22,55,2569
Ashford School District,0030011,Ashford School,0030111,7,Math,40,39,97.5,39,11,28.2,8,20.5,13,33.3,7,17.9,20,51.3,2549
Ashford School District,0030011,Ashford School,0030111,8,ELA,45,44,97.8,44,*,*,*,*,17,38.6,14,31.8,31,70.5,2614
Ashford School District,0030011,Ashford School,0030111,8,Math,45,44,97.8,44,14,31.8,10,22.7,9,20.5,11,25,20,45.5,2567
Avon School District,0040011,Avon Middle School,0045111,7,ELA,243,241,99.2,241,14,5.8,20,8.3,92,38.2,115,47.7,207,85.9,2635
Avon School District,0040011,Avon Middle School,0045111,7,Math,243,240,98.8,240,17,7.1,31,12.9,58,24.2,134,55.8,192,80,2638
Avon School District,0040011,Avon Middle School,0045111,8,ELA,271,270,99.6,270,17,6.3,42,15.6,100,37,111,41.1,211,78.1,2638
Avon School District,0040011,Avon Middle School,0045111,8,Math,271,270,99.6,270,23,8.5,42,15.6,76,28.1,129,47.8,205,75.9,2645
Avon School District,0040011,Pine Grove School,0040411,3,ELA,134,134,100,134,13,9.7,23,17.2,33,24.6,65,48.5,98,73.1,2475
Avon School District,0040011,Pine Grove School,0040411,3,Math,134,134,100,134,18,13.4,20,14.9,47,35.1,49,36.6,96,71.6,2471
Avon School District,0040011,Pine Grove School,0040411,4,ELA,144,144,100,144,15,10.4,20,13.9,29,20.1,80,55.6,109,75.7,2530
Avon School District,0040011,Pine Grove School,0040411,4,Math,144,144,100,144,11,7.6,32,22.2,45,31.3,56,38.9,101,70.1,2523
Avon School District,0040011,Roaring Brook School,0040311,3,ELA,92,92,100,92,*,*,*,*,29,31.5,47,51.1,76,82.6,2499
Avon School District,0040011,Roaring Brook School,0040311,3,Math,92,92,100,92,*,*,*,*,29,31.5,49,53.3,78,84.8,2503
Avon School District,0040011,Roaring Brook School,0040311,4,ELA,107,107,100,107,*,*,*,*,28,26.2,61,57,89,83.2,2536
Avon School District,0040011,Roaring Brook School,0040311,4,Math,107,107,100,107,*,*,*,*,42,39.3,48,44.9,90,84.1,2538
Avon School District,0040011,Thompson Brook School,0040511,5,ELA,236,236,100,236,25,10.6,30,12.7,57,24.2,124,52.5,181,76.7,2566
Avon School District,0040011,Thompson Brook School,0040511,5,Math,236,236,100,236,35,14.8,44,18.6,54,22.9,103,43.6,157,66.5,2558
Avon School District,0040011,Thompson Brook School,0040511,6,ELA,271,271,100,271,14,5.2,48,17.7,85,31.4,124,45.8,209,77.1,2602
Avon School District,0040011,Thompson Brook School,0040511,6,Math,271,270,99.6,270,32,11.9,42,15.6,65,24.1,131,48.5,196,72.6,2595
Barkhamsted School District,0050011,Barkhamsted Elementary School,0050111,3,ELA,*,*,*,*,*,*,7,26.9,*,*,9,34.6,*,*,*
Barkhamsted School District,0050011,Barkhamsted Elementary School,0050111,3,Math,*,*,*,*,*,*,*,*,*,*,10,38.5,*,*,*
Barkhamsted School District,0050011,Barkhamsted Elementary School,0050111,4,ELA,31,29,93.5,29,*,*,*,*,11,37.9,11,37.9,22,75.9,2510
Barkhamsted School District,0050011,Barkhamsted Elementary School,0050111,4,Math,31,29,93.5,29,*,*,*,*,12,41.4,9,31,21,72.4,2511
Barkhamsted School District,0050011,Barkhamsted Elementary School,0050111,5,ELA,39,39,100,39,*,*,17,43.6,12,30.8,*,*,*,*,2525
Barkhamsted School District,0050011,Barkhamsted Elementary School,0050111,5,Math,39,39,100,39,*,*,16,41,10,25.6,*,*,*,*,2514
Barkhamsted School District,0050011,Barkhamsted Elementary School,0050111,6,ELA,41,39,95.1,39,*,*,*,*,18,46.2,13,33.3,31,79.5,2581
Barkhamsted School District,0050011,Barkhamsted Elementary School,0050111,6,Math,41,39,95.1,39,*,*,12,30.8,14,35.9,*,*,*,*,2563
Barkhamsted School District,0050011,Bridges at Barkhamsted Elementary School,0050211,3,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Barkhamsted School District,0050011,Bridges at Barkhamsted Elementary School,0050211,3,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Berlin School District,0070011,Catherine M. McGee Middle School,0075111,6,ELA,222,215,96.8,215,27,12.6,52,24.2,90,41.9,46,21.4,136,63.3,2552
Berlin School District,0070011,Catherine M. McGee Middle School,0075111,6,Math,222,217,97.7,217,29,13.4,55,25.3,58,26.7,75,34.6,133,61.3,2568
Berlin School District,0070011,Catherine M. McGee Middle School,0075111,7,ELA,204,196,96.1,196,34,17.3,46,23.5,83,42.3,33,16.8,116,59.2,2563
Berlin School District,0070011,Catherine M. McGee Middle School,0075111,7,Math,204,194,95.1,194,34,17.5,52,26.8,45,23.2,63,32.5,108,55.7,2577
Berlin School District,0070011,Catherine M. McGee Middle School,0075111,8,ELA,259,253,97.7,253,26,10.3,41,16.2,118,46.6,68,26.9,186,73.5,2609
Berlin School District,0070011,Catherine M. McGee Middle School,0075111,8,Math,259,253,97.7,253,37,14.6,51,20.2,62,24.5,103,40.7,165,65.2,2617
Berlin School District,0070011,Emma Hart Willard School,0070411,3,ELA,65,65,100,65,7,10.8,18,27.7,22,33.8,18,27.7,40,61.5,2447
Berlin School District,0070011,Emma Hart Willard School,0070411,3,Math,65,65,100,65,*,*,*,*,18,27.7,36,55.4,54,83.1,2504
Berlin School District,0070011,Emma Hart Willard School,0070411,4,ELA,77,77,100,77,15,19.5,14,18.2,24,31.2,24,31.2,48,62.3,2491
Berlin School District,0070011,Emma Hart Willard School,0070411,4,Math,77,77,100,77,9,11.7,18,23.4,26,33.8,24,31.2,50,64.9,2502
Berlin School District,0070011,Emma Hart Willard School,0070411,5,ELA,78,78,100,77,18,23.4,15,19.5,28,36.4,16,20.8,44,57.1,2512
Berlin School District,0070011,Emma Hart Willard School,0070411,5,Math,78,78,100,77,15,19.5,23,29.9,15,19.5,24,31.2,39,50.6,2533
Berlin School District,0070011,Mary E. Griswold School,0070511,3,ELA,79,79,100,79,18,22.8,15,19,26,32.9,20,25.3,46,58.2,2437
Berlin School District,0070011,Mary E. Griswold School,0070511,3,Math,79,79,100,79,11,13.9,18,22.8,21,26.6,29,36.7,50,63.3,2468
Berlin School District,0070011,Mary E. Griswold School,0070511,4,ELA,88,88,100,88,15,17,17,19.3,24,27.3,32,36.4,56,63.6,2497
Berlin School District,0070011,Mary E. Griswold School,0070511,4,Math,88,88,100,88,*,*,*,*,41,46.6,22,25,63,71.6,2513
Berlin School District,0070011,Mary E. Griswold School,0070511,5,ELA,82,77,93.9,77,13,16.9,11,14.3,26,33.8,27,35.1,53,68.8,2539
Berlin School District,0070011,Mary E. Griswold School,0070511,5,Math,82,77,93.9,77,15,19.5,29,37.7,16,20.8,17,22.1,33,42.9,2520
Berlin School District,0070011,Richard D. Hubbard School,0070111,3,ELA,44,44,100,44,*,*,*,*,12,27.3,27,61.4,39,88.6,2497
Berlin School District,0070011,Richard D. Hubbard School,0070111,3,Math,43,43,100,43,*,*,*,*,12,27.9,23,53.5,35,81.4,2499
Berlin School District,0070011,Richard D. Hubbard School,0070111,4,ELA,25,24,96,24,*,*,*,*,6,25,10,41.7,16,66.7,2497
Berlin School District,0070011,Richard D. Hubbard School,0070111,4,Math,25,24,96,24,*,*,*,*,9,37.5,9,37.5,18,75,2524
Berlin School District,0070011,Richard D. Hubbard School,0070111,5,ELA,48,48,100,48,6,12.5,9,18.8,18,37.5,15,31.3,33,68.8,2536
Berlin School District,0070011,Richard D. Hubbard School,0070111,5,Math,47,47,100,47,10,21.3,12,25.5,10,21.3,15,31.9,25,53.2,2527
Bethany School District,0080011,Bethany Community School,0080111,3,ELA,48,48,100,44,*,*,10,22.7,*,*,24,54.5,*,*,2490
Bethany School District,0080011,Bethany Community School,0080111,3,Math,48,48,100,44,*,*,*,*,17,38.6,16,36.4,33,75,2477
Bethany School District,0080011,Bethany Community School,0080111,4,ELA,37,37,100,37,*,*,*,*,7,18.9,19,51.4,26,70.3,2520
Bethany School District,0080011,Bethany Community School,0080111,4,Math,37,37,100,37,*,*,*,*,15,40.5,13,35.1,28,75.7,2514
Bethany School District,0080011,Bethany Community School,0080111,5,ELA,61,58,95.1,57,6,10.5,10,17.5,14,24.6,27,47.4,41,71.9,2557
Bethany School District,0080011,Bethany Community School,0080111,5,Math,61,58,95.1,57,8,14,15,26.3,13,22.8,21,36.8,34,59.6,2547
Bethany School District,0080011,Bethany Community School,0080111,6,ELA,63,63,100,62,*,*,*,*,23,37.1,22,35.5,45,72.6,2574
Bethany School District,0080011,Bethany Community School,0080111,6,Math,63,63,100,62,*,*,19,30.6,*,*,25,40.3,*,*,2581
Bethel School District,0090011,Anna H. Rockwell School,0090411,3,ELA,113,113,100,113,19,16.8,30,26.5,23,20.4,41,36.3,64,56.6,2453
Bethel School District,0090011,Anna H. Rockwell School,0090411,3,Math,113,113,100,113,14,12.4,35,31,39,34.5,25,22.1,64,56.6,2450
Bethel School District,0090011,Bethel Middle School,0095111,6,ELA,275,273,99.3,273,30,11,56,20.5,104,38.1,83,30.4,187,68.5,2565
Bethel School District,0090011,Bethel Middle School,0095111,6,Math,274,270,98.5,270,42,15.6,79,29.3,69,25.6,80,29.6,149,55.2,2558
Bethel School District,0090011,Bethel Middle School,0095111,7,ELA,237,233,98.3,233,26,11.2,44,18.9,95,40.8,68,29.2,163,70,2597
Bethel School District,0090011,Bethel Middle School,0095111,7,Math,237,233,98.3,233,24,10.3,67,28.8,72,30.9,70,30,142,60.9,2587
Bethel School District,0090011,Bethel Middle School,0095111,8,ELA,232,230,99.1,230,25,10.9,44,19.1,102,44.3,59,25.7,161,70,2605
Bethel School District,0090011,Bethel Middle School,0095111,8,Math,232,229,98.7,229,49,21.4,41,17.9,56,24.5,83,36.2,139,60.7,2604
Bethel School District,0090011,Frank A. Berry School,0090111,3,ELA,110,110,100,110,17,15.5,15,13.6,30,27.3,48,43.6,78,70.9,2468
Bethel School District,0090011,Frank A. Berry School,0090111,3,Math,110,109,99.1,109,13,11.9,29,26.6,34,31.2,33,30.3,67,61.5,2463
Bethel School District,0090011,Ralph M. T. Johnson School,0090511,4,ELA,225,224,99.6,224,42,18.8,38,17,56,25,88,39.3,144,64.3,2501
Bethel School District,0090011,Ralph M. T. Johnson School,0090511,4,Math,226,226,100,226,25,11.1,55,24.3,73,32.3,73,32.3,146,64.6,2511
Bethel School District,0090011,Ralph M. T. Johnson School,0090511,5,ELA,255,255,100,255,32,12.5,57,22.4,89,34.9,77,30.2,166,65.1,2537
Bethel School District,0090011,Ralph M. T. Johnson School,0090511,5,Math,255,255,100,255,45,17.6,70,27.5,65,25.5,75,29.4,140,54.9,2533
Bloomfield School District,0110011,Carmen Arace Intermediate School,0110711,5,ELA,111,111,100,111,61,55,21,18.9,21,18.9,8,7.2,29,26.1,2440
Bloomfield School District,0110011,Carmen Arace Intermediate School,0110711,5,Math,111,111,100,111,54,48.6,37,33.3,7,6.3,13,11.7,20,18,2459
Bloomfield School District,0110011,Carmen Arace Intermediate School,0110711,6,ELA,137,137,100,137,28,20.4,41,29.9,50,36.5,18,13.1,68,49.6,2525
