District,District Code,School,School Code,Grade,Subject,Total Number of Students,Total Number Tested,Smarter Balanced Participation Rate,Total Number with Scored Tests,Count,%,Count,%,Count,%,Count,%,Count,%,Average VSS
Capitol Region Education Council,2410014,Discovery Academy,2418114,3,ELA,69,68,98.6,68,20,29.4,17,25,16,23.5,15,22.1,31,45.6,2419
Capitol Region Education Council,2410014,Discovery Academy,2418114,3,Math,69,68,98.6,68,17,25,16,23.5,19,27.9,16,23.5,35,51.5,2440
Capitol Region Education Council,2410014,Discovery Academy,2418114,4,ELA,59,58,98.3,58,13,22.4,12,20.7,14,24.1,19,32.8,33,56.9,2489
Capitol Region Education Council,2410014,Discovery Academy,2418114,4,Math,59,58,98.3,58,12,20.7,13,22.4,18,31,15,25.9,33,56.9,2494
Capitol Region Education Council,2410014,Discovery Academy,2418114,5,ELA,62,62,100,62,9,14.5,10,16.1,19,30.6,24,38.7,43,69.4,2549
Capitol Region Education Council,2410014,Discovery Academy,2418114,5,Math,62,62,100,62,12,19.4,17,27.4,19,30.6,14,22.6,33,53.2,2527
Capitol Region Education Council,2410014,Farmington Valley Regional Diagnostic Center,2419214,7,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Capitol Region Education Council,2410014,Farmington Valley Regional Diagnostic Center,2419214,7,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Capitol Region Education Council,2410014,Farmington Valley Regional Diagnostic Center,2419214,8,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Capitol Region Education Council,2410014,Farmington Valley Regional Diagnostic Center,2419214,8,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Capitol Region Education Council,2410014,Glastonbury/East Hartford Magnet School,2410114,3,ELA,62,62,100,62,21,33.9,10,16.1,12,19.4,19,30.6,31,50,2425
Capitol Region Education Council,2410014,Glastonbury/East Hartford Magnet School,2410114,3,Math,62,62,100,62,18,29,19,30.6,9,14.5,16,25.8,25,40.3,2434
Capitol Region Education Council,2410014,Glastonbury/East Hartford Magnet School,2410114,4,ELA,65,65,100,65,14,21.5,15,23.1,13,20,23,35.4,36,55.4,2480
Capitol Region Education Council,2410014,Glastonbury/East Hartford Magnet School,2410114,4,Math,65,65,100,65,19,29.2,17,26.2,13,20,16,24.6,29,44.6,2472
Capitol Region Education Council,2410014,Glastonbury/East Hartford Magnet School,2410114,5,ELA,62,62,100,62,22,35.5,9,14.5,14,22.6,17,27.4,31,50,2492
Capitol Region Education Council,2410014,Glastonbury/East Hartford Magnet School,2410114,5,Math,62,62,100,62,37,59.7,11,17.7,*,*,*,*,14,22.6,2444
Capitol Region Education Council,2410014,Greater Hartford Academy of the Arts Magnet Middle,2415314,6,ELA,117,115,98.3,114,41,36,31,27.2,28,24.6,14,12.3,42,36.8,2496
Capitol Region Education Council,2410014,Greater Hartford Academy of the Arts Magnet Middle,2415314,6,Math,117,111,94.9,111,49,44.1,40,36,14,12.6,8,7.2,22,19.8,2466
Capitol Region Education Council,2410014,Greater Hartford Academy of the Arts Magnet Middle,2415314,7,ELA,105,100,95.2,100,30,30,26,26,31,31,13,13,44,44,2533
Capitol Region Education Council,2410014,Greater Hartford Academy of the Arts Magnet Middle,2415314,7,Math,105,100,95.2,100,46,46,30,30,11,11,13,13,24,24,2491
Capitol Region Education Council,2410014,Greater Hartford Academy of the Arts Magnet Middle,2415314,8,ELA,100,90,90,90,39,43.3,*,*,27,30,*,*,*,*,2513
Capitol Region Education Council,2410014,Greater Hartford Academy of the Arts Magnet Middle,2415314,8,Math,100,83,83,83,43,51.8,20,24.1,10,12,10,12,20,24.1,2490
Capitol Region Education Council,2410014,International Magnet School for Global Citizenship,2410414,3,ELA,65,62,95.4,62,22,35.5,10,16.1,14,22.6,16,25.8,30,48.4,2416
Capitol Region Education Council,2410014,International Magnet School for Global Citizenship,2410414,3,Math,65,62,95.4,62,22,35.5,9,14.5,12,19.4,19,30.6,31,50,2429
Capitol Region Education Council,2410014,International Magnet School for Global Citizenship,2410414,4,ELA,61,61,100,61,23,37.7,14,23,13,21.3,11,18,24,39.3,2443
Capitol Region Education Council,2410014,International Magnet School for Global Citizenship,2410414,4,Math,61,60,98.4,60,*,*,21,35,17,28.3,*,*,*,*,2452
Capitol Region Education Council,2410014,International Magnet School for Global Citizenship,2410414,5,ELA,46,45,97.8,45,18,40,14,31.1,*,*,*,*,13,28.9,2449
Capitol Region Education Council,2410014,International Magnet School for Global Citizenship,2410414,5,Math,46,45,97.8,45,19,42.2,12,26.7,*,*,*,*,14,31.1,2462
Capitol Region Education Council,2410014,John J. Allison Polaris Center,2419014,3,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Capitol Region Education Council,2410014,John J. Allison Polaris Center,2419014,3,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Capitol Region Education Council,2410014,John J. Allison Polaris Center,2419014,6,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Capitol Region Education Council,2410014,John J. Allison Polaris Center,2419014,6,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Capitol Region Education Council,2410014,John J. Allison Polaris Center,2419014,7,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Capitol Region Education Council,2410014,John J. Allison Polaris Center,2419014,7,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Capitol Region Education Council,2410014,John J. Allison Polaris Center,2419014,8,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Capitol Region Education Council,2410014,John J. Allison Polaris Center,2419014,8,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Capitol Region Education Council,2410014,Metropolitan Learning Center for Global and International Studies,2416114,6,ELA,117,117,100,117,24,20.5,34,29.1,38,32.5,21,17.9,59,50.4,2527
Capitol Region Education Council,2410014,Metropolitan Learning Center for Global and International Studies,2416114,6,Math,117,117,100,117,48,41,40,34.2,20,17.1,9,7.7,29,24.8,2482
Capitol Region Education Council,2410014,Metropolitan Learning Center for Global and International Studies,2416114,7,ELA,111,108,97.3,108,21,19.4,28,25.9,44,40.7,15,13.9,59,54.6,2557
Capitol Region Education Council,2410014,Metropolitan Learning Center for Global and International Studies,2416114,7,Math,111,108,97.3,108,42,38.9,35,32.4,21,19.4,10,9.3,31,28.7,2512
Capitol Region Education Council,2410014,Metropolitan Learning Center for Global and International Studies,2416114,8,ELA,113,112,99.1,112,22,19.6,35,31.3,41,36.6,14,12.5,55,49.1,2557
Capitol Region Education Council,2410014,Metropolitan Learning Center for Global and International Studies,2416114,8,Math,113,112,99.1,112,59,52.7,33,29.5,12,10.7,8,7.1,20,17.9,2507
Capitol Region Education Council,2410014,Montessori Magnet School,2413114,3,ELA,37,35,94.6,35,10,28.6,15,42.9,*,*,*,*,10,28.6,2405
Capitol Region Education Council,2410014,Montessori Magnet School,2413114,3,Math,37,35,94.6,35,12,34.3,12,34.3,*,*,*,*,11,31.4,2405
Capitol Region Education Council,2410014,Montessori Magnet School,2413114,4,ELA,44,43,97.7,43,20,46.5,8,18.6,6,14,9,20.9,15,34.9,2441
Capitol Region Education Council,2410014,Montessori Magnet School,2413114,4,Math,44,43,97.7,43,18,41.9,12,27.9,*,*,*,*,13,30.2,2432
Capitol Region Education Council,2410014,Montessori Magnet School,2413114,5,ELA,46,46,100,46,13,28.3,15,32.6,10,21.7,8,17.4,18,39.1,2483
Capitol Region Education Council,2410014,Montessori Magnet School,2413114,5,Math,46,45,97.8,45,22,48.9,13,28.9,*,*,*,*,10,22.2,2459
Capitol Region Education Council,2410014,Montessori Magnet School,2413114,6,ELA,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Capitol Region Education Council,2410014,Montessori Magnet School,2413114,6,Math,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Capitol Region Education Council,2410014,Museum Academy,2410514,3,ELA,66,65,98.5,65,15,23.1,13,20,12,18.5,25,38.5,37,56.9,2453
Capitol Region Education Council,2410014,Museum Academy,2410514,3,Math,66,65,98.5,65,13,20,15,23.1,21,32.3,16,24.6,37,56.9,2450
Capitol Region Education Council,2410014,Museum Academy,2410514,4,ELA,59,57,96.6,57,*,*,*,*,18,31.6,19,33.3,37,64.9,2483
Capitol Region Education Council,2410014,Museum Academy,2410514,4,Math,59,57,96.6,57,9,15.8,18,31.6,17,29.8,13,22.8,30,52.6,2485
Capitol Region Education Council,2410014,Museum Academy,2410514,5,ELA,61,61,100,61,18,29.5,10,16.4,20,32.8,13,21.3,33,54.1,2509
Capitol Region Education Council,2410014,Museum Academy,2410514,5,Math,61,61,100,61,15,24.6,16,26.2,14,23,16,26.2,30,49.2,2517
Capitol Region Education Council,2410014,Reggio Magnet School of the Arts,2410314,3,ELA,66,65,98.5,65,29,44.6,19,29.2,11,16.9,6,9.2,17,26.2,2382
Capitol Region Education Council,2410014,Reggio Magnet School of the Arts,2410314,3,Math,66,65,98.5,65,25,38.5,22,33.8,*,*,*,*,18,27.7,2391
Capitol Region Education Council,2410014,Reggio Magnet School of the Arts,2410314,4,ELA,61,61,100,61,18,29.5,9,14.8,22,36.1,12,19.7,34,55.7,2467
Capitol Region Education Council,2410014,Reggio Magnet School of the Arts,2410314,4,Math,61,61,100,61,13,21.3,20,32.8,21,34.4,7,11.5,28,45.9,2465
Capitol Region Education Council,2410014,Reggio Magnet School of the Arts,2410314,5,ELA,64,64,100,64,18,28.1,14,21.9,12,18.8,20,31.3,32,50,2507
Capitol Region Education Council,2410014,Reggio Magnet School of the Arts,2410314,5,Math,64,64,100,64,17,26.6,17,26.6,16,25,14,21.9,30,46.9,2505
Capitol Region Education Council,2410014,River Street School,2419314,8,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Capitol Region Education Council,2410014,River Street School,2419314,8,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Capitol Region Education Council,2410014,Soundbridge @ Chippens Hill MS Bristol,2411514,7,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Capitol Region Education Council,2410014,Soundbridge @ Chippens Hill MS Bristol,2411514,7,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Capitol Region Education Council,2410014,Soundbridge @ Chippens Hill MS Bristol,2411514,8,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Capitol Region Education Council,2410014,Soundbridge @ Chippens Hill MS Bristol,2411514,8,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Capitol Region Education Council,2410014,Soundbridge@Mountain View Elementary School,2411714,3,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Capitol Region Education Council,2410014,Soundbridge@Mountain View Elementary School,2411714,3,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Capitol Region Education Council,2410014,Two Rivers Magnet Middle School,2415014,6,ELA,213,211,99.1,211,77,36.5,63,29.9,53,25.1,18,8.5,71,33.6,2489
Capitol Region Education Council,2410014,Two Rivers Magnet Middle School,2415014,6,Math,213,210,98.6,210,110,52.4,68,32.4,20,9.5,12,5.7,32,15.2,2460
Capitol Region Education Council,2410014,Two Rivers Magnet Middle School,2415014,7,ELA,214,213,99.5,213,60,28.2,51,23.9,67,31.5,35,16.4,102,47.9,2544
Capitol Region Education Council,2410014,Two Rivers Magnet Middle School,2415014,7,Math,214,213,99.5,213,111,52.1,39,18.3,38,17.8,25,11.7,63,29.6,2494
Capitol Region Education Council,2410014,Two Rivers Magnet Middle School,2415014,8,ELA,209,209,100,209,35,16.7,52,24.9,74,35.4,48,23,122,58.4,2585
Capitol Region Education Council,2410014,Two Rivers Magnet Middle School,2415014,8,Math,209,209,100,209,92,44,58,27.8,30,14.4,29,13.9,59,28.2,2530
Capitol Region Education Council,2410014,University of Hartford Magnet School,2410214,3,ELA,65,64,98.5,64,30,46.9,14,21.9,13,20.3,7,10.9,20,31.3,2384
Capitol Region Education Council,2410014,University of Hartford Magnet School,2410214,3,Math,65,64,98.5,64,28,43.8,18,28.1,*,*,*,*,18,28.1,2393
Capitol Region Education Council,2410014,University of Hartford Magnet School,2410214,4,ELA,65,65,100,65,17,26.2,15,23.1,18,27.7,15,23.1,33,50.8,2470
Capitol Region Education Council,2410014,University of Hartford Magnet School,2410214,4,Math,65,65,100,65,14,21.5,21,32.3,23,35.4,7,10.8,30,46.2,2465
Capitol Region Education Council,2410014,University of Hartford Magnet School,2410214,5,ELA,63,63,100,63,10,15.9,17,27,20,31.7,16,25.4,36,57.1,2526
Capitol Region Education Council,2410014,University of Hartford Magnet School,2410214,5,Math,63,63,100,63,12,19,22,34.9,15,23.8,14,22.2,29,46,2521
Chaplin School District,0240011,Chaplin Elementary School,0240211,3,ELA,26,26,100,26,*,*,*,*,7,26.9,13,50,20,76.9,2472
Chaplin School District,0240011,Chaplin Elementary School,0240211,3,Math,26,26,100,26,*,*,*,*,10,38.5,12,46.2,22,84.6,2486
Chaplin School District,0240011,Chaplin Elementary School,0240211,4,ELA,23,23,100,23,8,34.8,*,*,*,*,*,*,*,*,2455
Chaplin School District,0240011,Chaplin Elementary School,0240211,4,Math,22,22,100,22,*,*,11,50,*,*,*,*,*,*,2481
Chaplin School District,0240011,Chaplin Elementary School,0240211,5,ELA,9,9,*,9,*,*,*,*,*,*,*,*,*,*,*
Chaplin School District,0240011,Chaplin Elementary School,0240211,5,Math,9,9,*,9,*,*,*,*,*,*,*,*,*,*,*
Chaplin School District,0240011,Chaplin Elementary School,0240211,6,ELA,22,22,100,22,*,*,6,27.3,7,31.8,*,*,*,*,2542
Chaplin School District,0240011,Chaplin Elementary School,0240211,6,Math,22,22,100,22,*,*,8,36.4,8,36.4,*,*,*,*,2570
Cheshire School District,0250011,Chapman School,0250111,3,ELA,*,*,*,*,*,*,*,*,*,*,26,63.4,*,*,*
Cheshire School District,0250011,Chapman School,0250111,3,Math,*,*,*,*,0,0,*,*,*,*,20,48.8,*,*,*
Cheshire School District,0250011,Chapman School,0250111,4,ELA,42,41,97.6,41,*,*,*,*,13,31.7,*,*,*,*,2527
Cheshire School District,0250011,Chapman School,0250111,4,Math,42,41,97.6,41,*,*,10,24.4,14,34.1,*,*,*,*,2519
Cheshire School District,0250011,Chapman School,0250111,5,ELA,53,50,94.3,50,0,0,9,18,13,26,28,56,41,82,2582
Cheshire School District,0250011,Chapman School,0250111,5,Math,53,50,94.3,50,*,*,*,*,14,28,25,50,39,78,2580
Cheshire School District,0250011,Chapman School,0250111,6,ELA,51,50,98,50,*,*,*,*,15,30,29,58,44,88,2619
Cheshire School District,0250011,Chapman School,0250111,6,Math,51,50,98,50,*,*,12,24,*,*,25,50,*,*,2603
Cheshire School District,0250011,Dodd Middle School,0255111,7,ELA,309,306,99,306,19,6.2,37,12.1,146,47.7,104,34,250,81.7,2616
Cheshire School District,0250011,Dodd Middle School,0255111,7,Math,309,304,98.4,304,34,11.2,66,21.7,72,23.7,132,43.4,204,67.1,2606
Cheshire School District,0250011,Dodd Middle School,0255111,8,ELA,366,360,98.4,360,21,5.8,45,12.5,154,42.8,140,38.9,294,81.7,2639
Cheshire School District,0250011,Dodd Middle School,0255111,8,Math,366,359,98.1,359,33,9.2,61,17,89,24.8,176,49,265,73.8,2641
Cheshire School District,0250011,Doolittle School,0250611,3,ELA,74,73,98.6,73,9,12.3,13,17.8,14,19.2,37,50.7,51,69.9,2481
Cheshire School District,0250011,Doolittle School,0250611,3,Math,74,72,97.3,72,8,11.1,11,15.3,17,23.6,36,50,53,73.6,2488
Cheshire School District,0250011,Doolittle School,0250611,4,ELA,77,76,98.7,76,*,*,*,*,21,27.6,38,50,59,77.6,2524
Cheshire School District,0250011,Doolittle School,0250611,4,Math,77,76,98.7,76,7,9.2,13,17.1,26,34.2,30,39.5,56,73.7,2523
Cheshire School District,0250011,Doolittle School,0250611,5,ELA,67,66,98.5,66,*,*,*,*,17,25.8,38,57.6,55,83.3,2584
Cheshire School District,0250011,Doolittle School,0250611,5,Math,67,66,98.5,66,*,*,18,27.3,*,*,33,50,*,*,2581
Cheshire School District,0250011,Doolittle School,0250611,6,ELA,79,78,98.7,78,*,*,*,*,28,35.9,37,47.4,65,83.3,2606
Cheshire School District,0250011,Doolittle School,0250611,6,Math,79,78,98.7,78,10,12.8,16,20.5,23,29.5,29,37.2,52,66.7,2582
Cheshire School District,0250011,Highland School,0250411,3,ELA,105,105,100,105,*,*,*,*,25,23.8,65,61.9,90,85.7,2505
Cheshire School District,0250011,Highland School,0250411,3,Math,105,105,100,105,*,*,*,*,32,30.5,59,56.2,91,86.7,2514
Cheshire School District,0250011,Highland School,0250411,4,ELA,109,108,99.1,108,7,6.5,18,16.7,23,21.3,60,55.6,83,76.9,2536
Cheshire School District,0250011,Highland School,0250411,4,Math,109,108,99.1,108,*,*,*,*,36,33.3,42,38.9,78,72.2,2531
Cheshire School District,0250011,Highland School,0250411,5,ELA,103,102,99,102,7,6.9,7,6.9,24,23.5,64,62.7,88,86.3,2599
Cheshire School District,0250011,Highland School,0250411,5,Math,103,102,99,102,*,*,*,*,18,17.6,70,68.6,88,86.3,2605
Cheshire School District,0250011,Highland School,0250411,6,ELA,123,121,98.4,121,*,*,*,*,45,37.2,54,44.6,99,81.8,2601
Cheshire School District,0250011,Highland School,0250411,6,Math,123,121,98.4,121,8,6.6,24,19.8,33,27.3,56,46.3,89,73.6,2599
Cheshire School District,0250011,Humiston Alternative School,0250911,8,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Cheshire School District,0250011,Humiston Alternative School,0250911,8,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Cheshire School District,0250011,Norton School,0250511,3,ELA,62,62,100,62,*,*,*,*,15,24.2,38,61.3,53,85.5,2505
Cheshire School District,0250011,Norton School,0250511,3,Math,62,62,100,62,*,*,*,*,20,32.3,32,51.6,52,83.9,2495
Cheshire School District,0250011,Norton School,0250511,4,ELA,47,46,97.9,46,*,*,*,*,11,23.9,30,65.2,41,89.1,2572
Cheshire School District,0250011,Norton School,0250511,4,Math,47,46,97.9,46,0,0,8,17.4,14,30.4,24,52.2,38,82.6,2550
Cheshire School District,0250011,Norton School,0250511,5,ELA,65,65,100,65,0,0,*,*,*,*,40,61.5,*,*,2603
Cheshire School District,0250011,Norton School,0250511,5,Math,65,65,100,65,*,*,*,*,13,20,44,67.7,57,87.7,2602
Cheshire School District,0250011,Norton School,0250511,6,ELA,74,73,98.6,73,*,*,*,*,25,34.2,36,49.3,61,83.6,2609
Cheshire School District,0250011,Norton School,0250511,6,Math,74,73,98.6,73,*,*,*,*,19,26,40,54.8,59,80.8,2623
Chester School District,0260011,Chester Elementary School,0260111,3,ELA,20,20,100,20,0,0,*,*,*,*,9,45,*,*,2486
Chester School District,0260011,Chester Elementary School,0260111,3,Math,20,20,100,20,0,0,*,*,*,*,11,55,*,*,2509
Chester School District,0260011,Chester Elementary School,0260111,4,ELA,26,26,100,26,*,*,*,*,8,30.8,12,46.2,20,76.9,2534
Chester School District,0260011,Chester Elementary School,0260111,4,Math,26,26,100,26,*,*,*,*,8,30.8,13,50,21,80.8,2556
Chester School District,0260011,Chester Elementary School,0260111,5,ELA,25,25,100,25,*,*,*,*,10,40,11,44,21,84,2566
Chester School District,0260011,Chester Elementary School,0260111,5,Math,25,25,100,25,*,*,*,*,8,32,7,28,15,60,2533
Chester School District,0260011,Chester Elementary School,0260111,6,ELA,31,31,100,31,0,0,*,*,*,*,14,45.2,*,*,2609
Chester School District,0260011,Chester Elementary School,0260111,6,Math,31,31,100,31,*,*,7,22.6,*,*,18,58.1,*,*,2596
Clinton School District,0270011,Abraham Pierson School,0270111,4,ELA,108,108,100,108,26,24.1,23,21.3,25,23.1,34,31.5,59,54.6,2486
Clinton School District,0270011,Abraham Pierson School,0270111,4,Math,108,108,100,108,14,13,33,30.6,35,32.4,26,24.1,61,56.5,2493
Clinton School District,0270011,Abraham Pierson School,0270111,5,ELA,140,139,99.3,139,25,18,20,14.4,52,37.4,42,30.2,94,67.6,2532
Clinton School District,0270011,Abraham Pierson School,0270111,5,Math,140,139,99.3,139,20,14.4,42,30.2,34,24.5,43,30.9,77,55.4,2531
Clinton School District,0270011,Jared Eliot School,0275111,6,ELA,131,128,97.7,128,13,10.2,37,28.9,61,47.7,17,13.3,78,60.9,2546
Clinton School District,0270011,Jared Eliot School,0275111,6,Math,131,128,97.7,128,18,14.1,49,38.3,46,35.9,15,11.7,61,47.7,2541
Clinton School District,0270011,Jared Eliot School,0275111,7,ELA,139,137,98.6,137,20,14.6,25,18.2,63,46,29,21.2,92,67.2,2578
Clinton School District,0270011,Jared Eliot School,0275111,7,Math,139,137,98.6,137,15,10.9,40,29.2,47,34.3,35,25.5,82,59.9,2578
Clinton School District,0270011,Jared Eliot School,0275111,8,ELA,166,155,93.4,155,21,13.5,38,24.5,66,42.6,30,19.4,96,61.9,2586
Clinton School District,0270011,Jared Eliot School,0275111,8,Math,166,155,93.4,155,25,16.1,38,24.5,49,31.6,43,27.7,92,59.4,2596
Clinton School District,0270011,Lewin G. Joel Jr. School,0270311,3,ELA,111,111,100,111,19,17.1,33,29.7,33,29.7,26,23.4,59,53.2,2437
Clinton School District,0270011,Lewin G. Joel Jr. School,0270311,3,Math,111,111,100,111,28,25.2,26,23.4,35,31.5,22,19.8,57,51.4,2438
Colchester School District,0280011,Jack Jackter Intermediate School,0280211,3,ELA,152,152,100,152,21,13.8,31,20.4,39,25.7,61,40.1,100,65.8,2462
Colchester School District,0280011,Jack Jackter Intermediate School,0280211,3,Math,152,151,99.3,151,15,9.9,30,19.9,58,38.4,48,31.8,106,70.2,2471
Colchester School District,0280011,Jack Jackter Intermediate School,0280211,4,ELA,162,161,99.4,161,29,18,29,18,45,28,58,36,103,64,2496
Colchester School District,0280011,Jack Jackter Intermediate School,0280211,4,Math,162,160,98.8,160,18,11.3,38,23.8,61,38.1,43,26.9,104,65,2505
Colchester School District,0280011,Jack Jackter Intermediate School,0280211,5,ELA,171,170,99.4,170,6,3.5,23,13.5,74,43.5,67,39.4,141,82.9,2563
Colchester School District,0280011,Jack Jackter Intermediate School,0280211,5,Math,171,170,99.4,170,13,7.6,27,15.9,55,32.4,75,44.1,130,76.5,2565
Colchester School District,0280011,William J. Johnston Middle School,0285111,6,ELA,167,166,99.4,166,20,12,39,23.5,57,34.3,50,30.1,107,64.5,2562
Colchester School District,0280011,William J. Johnston Middle School,0285111,6,Math,167,166,99.4,166,18,10.8,35,21.1,44,26.5,69,41.6,113,68.1,2581
Colchester School District,0280011,William J. Johnston Middle School,0285111,7,ELA,168,168,100,168,26,15.5,22,13.1,83,49.4,37,22,120,71.4,2583
Colchester School District,0280011,William J. Johnston Middle School,0285111,7,Math,168,168,100,168,20,11.9,37,22,44,26.2,67,39.9,111,66.1,2600
Colchester School District,0280011,William J. Johnston Middle School,0285111,8,ELA,188,186,98.9,186,10,5.4,40,21.5,89,47.8,47,25.3,136,73.1,2613
Colchester School District,0280011,William J. Johnston Middle School,0285111,8,Math,188,186,98.9,186,21,11.3,31,16.7,51,27.4,83,44.6,134,72,2632
Colebrook School District,0290011,Colebrook Consolidated School,0290111,3,ELA,14,14,*,14,*,*,*,*,*,*,*,*,*,*,*
Colebrook School District,0290011,Colebrook Consolidated School,0290111,3,Math,14,14,*,14,*,*,*,*,*,*,*,*,*,*,*
Colebrook School District,0290011,Colebrook Consolidated School,0290111,4,ELA,11,10,*,10,*,*,*,*,*,*,*,*,*,*,*
Colebrook School District,0290011,Colebrook Consolidated School,0290111,4,Math,11,10,*,10,*,*,*,*,*,*,*,*,*,*,*
Colebrook School District,0290011,Colebrook Consolidated School,0290111,5,ELA,11,11,*,11,*,*,*,*,*,*,*,*,*,*,*
Colebrook School District,0290011,Colebrook Consolidated School,0290111,5,Math,11,11,*,11,*,*,*,*,*,*,*,*,*,*,*
Colebrook School District,0290011,Colebrook Consolidated School,0290111,6,ELA,19,17,*,17,*,*,*,*,*,*,*,*,*,*,*
Colebrook School District,0290011,Colebrook Consolidated School,0290111,6,Math,19,17,*,17,*,*,*,*,*,*,*,*,*,*,*
Columbia School District,0300011,Horace W. Porter School,0300111,3,ELA,37,37,100,37,*,*,*,*,11,29.7,18,48.6,29,78.4,2461
Columbia School District,0300011,Horace W. Porter School,0300111,3,Math,37,37,100,37,*,*,*,*,13,35.1,13,35.1,26,70.3,2476
Columbia School District,0300011,Horace W. Porter School,0300111,4,ELA,29,29,100,29,*,*,8,27.6,10,34.5,*,*,*,*,2495
Columbia School District,0300011,Horace W. Porter School,0300111,4,Math,29,29,100,29,*,*,14,48.3,7,24.1,*,*,*,*,2470
Columbia School District,0300011,Horace W. Porter School,0300111,5,ELA,42,41,97.6,41,6,14.6,8,19.5,12,29.3,15,36.6,27,65.9,2540
Columbia School District,0300011,Horace W. Porter School,0300111,5,Math,42,40,95.2,40,10,25,15,37.5,7,17.5,8,20,15,37.5,2508
Columbia School District,0300011,Horace W. Porter School,0300111,6,ELA,44,43,97.7,43,*,*,10,23.3,21,48.8,*,*,*,*,2546
Columbia School District,0300011,Horace W. Porter School,0300111,6,Math,44,42,95.5,42,*,*,17,40.5,14,33.3,*,*,*,*,2537
Columbia School District,0300011,Horace W. Porter School,0300111,7,ELA,40,38,95,38,*,*,*,*,17,44.7,11,28.9,28,73.7,2598
Columbia School District,0300011,Horace W. Porter School,0300111,7,Math,40,38,95,38,*,*,*,*,15,39.5,10,26.3,25,65.8,2581
Columbia School District,0300011,Horace W. Porter School,0300111,8,ELA,56,54,96.4,54,7,13,12,22.2,27,50,8,14.8,35,64.8,2584
Columbia School District,0300011,Horace W. Porter School,0300111,8,Math,56,53,94.6,53,13,24.5,21,39.6,11,20.8,8,15.1,19,35.8,2548
Cooperative Educational Services,2430014,Developmental Learning Center (DLC),2439214,8,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Cooperative Educational Services,2430014,Developmental Learning Center (DLC),2439214,8,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Cooperative Educational Services,2430014,Preschool-Primary Learning Center (PLC),2439114,5,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Cooperative Educational Services,2430014,Preschool-Primary Learning Center (PLC),2439114,5,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Cooperative Educational Services,2430014,Six-Six Magnet School,2430114,3,ELA,57,56,98.2,56,15,26.8,11,19.6,18,32.1,12,21.4,30,53.6,2427
Cooperative Educational Services,2430014,Six-Six Magnet School,2430114,3,Math,57,56,98.2,56,18,32.1,*,*,17,30.4,*,*,*,*,2413
Cooperative Educational Services,2430014,Six-Six Magnet School,2430114,4,ELA,37,37,100,37,12,32.4,9,24.3,9,24.3,7,18.9,16,43.2,2462
Cooperative Educational Services,2430014,Six-Six Magnet School,2430114,4,Math,37,37,100,37,*,*,16,43.2,10,27,*,*,*,*,2463
Cooperative Educational Services,2430014,Six-Six Magnet School,2430114,5,ELA,40,40,100,40,*,*,10,25,17,42.5,*,*,*,*,2526
Cooperative Educational Services,2430014,Six-Six Magnet School,2430114,5,Math,40,40,100,40,*,*,12,30,*,*,13,32.5,*,*,2536
Cooperative Educational Services,2430014,Six-Six Magnet School,2430114,6,ELA,38,38,100,38,*,*,15,39.5,14,36.8,*,*,*,*,2538
Cooperative Educational Services,2430014,Six-Six Magnet School,2430114,6,Math,38,38,100,38,*,*,12,31.6,15,39.5,*,*,*,*,2547
Cooperative Educational Services,2430014,Six-Six Magnet School,2430114,7,ELA,47,47,100,47,7,14.9,15,31.9,18,38.3,7,14.9,25,53.2,2561
Cooperative Educational Services,2430014,Six-Six Magnet School,2430114,7,Math,47,47,100,47,12,25.5,15,31.9,13,27.7,7,14.9,20,42.6,2547
