District,District Code,School,School Code,Grade,Subject,Total Number of Students,Total Number Tested,Smarter Balanced Participation Rate,Total Number with Scored Tests,Count,%,Count,%,Count,%,Count,%,Count,%,Average VSS
Farmington School District,0520011,West Woods Upper Elementary School,0520511,6,ELA,336,334,99.4,334,15,4.5,38,11.4,134,40.1,147,44,281,84.1,2600
Farmington School District,0520011,West Woods Upper Elementary School,0520511,6,Math,336,334,99.4,334,34,10.2,60,18,71,21.3,169,50.6,240,71.9,2601
Franklin School District,0530011,Franklin Elementary School,0530111,3,ELA,18,18,*,18,*,*,*,*,*,*,*,*,*,*,*
Franklin School District,0530011,Franklin Elementary School,0530111,3,Math,18,18,*,18,*,*,*,*,*,*,*,*,*,*,*
Franklin School District,0530011,Franklin Elementary School,0530111,4,ELA,10,10,*,10,*,*,*,*,*,*,*,*,*,*,*
Franklin School District,0530011,Franklin Elementary School,0530111,4,Math,10,10,*,10,*,*,*,*,*,*,*,*,*,*,*
Franklin School District,0530011,Franklin Elementary School,0530111,5,ELA,20,20,100,20,*,*,*,*,6,30,*,*,*,*,2515
Franklin School District,0530011,Franklin Elementary School,0530111,5,Math,20,20,100,20,8,40,6,30,*,*,*,*,6,30,2475
Franklin School District,0530011,Franklin Elementary School,0530111,6,ELA,16,16,*,16,*,*,*,*,*,*,*,*,*,*,*
Franklin School District,0530011,Franklin Elementary School,0530111,6,Math,16,16,*,16,*,*,*,*,*,*,*,*,*,*,*
Franklin School District,0530011,Franklin Elementary School,0530111,7,ELA,17,17,*,17,*,*,*,*,*,*,*,*,*,*,*
Franklin School District,0530011,Franklin Elementary School,0530111,7,Math,17,17,*,17,*,*,*,*,*,*,*,*,*,*,*
Franklin School District,0530011,Franklin Elementary School,0530111,8,ELA,19,19,*,19,*,*,*,*,*,*,*,*,*,*,*
Franklin School District,0530011,Franklin Elementary School,0530111,8,Math,19,19,*,19,*,*,*,*,*,*,*,*,*,*,*
Glastonbury School District,0540011,Buttonball Lane School,0540211,3,ELA,72,72,100,72,8,11.1,12,16.7,18,25,34,47.2,52,72.2,2477
Glastonbury School District,0540011,Buttonball Lane School,0540211,3,Math,72,72,100,72,8,11.1,10,13.9,25,34.7,29,40.3,54,75,2475
Glastonbury School District,0540011,Buttonball Lane School,0540211,4,ELA,84,84,100,84,8,9.5,13,15.5,19,22.6,44,52.4,63,75,2529
Glastonbury School District,0540011,Buttonball Lane School,0540211,4,Math,84,84,100,84,*,*,*,*,30,35.7,35,41.7,65,77.4,2528
Glastonbury School District,0540011,Buttonball Lane School,0540211,5,ELA,73,73,100,73,*,*,*,*,19,26,43,58.9,62,84.9,2582
Glastonbury School District,0540011,Buttonball Lane School,0540211,5,Math,73,73,100,73,*,*,*,*,12,16.4,51,69.9,63,86.3,2596
Glastonbury School District,0540011,Eastbury School,0540311,3,ELA,46,45,97.8,45,*,*,*,*,12,26.7,28,62.2,40,88.9,2503
Glastonbury School District,0540011,Eastbury School,0540311,3,Math,46,45,97.8,45,*,*,*,*,16,35.6,21,46.7,37,82.2,2494
Glastonbury School District,0540011,Eastbury School,0540311,4,ELA,46,46,100,46,*,*,*,*,17,37,18,39.1,35,76.1,2521
Glastonbury School District,0540011,Eastbury School,0540311,4,Math,46,46,100,46,*,*,15,32.6,*,*,17,37,*,*,2515
Glastonbury School District,0540011,Eastbury School,0540311,5,ELA,47,47,100,47,*,*,*,*,9,19.1,33,70.2,42,89.4,2599
Glastonbury School District,0540011,Eastbury School,0540311,5,Math,47,47,100,47,*,*,*,*,6,12.8,33,70.2,39,83,2592
Glastonbury School District,0540011,Gideon Welles School,0540811,6,ELA,457,456,99.8,456,33,7.2,67,14.7,171,37.5,185,40.6,356,78.1,2590
Glastonbury School District,0540011,Gideon Welles School,0540811,6,Math,457,456,99.8,456,37,8.1,60,13.2,108,23.7,251,55,359,78.7,2611
Glastonbury School District,0540011,Hebron Avenue School,0540411,3,ELA,53,52,98.1,52,*,*,*,*,7,13.5,37,71.2,44,84.6,2521
Glastonbury School District,0540011,Hebron Avenue School,0540411,3,Math,53,52,98.1,52,*,*,*,*,17,32.7,32,61.5,49,94.2,2517
Glastonbury School District,0540011,Hebron Avenue School,0540411,4,ELA,61,61,100,61,0,0,6,9.8,14,23,41,67.2,55,90.2,2560
Glastonbury School District,0540011,Hebron Avenue School,0540411,4,Math,61,61,100,61,*,*,*,*,18,29.5,35,57.4,53,86.9,2553
Glastonbury School District,0540011,Hebron Avenue School,0540411,5,ELA,81,80,98.8,80,*,*,*,*,23,28.8,42,52.5,65,81.3,2582
Glastonbury School District,0540011,Hebron Avenue School,0540411,5,Math,81,80,98.8,80,*,*,*,*,22,27.5,39,48.8,61,76.3,2580
Glastonbury School District,0540011,Hopewell School,0540611,3,ELA,61,61,100,61,6,9.8,9,14.8,16,26.2,30,49.2,46,75.4,2482
Glastonbury School District,0540011,Hopewell School,0540611,3,Math,61,61,100,61,*,*,*,*,23,37.7,25,41,48,78.7,2482
Glastonbury School District,0540011,Hopewell School,0540611,4,ELA,69,69,100,69,*,*,*,*,14,20.3,39,56.5,53,76.8,2535
Glastonbury School District,0540011,Hopewell School,0540611,4,Math,69,69,100,69,*,*,*,*,26,37.7,29,42,55,79.7,2533
Glastonbury School District,0540011,Hopewell School,0540611,5,ELA,81,81,100,81,9,11.1,9,11.1,25,30.9,38,46.9,63,77.8,2566
Glastonbury School District,0540011,Hopewell School,0540611,5,Math,81,81,100,81,8,9.9,13,16,18,22.2,42,51.9,60,74.1,2571
Glastonbury School District,0540011,Links Academy,0540111,3,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Glastonbury School District,0540011,Links Academy,0540111,3,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Glastonbury School District,0540011,Links Academy,0540111,4,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Glastonbury School District,0540011,Links Academy,0540111,4,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Glastonbury School District,0540011,Links Academy,0540111,6,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Glastonbury School District,0540011,Links Academy,0540111,6,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Glastonbury School District,0540011,Links Academy,0540111,7,ELA,9,9,*,9,*,*,*,*,*,*,*,*,*,*,*
Glastonbury School District,0540011,Links Academy,0540111,7,Math,10,10,*,10,*,*,*,*,*,*,*,*,*,*,*
Glastonbury School District,0540011,Links Academy,0540111,8,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Glastonbury School District,0540011,Links Academy,0540111,8,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Glastonbury School District,0540011,Naubuc School,0540711,3,ELA,62,62,100,62,10,16.1,9,14.5,21,33.9,22,35.5,43,69.4,2459
Glastonbury School District,0540011,Naubuc School,0540711,3,Math,62,62,100,62,8,12.9,15,24.2,16,25.8,23,37.1,39,62.9,2471
Glastonbury School District,0540011,Naubuc School,0540711,4,ELA,60,60,100,60,*,*,*,*,13,21.7,33,55,46,76.7,2529
Glastonbury School District,0540011,Naubuc School,0540711,4,Math,60,60,100,60,*,*,*,*,18,30,29,48.3,47,78.3,2532
Glastonbury School District,0540011,Naubuc School,0540711,5,ELA,70,69,98.6,69,12,17.4,16,23.2,25,36.2,16,23.2,41,59.4,2518
Glastonbury School District,0540011,Naubuc School,0540711,5,Math,70,69,98.6,69,12,17.4,26,37.7,19,27.5,12,17.4,31,44.9,2520
Glastonbury School District,0540011,Nayaug Elementary School,0540911,3,ELA,101,101,100,101,*,*,*,*,28,27.7,49,48.5,77,76.2,2488
Glastonbury School District,0540011,Nayaug Elementary School,0540911,3,Math,101,101,100,101,*,*,*,*,33,32.7,49,48.5,82,81.2,2500
Glastonbury School District,0540011,Nayaug Elementary School,0540911,4,ELA,100,100,100,100,9,9,17,17,24,24,50,50,74,74,2530
Glastonbury School District,0540011,Nayaug Elementary School,0540911,4,Math,100,100,100,100,*,*,*,*,25,25,53,53,78,78,2546
Glastonbury School District,0540011,Nayaug Elementary School,0540911,5,ELA,95,95,100,95,*,*,*,*,34,35.8,50,52.6,84,88.4,2588
Glastonbury School District,0540011,Nayaug Elementary School,0540911,5,Math,95,95,100,95,*,*,*,*,19,20,59,62.1,78,82.1,2588
Glastonbury School District,0540011,Smith Middle School,0545211,7,ELA,473,471,99.6,471,19,4,62,13.2,179,38,211,44.8,390,82.8,2630
Glastonbury School District,0540011,Smith Middle School,0545211,7,Math,473,470,99.4,470,35,7.4,82,17.4,112,23.8,241,51.3,353,75.1,2629
Glastonbury School District,0540011,Smith Middle School,0545211,8,ELA,498,497,99.8,497,40,8,101,20.3,187,37.6,169,34,356,71.6,2619
Glastonbury School District,0540011,Smith Middle School,0545211,8,Math,498,497,99.8,497,70,14.1,96,19.3,96,19.3,235,47.3,331,66.6,2627
Granby School District,0560011,Granby Memorial Middle School,0565111,6,ELA,139,139,100,139,9,6.5,26,18.7,58,41.7,46,33.1,104,74.8,2579
Granby School District,0560011,Granby Memorial Middle School,0565111,6,Math,139,139,100,139,10,7.2,39,28.1,38,27.3,52,37.4,90,64.7,2582
Granby School District,0560011,Granby Memorial Middle School,0565111,7,ELA,123,122,99.2,122,10,8.2,22,18,54,44.3,36,29.5,90,73.8,2600
Granby School District,0560011,Granby Memorial Middle School,0565111,7,Math,123,122,99.2,122,21,17.2,28,23,32,26.2,41,33.6,73,59.8,2588
Granby School District,0560011,Granby Memorial Middle School,0565111,8,ELA,155,155,100,155,11,7.1,26,16.8,68,43.9,50,32.3,118,76.1,2624
Granby School District,0560011,Granby Memorial Middle School,0565111,8,Math,155,155,100,155,17,11,36,23.2,53,34.2,49,31.6,102,65.8,2618
Granby School District,0560011,Wells Road Intermediate School,0560311,3,ELA,146,145,99.3,145,14,9.7,31,21.4,42,29,58,40,100,69,2466
Granby School District,0560011,Wells Road Intermediate School,0560311,3,Math,146,145,99.3,145,21,14.5,36,24.8,50,34.5,38,26.2,88,60.7,2460
Granby School District,0560011,Wells Road Intermediate School,0560311,4,ELA,133,133,100,133,18,13.5,17,12.8,27,20.3,71,53.4,98,73.7,2524
Granby School District,0560011,Wells Road Intermediate School,0560311,4,Math,133,133,100,133,16,12,26,19.5,51,38.3,40,30.1,91,68.4,2507
Granby School District,0560011,Wells Road Intermediate School,0560311,5,ELA,132,131,99.2,131,10,7.6,24,18.3,47,35.9,50,38.2,97,74,2556
Granby School District,0560011,Wells Road Intermediate School,0560311,5,Math,132,131,99.2,131,16,12.2,42,32.1,32,24.4,41,31.3,73,55.7,2537
Great Oaks Charter School District,2940013,Great Oaks Charter School,2940113,6,ELA,117,114,97.4,114,64,56.1,35,30.7,*,*,*,*,15,13.2,2440
Great Oaks Charter School District,2940013,Great Oaks Charter School,2940113,6,Math,117,114,97.4,114,63,55.3,23,20.2,20,17.5,8,7,28,24.6,2462
Great Oaks Charter School District,2940013,Great Oaks Charter School,2940113,7,ELA,93,89,95.7,89,51,57.3,*,*,17,19.1,*,*,*,*,2470
Great Oaks Charter School District,2940013,Great Oaks Charter School,2940113,7,Math,93,91,97.8,91,53,58.2,21,23.1,*,*,*,*,17,18.7,2464
Great Oaks Charter School District,2940013,Great Oaks Charter School,2940113,8,ELA,80,74,92.5,74,46,62.2,18,24.3,10,13.5,0,0,10,13.5,2466
Great Oaks Charter School District,2940013,Great Oaks Charter School,2940113,8,Math,80,74,92.5,74,51,68.9,16,21.6,*,*,*,*,7,9.5,2459
Greenwich School District,0570011,Central Middle School,0575111,6,ELA,188,188,100,188,22,11.7,22,11.7,84,44.7,60,31.9,144,76.6,2575
Greenwich School District,0570011,Central Middle School,0575111,6,Math,188,188,100,188,21,11.2,48,25.5,43,22.9,76,40.4,119,63.3,2580
Greenwich School District,0570011,Central Middle School,0575111,7,ELA,196,195,99.5,195,19,9.7,30,15.4,85,43.6,61,31.3,146,74.9,2602
Greenwich School District,0570011,Central Middle School,0575111,7,Math,196,195,99.5,195,25,12.8,39,20,53,27.2,78,40,131,67.2,2602
Greenwich School District,0570011,Central Middle School,0575111,8,ELA,183,182,99.5,182,10,5.5,39,21.4,83,45.6,50,27.5,133,73.1,2615
Greenwich School District,0570011,Central Middle School,0575111,8,Math,183,182,99.5,182,33,18.1,45,24.7,47,25.8,57,31.3,104,57.1,2602
Greenwich School District,0570011,Cos Cob School,0570211,3,ELA,62,62,100,62,13,21,9,14.5,16,25.8,24,38.7,40,64.5,2451
Greenwich School District,0570011,Cos Cob School,0570211,3,Math,62,62,100,62,13,21,10,16.1,19,30.6,20,32.3,39,62.9,2459
Greenwich School District,0570011,Cos Cob School,0570211,4,ELA,83,83,100,83,10,12,17,20.5,29,34.9,27,32.5,56,67.5,2505
Greenwich School District,0570011,Cos Cob School,0570211,4,Math,83,83,100,83,*,*,*,*,33,39.8,25,30.1,58,69.9,2521
Greenwich School District,0570011,Cos Cob School,0570211,5,ELA,82,82,100,82,8,9.8,17,20.7,21,25.6,36,43.9,57,69.5,2556
Greenwich School District,0570011,Cos Cob School,0570211,5,Math,82,82,100,82,8,9.8,13,15.9,26,31.7,35,42.7,61,74.4,2564
Greenwich School District,0570011,Eastern Middle School,0575211,6,ELA,274,273,99.6,273,*,*,*,*,97,35.5,146,53.5,243,89,2619
Greenwich School District,0570011,Eastern Middle School,0575211,6,Math,274,273,99.6,273,10,3.7,24,8.8,62,22.7,177,64.8,239,87.5,2636
Greenwich School District,0570011,Eastern Middle School,0575211,7,ELA,281,281,100,281,15,5.3,36,12.8,118,42,112,39.9,230,81.9,2621
Greenwich School District,0570011,Eastern Middle School,0575211,7,Math,280,279,99.6,279,21,7.5,41,14.7,69,24.7,148,53,217,77.8,2633
Greenwich School District,0570011,Eastern Middle School,0575211,8,ELA,272,270,99.3,270,7,2.6,18,6.7,110,40.7,135,50,245,90.7,2663
Greenwich School District,0570011,Eastern Middle School,0575211,8,Math,272,269,98.9,269,15,5.6,28,10.4,55,20.4,171,63.6,226,84,2665
Greenwich School District,0570011,Glenville School,0570411,3,ELA,63,63,100,63,9,14.3,12,19,18,28.6,24,38.1,42,66.7,2464
Greenwich School District,0570011,Glenville School,0570411,3,Math,63,63,100,63,7,11.1,14,22.2,21,33.3,21,33.3,42,66.7,2469
Greenwich School District,0570011,Glenville School,0570411,4,ELA,72,72,100,72,10,13.9,16,22.2,11,15.3,35,48.6,46,63.9,2510
Greenwich School District,0570011,Glenville School,0570411,4,Math,72,72,100,72,7,9.7,13,18.1,24,33.3,28,38.9,52,72.2,2520
Greenwich School District,0570011,Glenville School,0570411,5,ELA,88,88,100,88,8,9.1,8,9.1,18,20.5,54,61.4,72,81.8,2590
Greenwich School District,0570011,Glenville School,0570411,5,Math,88,88,100,88,9,10.2,16,18.2,16,18.2,47,53.4,63,71.6,2564
Greenwich School District,0570011,Hamilton Avenue School,0570511,3,ELA,49,49,100,49,13,26.5,16,32.7,7,14.3,13,26.5,20,40.8,2419
Greenwich School District,0570011,Hamilton Avenue School,0570511,3,Math,49,49,100,49,10,20.4,13,26.5,15,30.6,11,22.4,26,53.1,2442
Greenwich School District,0570011,Hamilton Avenue School,0570511,4,ELA,60,60,100,60,19,31.7,13,21.7,10,16.7,18,30,28,46.7,2467
Greenwich School District,0570011,Hamilton Avenue School,0570511,4,Math,60,60,100,60,15,25,17,28.3,18,30,10,16.7,28,46.7,2472
Greenwich School District,0570011,Hamilton Avenue School,0570511,5,ELA,39,39,100,39,8,20.5,9,23.1,13,33.3,9,23.1,22,56.4,2514
Greenwich School District,0570011,Hamilton Avenue School,0570511,5,Math,39,39,100,39,14,35.9,10,25.6,8,20.5,7,17.9,15,38.5,2492
Greenwich School District,0570011,International School At Dundee,0571311,3,ELA,64,64,100,64,*,*,*,*,17,26.6,37,57.8,54,84.4,2507
Greenwich School District,0570011,International School At Dundee,0571311,3,Math,64,64,100,64,0,0,12,18.8,18,28.1,34,53.1,52,81.3,2511
Greenwich School District,0570011,International School At Dundee,0571311,4,ELA,68,68,100,68,*,*,*,*,16,23.5,42,61.8,58,85.3,2546
Greenwich School District,0570011,International School At Dundee,0571311,4,Math,68,68,100,68,*,*,*,*,31,45.6,31,45.6,62,91.2,2550
Greenwich School District,0570011,International School At Dundee,0571311,5,ELA,61,61,100,61,*,*,*,*,15,24.6,34,55.7,49,80.3,2575
Greenwich School District,0570011,International School At Dundee,0571311,5,Math,61,61,100,61,6,9.8,8,13.1,8,13.1,39,63.9,47,77,2586
Greenwich School District,0570011,Julian Curtiss School,0570311,3,ELA,58,58,100,58,9,15.5,15,25.9,19,32.8,15,25.9,34,58.6,2449
Greenwich School District,0570011,Julian Curtiss School,0570311,3,Math,58,58,100,58,6,10.3,9,15.5,31,53.4,12,20.7,43,74.1,2465
Greenwich School District,0570011,Julian Curtiss School,0570311,4,ELA,58,58,100,58,11,19,10,17.2,15,25.9,22,37.9,37,63.8,2501
Greenwich School District,0570011,Julian Curtiss School,0570311,4,Math,57,57,100,57,*,*,21,36.8,21,36.8,*,*,*,*,2506
Greenwich School District,0570011,Julian Curtiss School,0570311,5,ELA,45,45,100,45,7,15.6,12,26.7,15,33.3,11,24.4,26,57.8,2521
Greenwich School District,0570011,Julian Curtiss School,0570311,5,Math,45,45,100,45,14,31.1,14,31.1,*,*,*,*,17,37.8,2503
Greenwich School District,0570011,New Lebanon School,0570611,3,ELA,44,44,100,44,9,20.5,9,20.5,12,27.3,14,31.8,26,59.1,2441
Greenwich School District,0570011,New Lebanon School,0570611,3,Math,44,44,100,44,10,22.7,11,25,12,27.3,11,25,23,52.3,2442
Greenwich School District,0570011,New Lebanon School,0570611,4,ELA,55,55,100,55,11,20,10,18.2,21,38.2,13,23.6,34,61.8,2478
Greenwich School District,0570011,New Lebanon School,0570611,4,Math,55,55,100,55,10,18.2,23,41.8,16,29.1,6,10.9,22,40,2469
Greenwich School District,0570011,New Lebanon School,0570611,5,ELA,53,53,100,53,*,*,*,*,23,43.4,17,32.1,40,75.5,2544
Greenwich School District,0570011,New Lebanon School,0570611,5,Math,53,53,100,53,10,18.9,17,32.1,13,24.5,13,24.5,26,49.1,2522
Greenwich School District,0570011,North Mianus School,0570711,3,ELA,86,86,100,86,*,*,*,*,19,22.1,54,62.8,73,84.9,2511
Greenwich School District,0570011,North Mianus School,0570711,3,Math,86,85,98.8,85,*,*,*,*,20,23.5,52,61.2,72,84.7,2514
Greenwich School District,0570011,North Mianus School,0570711,4,ELA,70,70,100,70,*,*,*,*,16,22.9,48,68.6,64,91.4,2563
Greenwich School District,0570011,North Mianus School,0570711,4,Math,70,70,100,70,0,0,7,10,17,24.3,46,65.7,63,90,2571
Greenwich School District,0570011,North Mianus School,0570711,5,ELA,95,94,98.9,94,*,*,*,*,30,31.9,56,59.6,86,91.5,2606
Greenwich School District,0570011,North Mianus School,0570711,5,Math,95,94,98.9,94,*,*,*,*,20,21.3,60,63.8,80,85.1,2605
Greenwich School District,0570011,North Street School,0570811,3,ELA,63,63,100,63,*,*,*,*,10,15.9,41,65.1,51,81,2496
Greenwich School District,0570011,North Street School,0570811,3,Math,63,63,100,63,*,*,*,*,20,31.7,35,55.6,55,87.3,2505
Greenwich School District,0570011,North Street School,0570811,4,ELA,66,66,100,66,*,*,*,*,15,22.7,43,65.2,58,87.9,2556
Greenwich School District,0570011,North Street School,0570811,4,Math,66,66,100,66,*,*,*,*,17,25.8,39,59.1,56,84.8,2553
Greenwich School District,0570011,North Street School,0570811,5,ELA,55,54,98.2,54,*,*,*,*,14,25.9,34,63,48,88.9,2598
Greenwich School District,0570011,North Street School,0570811,5,Math,55,54,98.2,54,*,*,*,*,*,*,39,72.2,*,*,2600
Greenwich School District,0570011,Old Greenwich School,0570911,3,ELA,65,65,100,65,6,9.2,6,9.2,19,29.2,34,52.3,53,81.5,2486
Greenwich School District,0570011,Old Greenwich School,0570911,3,Math,65,65,100,65,*,*,*,*,18,27.7,36,55.4,54,83.1,2501
Greenwich School District,0570011,Old Greenwich School,0570911,4,ELA,89,89,100,89,*,*,*,*,22,24.7,53,59.6,75,84.3,2551
Greenwich School District,0570011,Old Greenwich School,0570911,4,Math,89,89,100,89,*,*,*,*,32,36,43,48.3,75,84.3,2547
Greenwich School District,0570011,Old Greenwich School,0570911,5,ELA,69,69,100,69,*,*,*,*,21,30.4,40,58,61,88.4,2589
Greenwich School District,0570011,Old Greenwich School,0570911,5,Math,69,69,100,69,*,*,*,*,8,11.6,52,75.4,60,87,2603
Greenwich School District,0570011,Parkway School,0571111,3,ELA,39,38,97.4,38,*,*,*,*,12,31.6,22,57.9,34,89.5,2504
Greenwich School District,0570011,Parkway School,0571111,3,Math,39,38,97.4,38,*,*,*,*,16,42.1,17,44.7,33,86.8,2498
Greenwich School District,0570011,Parkway School,0571111,4,ELA,34,34,100,34,*,*,*,*,7,20.6,22,64.7,29,85.3,2547
Greenwich School District,0570011,Parkway School,0571111,4,Math,34,34,100,34,*,*,*,*,9,26.5,14,41.2,23,67.6,2527
Greenwich School District,0570011,Parkway School,0571111,5,ELA,38,37,97.4,37,0,0,6,16.2,17,45.9,14,37.8,31,83.8,2565
Greenwich School District,0570011,Parkway School,0571111,5,Math,38,37,97.4,37,*,*,*,*,11,29.7,14,37.8,25,67.6,2556
Greenwich School District,0570011,Riverside School,0571011,3,ELA,80,80,100,80,*,*,*,*,22,27.5,49,61.3,71,88.8,2509
Greenwich School District,0570011,Riverside School,0571011,3,Math,80,80,100,80,*,*,*,*,25,31.3,43,53.8,68,85,2507
Greenwich School District,0570011,Riverside School,0571011,4,ELA,89,89,100,89,*,*,*,*,23,25.8,56,62.9,79,88.8,2554
Greenwich School District,0570011,Riverside School,0571011,4,Math,89,89,100,89,*,*,*,*,31,34.8,42,47.2,73,82,2546
Greenwich School District,0570011,Riverside School,0571011,5,ELA,82,82,100,82,*,*,*,*,22,26.8,54,65.9,76,92.7,2606
Greenwich School District,0570011,Riverside School,0571011,5,Math,82,82,100,82,*,*,*,*,17,20.7,49,59.8,66,80.5,2591
Greenwich School District,0570011,Western Middle School,0575311,6,ELA,197,197,100,197,29,14.7,38,19.3,80,40.6,50,25.4,130,66,2554
Greenwich School District,0570011,Western Middle School,0575311,6,Math,197,197,100,197,41,20.8,60,30.5,47,23.9,49,24.9,96,48.7,2541
Greenwich School District,0570011,Western Middle School,0575311,7,ELA,201,199,99,199,17,8.5,33,16.6,88,44.2,61,30.7,149,74.9,2604
Greenwich School District,0570011,Western Middle School,0575311,7,Math,201,199,99,199,32,16.1,46,23.1,46,23.1,75,37.7,121,60.8,2594
Greenwich School District,0570011,Western Middle School,0575311,8,ELA,178,178,100,178,15,8.4,27,15.2,87,48.9,49,27.5,136,76.4,2619
Greenwich School District,0570011,Western Middle School,0575311,8,Math,178,178,100,178,42,23.6,32,18,53,29.8,51,28.7,104,58.4,2587
Griswold School District,0580011,Griswold Elementary School,0580311,3,ELA,121,121,100,121,22,18.2,32,26.4,39,32.2,28,23.1,67,55.4,2437
Griswold School District,0580011,Griswold Elementary School,0580311,3,Math,121,121,100,121,18,14.9,31,25.6,40,33.1,32,26.4,72,59.5,2453
Griswold School District,0580011,Griswold Elementary School,0580311,4,ELA,145,144,99.3,144,47,32.6,23,16,39,27.1,35,24.3,74,51.4,2462
Griswold School District,0580011,Griswold Elementary School,0580311,4,Math,145,144,99.3,144,26,18.1,40,27.8,53,36.8,25,17.4,78,54.2,2478
Griswold School District,0580011,Griswold Middle School,0585111,5,ELA,134,134,100,134,18,13.4,30,22.4,47,35.1,39,29.1,86,64.2,2532
Griswold School District,0580011,Griswold Middle School,0585111,5,Math,134,134,100,134,16,11.9,42,31.3,40,29.9,36,26.9,76,56.7,2537
Griswold School District,0580011,Griswold Middle School,0585111,6,ELA,136,136,100,135,34,25.2,39,28.9,44,32.6,18,13.3,62,45.9,2519
Griswold School District,0580011,Griswold Middle School,0585111,6,Math,136,136,100,135,30,22.2,40,29.6,33,24.4,32,23.7,65,48.1,2543
Griswold School District,0580011,Griswold Middle School,0585111,7,ELA,121,121,100,121,16,13.2,36,29.8,44,36.4,25,20.7,69,57,2572
Griswold School District,0580011,Griswold Middle School,0585111,7,Math,121,121,100,121,27,22.3,15,12.4,35,28.9,44,36.4,79,65.3,2580
Griswold School District,0580011,Griswold Middle School,0585111,8,ELA,124,124,100,124,15,12.1,26,21,46,37.1,37,29.8,83,66.9,2609
Griswold School District,0580011,Griswold Middle School,0585111,8,Math,124,124,100,124,22,17.7,32,25.8,25,20.2,45,36.3,70,56.5,2608
Groton School District,0590011,Carl C. Cutler Middle School,0595311,6,ELA,148,148,100,148,18,12.2,23,15.5,68,45.9,39,26.4,107,72.3,2566
Groton School District,0590011,Carl C. Cutler Middle School,0595311,6,Math,149,149,100,149,28,18.8,41,27.5,49,32.9,31,20.8,80,53.7,2542
Groton School District,0590011,Carl C. Cutler Middle School,0595311,7,ELA,141,140,99.3,140,23,16.4,30,21.4,52,37.1,35,25,87,62.1,2572
Groton School District,0590011,Carl C. Cutler Middle School,0595311,7,Math,141,140,99.3,140,30,21.4,38,27.1,34,24.3,38,27.1,72,51.4,2560
Groton School District,0590011,Carl C. Cutler Middle School,0595311,8,ELA,164,164,100,164,17,10.4,32,19.5,71,43.3,44,26.8,115,70.1,2604
Groton School District,0590011,Carl C. Cutler Middle School,0595311,8,Math,165,163,98.8,163,34,20.9,36,22.1,44,27,49,30.1,93,57.1,2594
Groton School District,0590011,Catherine Kolnaski Magnet School,0592011,3,ELA,62,62,100,62,17,27.4,13,21,9,14.5,23,37.1,32,51.6,2432
Groton School District,0590011,Catherine Kolnaski Magnet School,0592011,3,Math,62,62,100,62,16,25.8,14,22.6,21,33.9,11,17.7,32,51.6,2427
Groton School District,0590011,Catherine Kolnaski Magnet School,0592011,4,ELA,61,61,100,61,16,26.2,14,23,14,23,17,27.9,31,50.8,2477
Groton School District,0590011,Catherine Kolnaski Magnet School,0592011,4,Math,61,61,100,61,13,21.3,17,27.9,20,32.8,11,18,31,50.8,2474
Groton School District,0590011,Catherine Kolnaski Magnet School,0592011,5,ELA,65,65,100,65,26,40,11,16.9,18,27.7,10,15.4,28,43.1,2482
Groton School District,0590011,Catherine Kolnaski Magnet School,0592011,5,Math,65,65,100,65,21,32.3,25,38.5,11,16.9,8,12.3,19,29.2,2483
Groton School District,0590011,Charles Barnum School,0591811,3,ELA,72,72,100,72,12,16.7,10,13.9,24,33.3,26,36.1,50,69.4,2456
Groton School District,0590011,Charles Barnum School,0591811,3,Math,72,72,100,72,14,19.4,26,36.1,24,33.3,8,11.1,32,44.4,2431
Groton School District,0590011,Charles Barnum School,0591811,4,ELA,68,67,98.5,67,23,34.3,11,16.4,20,29.9,13,19.4,33,49.3,2462
Groton School District,0590011,Charles Barnum School,0591811,4,Math,68,67,98.5,67,10,14.9,22,32.8,26,38.8,9,13.4,35,52.2,2484
Groton School District,0590011,Charles Barnum School,0591811,5,ELA,58,58,100,58,10,17.2,8,13.8,24,41.4,16,27.6,40,69,2530
Groton School District,0590011,Charles Barnum School,0591811,5,Math,58,58,100,58,13,22.4,22,37.9,11,19,12,20.7,23,39.7,2509
Groton School District,0590011,Claude Chester School,0590311,3,ELA,39,39,100,39,15,38.5,6,15.4,11,28.2,7,17.9,18,46.2,2404
Groton School District,0590011,Claude Chester School,0590311,3,Math,39,39,100,39,10,25.6,9,23.1,12,30.8,8,20.5,20,51.3,2420
Groton School District,0590011,Claude Chester School,0590311,4,ELA,49,49,100,49,21,42.9,*,*,12,24.5,*,*,*,*,2436
Groton School District,0590011,Claude Chester School,0590311,4,Math,49,49,100,49,*,*,29,59.2,10,20.4,*,*,*,*,2448
Groton School District,0590011,Claude Chester School,0590311,5,ELA,58,58,100,58,20,34.5,14,24.1,16,27.6,8,13.8,24,41.4,2481
