District,District Code,School,School Code,Grade,Subject,Total Number of Students,Total Number Tested,Smarter Balanced Participation Rate,Total Number with Scored Tests,Count,%,Count,%,Count,%,Count,%,Count,%,Average VSS
Middletown School District,0830011,Bielefield School,0830211,3,Math,45,45,100,45,18,40,13,28.9,7,15.6,7,15.6,14,31.1,2406
Middletown School District,0830011,Bielefield School,0830211,4,ELA,35,35,100,35,14,40,*,*,11,31.4,*,*,*,*,2435
Middletown School District,0830011,Bielefield School,0830211,4,Math,35,35,100,35,*,*,15,42.9,9,25.7,*,*,*,*,2457
Middletown School District,0830011,Bielefield School,0830211,5,ELA,48,48,100,48,*,*,12,25,19,39.6,*,*,*,*,2490
Middletown School District,0830011,Bielefield School,0830211,5,Math,46,46,100,46,18,39.1,17,37,*,*,*,*,11,23.9,2474
Middletown School District,0830011,Farm Hill School,0830511,3,ELA,56,56,100,56,13,23.2,15,26.8,9,16.1,19,33.9,28,50,2433
Middletown School District,0830011,Farm Hill School,0830511,3,Math,56,56,100,56,17,30.4,14,25,9,16.1,16,28.6,25,44.6,2431
Middletown School District,0830011,Farm Hill School,0830511,4,ELA,60,60,100,60,16,26.7,17,28.3,17,28.3,10,16.7,27,45,2461
Middletown School District,0830011,Farm Hill School,0830511,4,Math,60,60,100,60,11,18.3,19,31.7,19,31.7,11,18.3,30,50,2480
Middletown School District,0830011,Farm Hill School,0830511,5,ELA,48,48,100,48,13,27.1,10,20.8,16,33.3,9,18.8,25,52.1,2500
Middletown School District,0830011,Farm Hill School,0830511,5,Math,47,47,100,47,18,38.3,11,23.4,9,19.1,9,19.1,18,38.3,2491
Middletown School District,0830011,ICM - Farm Hill,0830611,3,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Middletown School District,0830011,ICM - Farm Hill,0830611,3,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Middletown School District,0830011,ICM - Moody 3-5,0830711,4,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Middletown School District,0830011,ICM - Moody 3-5,0830711,4,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Middletown School District,0830011,ICM - Spencer,0832011,3,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Middletown School District,0830011,ICM - Spencer,0832011,3,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Middletown School District,0830011,ICM - Spencer,0832011,4,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Middletown School District,0830011,ICM - Spencer,0832011,4,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Middletown School District,0830011,ICM - Spencer,0832011,5,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Middletown School District,0830011,ICM - Spencer,0832011,5,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Middletown School District,0830011,Keigwin Middle School,0831511,6,ELA,303,303,100,303,76,25.1,76,25.1,87,28.7,64,21.1,151,49.8,2528
Middletown School District,0830011,Keigwin Middle School,0831511,6,Math,303,302,99.7,302,77,25.5,91,30.1,61,20.2,73,24.2,134,44.4,2529
Middletown School District,0830011,Lawrence School,0831311,3,ELA,45,45,100,45,*,*,11,24.4,*,*,19,42.2,*,*,2461
Middletown School District,0830011,Lawrence School,0831311,3,Math,45,45,100,45,*,*,15,33.3,14,31.1,*,*,*,*,2470
Middletown School District,0830011,Lawrence School,0831311,4,ELA,46,46,100,46,19,41.3,10,21.7,10,21.7,7,15.2,17,37,2445
Middletown School District,0830011,Lawrence School,0831311,4,Math,46,46,100,46,*,*,23,50,*,*,10,21.7,*,*,2488
Middletown School District,0830011,Lawrence School,0831311,5,ELA,41,41,100,41,11,26.8,8,19.5,14,34.1,8,19.5,22,53.7,2499
Middletown School District,0830011,Lawrence School,0831311,5,Math,41,41,100,41,7,17.1,14,34.1,11,26.8,9,22,20,48.8,2527
Middletown School District,0830011,MacDonough School,0830911,3,ELA,24,24,100,24,9,37.5,8,33.3,*,*,*,*,7,29.2,2388
Middletown School District,0830011,MacDonough School,0830911,3,Math,23,23,100,23,10,43.5,6,26.1,*,*,*,*,7,30.4,2399
Middletown School District,0830011,MacDonough School,0830911,4,ELA,48,48,100,48,18,37.5,*,*,*,*,16,33.3,*,*,2473
Middletown School District,0830011,MacDonough School,0830911,4,Math,47,47,100,47,13,27.7,14,29.8,8,17,12,25.5,20,42.6,2474
Middletown School District,0830011,MacDonough School,0830911,5,ELA,48,48,100,48,14,29.2,11,22.9,7,14.6,16,33.3,23,47.9,2513
Middletown School District,0830011,MacDonough School,0830911,5,Math,48,48,100,48,15,31.3,14,29.2,7,14.6,12,25,19,39.6,2512
Middletown School District,0830011,Moody School,0831211,3,ELA,40,40,100,40,*,*,*,*,11,27.5,19,47.5,30,75,2484
Middletown School District,0830011,Moody School,0831211,3,Math,40,40,100,40,*,*,*,*,14,35,20,50,34,85,2504
Middletown School District,0830011,Moody School,0831211,4,ELA,41,41,100,41,*,*,11,26.8,*,*,16,39,*,*,2507
Middletown School District,0830011,Moody School,0831211,4,Math,41,41,100,41,*,*,11,26.8,18,43.9,*,*,*,*,2509
Middletown School District,0830011,Moody School,0831211,5,ELA,40,40,100,40,*,*,*,*,18,45,11,27.5,29,72.5,2541
Middletown School District,0830011,Moody School,0831211,5,Math,40,40,100,40,*,*,*,*,14,35,12,30,26,65,2540
Middletown School District,0830011,Snow School,0831111,3,ELA,42,42,100,42,10,23.8,8,19,10,23.8,14,33.3,24,57.1,2448
Middletown School District,0830011,Snow School,0831111,3,Math,42,42,100,42,10,23.8,10,23.8,9,21.4,13,31,22,52.4,2449
Middletown School District,0830011,Snow School,0831111,4,ELA,42,42,100,42,12,28.6,6,14.3,15,35.7,9,21.4,24,57.1,2465
Middletown School District,0830011,Snow School,0831111,4,Math,42,42,100,42,12,28.6,10,23.8,14,33.3,6,14.3,20,47.6,2467
Middletown School District,0830011,Snow School,0831111,5,ELA,42,41,97.6,41,9,22,6,14.6,12,29.3,14,34.1,26,63.4,2535
Middletown School District,0830011,Snow School,0831111,5,Math,42,41,97.6,41,*,*,18,43.9,*,*,12,29.3,*,*,2529
Middletown School District,0830011,Spencer School,0830111,3,ELA,48,48,100,48,14,29.2,18,37.5,10,20.8,6,12.5,16,33.3,2397
Middletown School District,0830011,Spencer School,0830111,3,Math,48,48,100,48,20,41.7,13,27.1,*,*,*,*,15,31.3,2394
Middletown School District,0830011,Spencer School,0830111,4,ELA,41,41,100,41,18,43.9,6,14.6,10,24.4,7,17.1,17,41.5,2431
Middletown School District,0830011,Spencer School,0830111,4,Math,41,41,100,41,9,22,17,41.5,6,14.6,9,22,15,36.6,2466
Middletown School District,0830011,Spencer School,0830111,5,ELA,46,46,100,46,12,26.1,9,19.6,17,37,8,17.4,25,54.3,2504
Middletown School District,0830011,Spencer School,0830111,5,Math,46,46,100,46,16,34.8,16,34.8,7,15.2,7,15.2,14,30.4,2494
Middletown School District,0830011,Wesley School,0831411,3,ELA,40,40,100,40,11,27.5,*,*,*,*,14,35,*,*,2444
Middletown School District,0830011,Wesley School,0831411,3,Math,41,41,100,41,8,19.5,13,31.7,10,24.4,10,24.4,20,48.8,2445
Middletown School District,0830011,Wesley School,0831411,4,ELA,45,45,100,45,11,24.4,6,13.3,19,42.2,9,20,28,62.2,2479
Middletown School District,0830011,Wesley School,0831411,4,Math,46,45,97.8,45,*,*,17,37.8,17,37.8,*,*,*,*,2474
Middletown School District,0830011,Wesley School,0831411,5,ELA,44,44,100,44,*,*,10,22.7,24,54.5,*,*,*,*,2508
Middletown School District,0830011,Wesley School,0831411,5,Math,44,44,100,44,12,27.3,18,40.9,6,13.6,8,18.2,14,31.8,2502
Middletown School District,0830011,Woodrow Wilson Middle School,0835411,7,ELA,303,303,100,303,108,35.6,80,26.4,83,27.4,32,10.6,115,38,2518
Middletown School District,0830011,Woodrow Wilson Middle School,0835411,7,Math,303,303,100,303,149,49.2,73,24.1,46,15.2,35,11.6,81,26.7,2498
Middletown School District,0830011,Woodrow Wilson Middle School,0835411,8,ELA,324,324,100,324,95,29.3,104,32.1,95,29.3,30,9.3,125,38.6,2539
Middletown School District,0830011,Woodrow Wilson Middle School,0835411,8,Math,324,324,100,324,155,47.8,86,26.5,52,16,31,9.6,83,25.6,2515
Milford School District,0840011,Calf Pen Meadow School,0840111,3,ELA,66,66,100,66,8,12.1,19,28.8,20,30.3,19,28.8,39,59.1,2452
Milford School District,0840011,Calf Pen Meadow School,0840111,3,Math,66,66,100,66,*,*,*,*,31,47,18,27.3,49,74.2,2468
Milford School District,0840011,Calf Pen Meadow School,0840111,4,ELA,50,50,100,50,12,24,12,24,17,34,9,18,26,52,2474
Milford School District,0840011,Calf Pen Meadow School,0840111,4,Math,50,49,98,49,*,*,15,30.6,18,36.7,*,*,*,*,2495
Milford School District,0840011,Calf Pen Meadow School,0840111,5,ELA,49,48,98,48,7,14.6,9,18.8,21,43.8,11,22.9,32,66.7,2525
Milford School District,0840011,Calf Pen Meadow School,0840111,5,Math,49,48,98,48,13,27.1,11,22.9,10,20.8,14,29.2,24,50,2522
Milford School District,0840011,East Shore Middle School,0845111,6,ELA,131,130,99.2,130,16,12.3,37,28.5,54,41.5,23,17.7,77,59.2,2549
Milford School District,0840011,East Shore Middle School,0845111,6,Math,131,130,99.2,130,18,13.8,44,33.8,30,23.1,38,29.2,68,52.3,2555
Milford School District,0840011,East Shore Middle School,0845111,7,ELA,146,144,98.6,144,24,16.7,27,18.8,52,36.1,41,28.5,93,64.6,2581
Milford School District,0840011,East Shore Middle School,0845111,7,Math,146,145,99.3,145,18,12.4,31,21.4,41,28.3,55,37.9,96,66.2,2596
Milford School District,0840011,East Shore Middle School,0845111,8,ELA,139,136,97.8,136,19,14,20,14.7,55,40.4,42,30.9,97,71.3,2602
Milford School District,0840011,East Shore Middle School,0845111,8,Math,139,136,97.8,136,32,23.5,32,23.5,29,21.3,43,31.6,72,52.9,2590
Milford School District,0840011,Harborside Middle School,0845211,6,ELA,142,135,95.1,135,12,8.9,26,19.3,57,42.2,40,29.6,97,71.9,2573
Milford School District,0840011,Harborside Middle School,0845211,6,Math,142,135,95.1,135,15,11.1,40,29.6,39,28.9,41,30.4,80,59.3,2566
Milford School District,0840011,Harborside Middle School,0845211,7,ELA,157,148,94.3,148,24,16.2,32,21.6,62,41.9,30,20.3,92,62.2,2572
Milford School District,0840011,Harborside Middle School,0845211,7,Math,157,149,94.9,149,21,14.1,30,20.1,41,27.5,57,38.3,98,65.8,2596
Milford School District,0840011,Harborside Middle School,0845211,8,ELA,172,165,95.9,165,19,11.5,43,26.1,65,39.4,38,23,103,62.4,2597
Milford School District,0840011,Harborside Middle School,0845211,8,Math,172,165,95.9,165,28,17,52,31.5,36,21.8,49,29.7,85,51.5,2600
Milford School District,0840011,J. F. Kennedy School,0841911,3,ELA,*,*,*,*,*,*,10,27.8,*,*,9,25,*,*,*
Milford School District,0840011,J. F. Kennedy School,0841911,3,Math,*,*,*,*,10,27.8,*,*,14,38.9,*,*,*,*,*
Milford School District,0840011,J. F. Kennedy School,0841911,4,ELA,62,62,100,62,8,12.9,9,14.5,19,30.6,26,41.9,45,72.6,2509
Milford School District,0840011,J. F. Kennedy School,0841911,4,Math,61,61,100,61,*,*,*,*,25,41,16,26.2,41,67.2,2514
Milford School District,0840011,J. F. Kennedy School,0841911,5,ELA,62,62,100,62,6,9.7,12,19.4,28,45.2,16,25.8,44,71,2537
Milford School District,0840011,J. F. Kennedy School,0841911,5,Math,62,62,100,62,*,*,25,40.3,*,*,17,27.4,*,*,2539
Milford School District,0840011,Live Oaks School,0841611,3,ELA,37,37,100,37,9,24.3,7,18.9,12,32.4,9,24.3,21,56.8,2435
Milford School District,0840011,Live Oaks School,0841611,3,Math,37,37,100,37,*,*,*,*,19,51.4,8,21.6,27,73,2460
Milford School District,0840011,Live Oaks School,0841611,4,ELA,46,42,91.3,42,7,16.7,11,26.2,10,23.8,14,33.3,24,57.1,2495
Milford School District,0840011,Live Oaks School,0841611,4,Math,46,42,91.3,42,*,*,*,*,14,33.3,16,38.1,30,71.4,2523
Milford School District,0840011,Live Oaks School,0841611,5,ELA,43,43,100,43,*,*,*,*,15,34.9,14,32.6,29,67.4,2531
Milford School District,0840011,Live Oaks School,0841611,5,Math,43,43,100,43,*,*,14,32.6,*,*,15,34.9,*,*,2546
Milford School District,0840011,Mathewson School,0841711,3,ELA,73,73,100,73,7,9.6,13,17.8,26,35.6,27,37,53,72.6,2469
Milford School District,0840011,Mathewson School,0841711,3,Math,73,73,100,73,6,8.2,13,17.8,32,43.8,22,30.1,54,74,2471
Milford School District,0840011,Mathewson School,0841711,4,ELA,55,54,98.2,54,7,13,14,25.9,16,29.6,17,31.5,33,61.1,2495
Milford School District,0840011,Mathewson School,0841711,4,Math,55,54,98.2,54,0,0,26,48.1,16,29.6,12,22.2,28,51.9,2502
Milford School District,0840011,Mathewson School,0841711,5,ELA,73,71,97.3,71,*,*,*,*,28,39.4,26,36.6,54,76.1,2556
Milford School District,0840011,Mathewson School,0841711,5,Math,73,71,97.3,71,*,*,*,*,24,33.8,22,31,46,64.8,2546
Milford School District,0840011,Meadowside School,0840711,3,ELA,51,51,100,51,8,15.7,13,25.5,17,33.3,13,25.5,30,58.8,2439
Milford School District,0840011,Meadowside School,0840711,3,Math,51,51,100,51,7,13.7,9,17.6,20,39.2,15,29.4,35,68.6,2464
Milford School District,0840011,Meadowside School,0840711,4,ELA,44,43,97.7,43,8,18.6,13,30.2,12,27.9,10,23.3,22,51.2,2481
Milford School District,0840011,Meadowside School,0840711,4,Math,44,43,97.7,43,6,14,13,30.2,11,25.6,13,30.2,24,55.8,2496
Milford School District,0840011,Meadowside School,0840711,5,ELA,39,37,94.9,37,10,27,9,24.3,10,27,8,21.6,*,*,2496
Milford School District,0840011,Meadowside School,0840711,5,Math,39,37,94.9,37,10,27,15,40.5,*,*,*,*,*,*,2497
Milford School District,0840011,Orange Avenue School,0840811,3,ELA,55,55,100,55,8,14.5,11,20,18,32.7,18,32.7,36,65.5,2450
Milford School District,0840011,Orange Avenue School,0840811,3,Math,55,55,100,55,*,*,*,*,18,32.7,23,41.8,41,74.5,2482
Milford School District,0840011,Orange Avenue School,0840811,4,ELA,52,50,96.2,50,12,24,9,18,10,20,19,38,29,58,2488
Milford School District,0840011,Orange Avenue School,0840811,4,Math,52,50,96.2,50,*,*,13,26,21,42,*,*,*,*,2502
Milford School District,0840011,Orange Avenue School,0840811,5,ELA,71,70,98.6,70,12,17.1,13,18.6,22,31.4,23,32.9,45,64.3,2533
Milford School District,0840011,Orange Avenue School,0840811,5,Math,71,69,97.2,69,10,14.5,16,23.2,21,30.4,22,31.9,43,62.3,2540
Milford School District,0840011,Orchard Hills School,0841811,3,ELA,43,43,100,43,*,*,12,27.9,18,41.9,*,*,*,*,2446
Milford School District,0840011,Orchard Hills School,0841811,3,Math,43,43,100,43,*,*,*,*,20,46.5,11,25.6,31,72.1,2471
Milford School District,0840011,Orchard Hills School,0841811,4,ELA,59,59,100,59,9,15.3,12,20.3,17,28.8,21,35.6,38,64.4,2507
Milford School District,0840011,Orchard Hills School,0841811,4,Math,59,59,100,59,6,10.2,11,18.6,13,22,29,49.2,42,71.2,2536
Milford School District,0840011,Orchard Hills School,0841811,5,ELA,50,50,100,50,8,16,7,14,18,36,17,34,35,70,2541
Milford School District,0840011,Orchard Hills School,0841811,5,Math,50,50,100,50,6,12,13,26,13,26,18,36,31,62,2541
Milford School District,0840011,Pumpkin Delight School,0841011,3,ELA,45,45,100,45,7,15.6,13,28.9,11,24.4,14,31.1,25,55.6,2442
Milford School District,0840011,Pumpkin Delight School,0841011,3,Math,45,45,100,45,*,*,*,*,17,37.8,13,28.9,30,66.7,2461
Milford School District,0840011,Pumpkin Delight School,0841011,4,ELA,39,39,100,39,*,*,*,*,15,38.5,12,30.8,27,69.2,2500
Milford School District,0840011,Pumpkin Delight School,0841011,4,Math,39,39,100,39,*,*,15,38.5,*,*,12,30.8,*,*,2504
Milford School District,0840011,Pumpkin Delight School,0841011,5,ELA,42,42,100,42,*,*,10,23.8,15,35.7,*,*,*,*,2511
Milford School District,0840011,Pumpkin Delight School,0841011,5,Math,42,42,100,42,8,19,13,31,11,26.2,10,23.8,21,50,2525
Milford School District,0840011,The Academy,0840311,8,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Milford School District,0840011,The Academy,0840311,8,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Milford School District,0840011,West Shore Middle School,0845311,6,ELA,156,154,98.7,154,18,11.7,30,19.5,73,47.4,33,21.4,106,68.8,2556
Milford School District,0840011,West Shore Middle School,0845311,6,Math,156,155,99.4,155,23,14.8,52,33.5,41,26.5,39,25.2,80,51.6,2550
Milford School District,0840011,West Shore Middle School,0845311,7,ELA,153,152,99.3,152,36,23.7,36,23.7,58,38.2,22,14.5,80,52.6,2549
Milford School District,0840011,West Shore Middle School,0845311,7,Math,153,152,99.3,152,32,21.1,43,28.3,41,27,36,23.7,77,50.7,2562
Milford School District,0840011,West Shore Middle School,0845311,8,ELA,149,149,100,149,19,12.8,39,26.2,64,43,27,18.1,91,61.1,2586
Milford School District,0840011,West Shore Middle School,0845311,8,Math,149,149,100,149,35,23.5,35,23.5,42,28.2,37,24.8,79,53,2580
Monroe School District,0850011,Fawn Hollow Elementary School,0850511,3,ELA,85,85,100,85,*,*,*,*,19,22.4,46,54.1,65,76.5,2489
Monroe School District,0850011,Fawn Hollow Elementary School,0850511,3,Math,85,85,100,85,*,*,*,*,26,30.6,42,49.4,68,80,2492
Monroe School District,0850011,Fawn Hollow Elementary School,0850511,4,ELA,91,89,97.8,89,*,*,*,*,18,20.2,61,68.5,79,88.8,2554
Monroe School District,0850011,Fawn Hollow Elementary School,0850511,4,Math,91,89,97.8,89,8,9,16,18,24,27,41,46.1,65,73,2534
Monroe School District,0850011,Fawn Hollow Elementary School,0850511,5,ELA,91,91,100,91,6,6.6,11,12.1,21,23.1,53,58.2,74,81.3,2589
Monroe School District,0850011,Fawn Hollow Elementary School,0850511,5,Math,91,91,100,91,6,6.6,19,20.9,20,22,46,50.5,66,72.5,2574
Monroe School District,0850011,Jockey Hollow School,0855211,6,ELA,252,247,98,247,15,6.1,46,18.6,74,30,112,45.3,186,75.3,2595
Monroe School District,0850011,Jockey Hollow School,0855211,6,Math,252,247,98,247,21,8.5,67,27.1,62,25.1,97,39.3,159,64.4,2585
Monroe School District,0850011,Jockey Hollow School,0855211,7,ELA,241,240,99.6,240,12,5,36,15,107,44.6,85,35.4,192,80,2615
Monroe School District,0850011,Jockey Hollow School,0855211,7,Math,241,239,99.2,239,27,11.3,61,25.5,75,31.4,76,31.8,151,63.2,2592
Monroe School District,0850011,Jockey Hollow School,0855211,8,ELA,293,283,96.6,283,26,9.2,58,20.5,128,45.2,71,25.1,199,70.3,2606
Monroe School District,0850011,Jockey Hollow School,0855211,8,Math,293,283,96.6,283,52,18.4,88,31.1,74,26.1,69,24.4,143,50.5,2591
Monroe School District,0850011,Monroe Elementary School,0850111,3,ELA,59,57,96.6,57,*,*,*,*,17,29.8,33,57.9,50,87.7,2504
Monroe School District,0850011,Monroe Elementary School,0850111,3,Math,59,57,96.6,57,*,*,*,*,24,42.1,28,49.1,52,91.2,2507
Monroe School District,0850011,Monroe Elementary School,0850111,4,ELA,57,57,100,57,*,*,*,*,11,19.3,41,71.9,52,91.2,2566
Monroe School District,0850011,Monroe Elementary School,0850111,4,Math,57,57,100,57,*,*,*,*,21,36.8,28,49.1,49,86,2543
Monroe School District,0850011,Monroe Elementary School,0850111,5,ELA,61,61,100,61,0,0,10,16.4,19,31.1,32,52.5,51,83.6,2581
Monroe School District,0850011,Monroe Elementary School,0850111,5,Math,61,61,100,61,*,*,21,34.4,*,*,20,32.8,*,*,2557
Monroe School District,0850011,Stepney Elementary School,0850311,3,ELA,76,74,97.4,74,*,*,*,*,13,17.6,44,59.5,57,77,2500
Monroe School District,0850011,Stepney Elementary School,0850311,3,Math,76,74,97.4,74,6,8.1,8,10.8,26,35.1,34,45.9,60,81.1,2495
Monroe School District,0850011,Stepney Elementary School,0850311,4,ELA,76,73,96.1,73,*,*,*,*,16,21.9,46,63,62,84.9,2542
Monroe School District,0850011,Stepney Elementary School,0850311,4,Math,76,73,96.1,73,*,*,*,*,21,28.8,34,46.6,55,75.3,2533
Monroe School District,0850011,Stepney Elementary School,0850311,5,ELA,83,82,98.8,82,9,11,9,11,20,24.4,44,53.7,64,78,2577
Monroe School District,0850011,Stepney Elementary School,0850311,5,Math,83,82,98.8,82,8,9.8,10,12.2,19,23.2,45,54.9,64,78,2573
Montville School District,0860011,Dr. Charles E. Murphy School,0860711,3,ELA,43,43,100,43,9,20.9,10,23.3,12,27.9,12,27.9,24,55.8,2435
Montville School District,0860011,Dr. Charles E. Murphy School,0860711,3,Math,43,43,100,43,*,*,*,*,13,30.2,21,48.8,34,79.1,2472
Montville School District,0860011,Dr. Charles E. Murphy School,0860711,4,ELA,66,66,100,66,14,21.2,15,22.7,18,27.3,19,28.8,37,56.1,2481
Montville School District,0860011,Dr. Charles E. Murphy School,0860711,4,Math,66,66,100,66,12,18.2,24,36.4,22,33.3,8,12.1,30,45.5,2473
Montville School District,0860011,Dr. Charles E. Murphy School,0860711,5,ELA,69,69,100,69,14,20.3,15,21.7,27,39.1,13,18.8,40,58,2513
Montville School District,0860011,Dr. Charles E. Murphy School,0860711,5,Math,69,69,100,69,9,13,24,34.8,19,27.5,17,24.6,36,52.2,2522
Montville School District,0860011,Leonard J. Tyl Middle School,0865111,6,ELA,161,161,100,161,20,12.4,38,23.6,61,37.9,42,26.1,103,64,2560
Montville School District,0860011,Leonard J. Tyl Middle School,0865111,6,Math,159,159,100,159,21,13.2,44,27.7,40,25.2,54,34,94,59.1,2566
Montville School District,0860011,Leonard J. Tyl Middle School,0865111,7,ELA,174,174,100,174,37,21.3,51,29.3,56,32.2,30,17.2,86,49.4,2552
Montville School District,0860011,Leonard J. Tyl Middle School,0865111,7,Math,174,174,100,174,57,32.8,48,27.6,43,24.7,26,14.9,69,39.7,2530
Montville School District,0860011,Leonard J. Tyl Middle School,0865111,8,ELA,183,183,100,183,34,18.6,46,25.1,79,43.2,24,13.1,103,56.3,2573
Montville School District,0860011,Leonard J. Tyl Middle School,0865111,8,Math,183,183,100,183,57,31.1,52,28.4,46,25.1,28,15.3,74,40.4,2553
Montville School District,0860011,Mohegan School,0860111,3,ELA,64,64,100,64,14,21.9,10,15.6,18,28.1,22,34.4,40,62.5,2444
Montville School District,0860011,Mohegan School,0860111,3,Math,64,64,100,64,7,10.9,11,17.2,24,37.5,22,34.4,46,71.9,2470
Montville School District,0860011,Mohegan School,0860111,4,ELA,63,63,100,63,16,25.4,11,17.5,17,27,19,30.2,36,57.1,2488
Montville School District,0860011,Mohegan School,0860111,4,Math,63,63,100,63,7,11.1,12,19,24,38.1,20,31.7,44,69.8,2513
Montville School District,0860011,Mohegan School,0860111,5,ELA,60,60,100,60,8,13.3,15,25,17,28.3,20,33.3,37,61.7,2534
Montville School District,0860011,Mohegan School,0860111,5,Math,60,60,100,60,9,15,18,30,16,26.7,17,28.3,33,55,2541
Montville School District,0860011,Oakdale School,0860511,3,ELA,37,37,100,37,*,*,*,*,8,21.6,15,40.5,23,62.2,2470
Montville School District,0860011,Oakdale School,0860511,3,Math,37,37,100,37,*,*,*,*,15,40.5,14,37.8,29,78.4,2487
Montville School District,0860011,Oakdale School,0860511,4,ELA,58,58,100,58,*,*,*,*,19,32.8,25,43.1,44,75.9,2529
Montville School District,0860011,Oakdale School,0860511,4,Math,58,58,100,58,*,*,*,*,20,34.5,28,48.3,48,82.8,2539
Montville School District,0860011,Oakdale School,0860511,5,ELA,39,39,100,39,0,0,*,*,*,*,23,59,*,*,2596
Montville School District,0860011,Oakdale School,0860511,5,Math,39,39,100,39,0,0,*,*,*,*,22,56.4,*,*,2594
Naugatuck School District,0880011,Andrew Avenue School,0880811,3,ELA,55,55,100,55,19,34.5,11,20,12,21.8,13,23.6,25,45.5,2414
Naugatuck School District,0880011,Andrew Avenue School,0880811,3,Math,55,54,98.2,54,12,22.2,13,24.1,15,27.8,14,25.9,29,53.7,2436
Naugatuck School District,0880011,Andrew Avenue School,0880811,4,ELA,60,59,98.3,59,18,30.5,11,18.6,18,30.5,12,20.3,30,50.8,2463
Naugatuck School District,0880011,Andrew Avenue School,0880811,4,Math,60,59,98.3,59,12,20.3,20,33.9,20,33.9,7,11.9,27,45.8,2470
Naugatuck School District,0880011,City Hill Middle School,0885111,7,ELA,322,321,99.7,321,70,21.8,77,24,120,37.4,54,16.8,174,54.2,2557
Naugatuck School District,0880011,City Hill Middle School,0885111,7,Math,323,322,99.7,322,71,22,104,32.3,81,25.2,66,20.5,147,45.7,2556
Naugatuck School District,0880011,City Hill Middle School,0885111,8,ELA,329,322,97.9,322,77,23.9,83,25.8,105,32.6,57,17.7,162,50.3,2561
Naugatuck School District,0880011,City Hill Middle School,0885111,8,Math,329,323,98.2,322,92,28.6,101,31.4,62,19.3,67,20.8,129,40.1,2558
Naugatuck School District,0880011,Cross Street Intermediate School,0880211,5,ELA,160,160,100,160,36,22.5,27,16.9,67,41.9,30,18.8,97,60.6,2509
Naugatuck School District,0880011,Cross Street Intermediate School,0880211,5,Math,160,160,100,160,38,23.8,42,26.3,38,23.8,42,26.3,80,50,2520
Naugatuck School District,0880011,Cross Street Intermediate School,0880211,6,ELA,153,153,100,153,33,21.6,38,24.8,58,37.9,24,15.7,82,53.6,2529
Naugatuck School District,0880011,Cross Street Intermediate School,0880211,6,Math,153,153,100,153,36,23.5,45,29.4,36,23.5,36,23.5,72,47.1,2543
Naugatuck School District,0880011,Hillside Intermediate School,0880411,5,ELA,153,153,100,153,55,35.9,27,17.6,47,30.7,24,15.7,71,46.4,2483
Naugatuck School District,0880011,Hillside Intermediate School,0880411,5,Math,153,151,98.7,151,50,33.1,39,25.8,21,13.9,41,27.2,62,41.1,2503
Naugatuck School District,0880011,Hillside Intermediate School,0880411,6,ELA,165,165,100,165,32,19.4,62,37.6,48,29.1,23,13.9,71,43,2527
Naugatuck School District,0880011,Hillside Intermediate School,0880411,6,Math,165,165,100,165,39,23.6,58,35.2,34,20.6,34,20.6,68,41.2,2534
Naugatuck School District,0880011,Hop Brook Elementary School,0880511,3,ELA,70,70,100,70,12,17.1,14,20,18,25.7,26,37.1,44,62.9,2449
Naugatuck School District,0880011,Hop Brook Elementary School,0880511,3,Math,69,69,100,69,10,14.5,13,18.8,19,27.5,27,39.1,46,66.7,2466
Naugatuck School District,0880011,Hop Brook Elementary School,0880511,4,ELA,69,69,100,69,27,39.1,8,11.6,17,24.6,17,24.6,34,49.3,2451
Naugatuck School District,0880011,Hop Brook Elementary School,0880511,4,Math,69,69,100,69,24,34.8,12,17.4,13,18.8,20,29,33,47.8,2468
Naugatuck School District,0880011,Maple Hill School,0880311,3,ELA,82,82,100,82,13,15.9,19,23.2,22,26.8,28,34.1,50,61,2454
Naugatuck School District,0880011,Maple Hill School,0880311,3,Math,82,82,100,82,9,11,12,14.6,28,34.1,33,40.2,61,74.4,2476
Naugatuck School District,0880011,Maple Hill School,0880311,4,ELA,82,82,100,82,22,26.8,14,17.1,28,34.1,18,22,46,56.1,2476
Naugatuck School District,0880011,Maple Hill School,0880311,4,Math,82,82,100,82,11,13.4,16,19.5,32,39,23,28,55,67.1,2501
Naugatuck School District,0880011,Salem School,0880611,3,ELA,45,45,100,45,11,24.4,11,24.4,9,20,14,31.1,23,51.1,2430
Naugatuck School District,0880011,Salem School,0880611,3,Math,45,45,100,45,*,*,*,*,20,44.4,10,22.2,30,66.7,2454
